time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
10649,2010-11-27,00:00:00.00,0,0.132632,2.62795,0,0.345422,0,10141.8,5.54217e-184,40.013,0.0246479,0.166982,8.85396,0,31.6789,0,0,6.14136e-05,-4.48335,16.7013,10237.7,11118.4,884.893,-1.09139e-10
10650,2010-11-28,00:00:00.00,0,0.0551565,2.62695,0,0.348133,0,10141.9,2.78207e-200,39.9115,0.0226379,0.157463,8.85405,0,31.7333,0,0,5.24596e-05,-4.48335,16.68,10237.8,11118.5,884.903,-1.16415e-10
10651,2010-11-29,00:00:00.00,0,1.98426,2.62625,0,0.345169,0,10142.1,1.06541e-216,39.7799,0.0207117,0.153803,8.85741,0,33.7119,0,0,4.48111e-05,-4.48335,16.6538,10239.7,11120.4,884.913,-1.14596e-10
10652,2010-11-30,00:00:00.00,0,3.66244,2.62542,0,0.347452,0,10142.2,6.68073e-233,39.6845,0.0188642,0.145504,8.85951,0,37.3703,0,0,3.82778e-05,-4.48335,16.635,10243.4,11124.1,884.922,-1.09139e-10
10653,2010-12-01,00:00:00.00,0,0.121186,2.62481,0,0.344948,0,10142.3,2.71746e-249,39.6045,0.0170907,0.142134,8.85926,0,37.4913,0,0,3.2697e-05,-4.48335,16.6188,10243.5,11124.2,884.93,-1.34605e-10
10654,2010-12-02,00:00:00.00,0,0.0679232,2.62408,0,0.346879,0,10142.3,1.89046e-265,39.5812,0.0153872,0.134829,8.85913,0,37.5589,0,0,2.79298e-05,-4.48335,16.6129,10243.6,11124.3,884.939,-1.21872e-10
10655,2010-12-03,00:00:00.00,1.04238e-07,0.0186338,2.62354,0,0.344754,0,10142.5,7.81359e-282,39.4604,0.0137498,0.131705,8.85885,1.04238e-07,37.5774,0,0,2.38577e-05,-4.48335,16.5875,10243.6,11124.3,884.946,-1.03682e-10
10656,2010-12-04,00:00:00.00,0,0.273935,2.6229,0,0.346403,0,10142.5,5.64403e-298,39.4146,0.0121753,0.125217,8.85888,0,37.8507,0,0,2.03793e-05,-4.48335,16.575,10243.8,11124.6,884.954,-9.82254e-11
10657,2010-12-05,00:00:00.00,0,0.356911,2.62242,0,0.344584,0,10142.6,2.34301e-314,39.3536,0.0106604,0.122305,8.8587,0,38.2073,0,0,1.74081e-05,-4.48335,16.5608,10244.2,11124.9,884.961,-1.0732e-10
10658,2010-12-06,00:00:00.00,0,0.201263,2.62186,0,0.346002,0,10142.6,0,39.3135,0.00920231,0.116496,8.85842,0,38.4085,0,0,1.487e-05,-4.48335,16.5526,10244.4,11125.1,884.967,-1.12777e-10
10659,2010-12-07,00:00:00.00,0,0.107625,2.62143,0,0.344434,0,10142.7,0,39.2929,0.00779845,0.113765,8.85814,0,38.5161,0,0,1.2702e-05,-4.48335,16.5481,10244.5,11125.3,884.974,-1.12777e-10
10660,2010-12-08,00:00:00.00,0,0.0694759,2.62093,0,0.345661,0,10142.7,0,39.2836,0.00644636,0.108526,8.85784,0,38.5855,0,0,1.08501e-05,-4.48335,16.5434,10244.6,11125.3,884.98,-1.00044e-10
10661,2010-12-09,00:00:00.00,3.77294e-06,0.0121756,2.62053,0,0.344292,0,10142.7,0,39.2603,0.00514377,0.105973,8.8576,0,38.5976,0,0,9.26815e-06,-4.48335,16.535,10244.6,11125.3,884.986,-1.21872e-10
10662,2010-12-10,00:00:00.00,0.00894244,0.122668,2.62008,0,0.345383,0,10142.8,-3.78397e-20,39.187,0.00399345,0.101217,8.85897,0.0915876,38.6083,0,0,7.91688e-06,-4.48335,16.5126,10244.7,11125.5,884.991,-1.0732e-10
10663,2010-12-11,00:00:00.00,0.0290723,0.285133,2.61985,0,0.344396,0,10143,5.24342e-20,39.1443,0.00335897,0.104923,8.86343,0.169168,38.7102,0,0,6.76261e-06,-4.48335,16.4879,10245,11125.8,884.997,-1.23691e-10
10664,2010-12-12,00:00:00.00,0,2.66941,2.6195,0,0.345164,0,10143.1,-3.2062e-36,39.0683,0.0021195,0.10058,8.86912,0.000134238,41.5395,0,0,5.77664e-06,-4.48335,16.473,10247.7,11128.5,885.002,-1.16415e-10
10665,2010-12-13,00:00:00.00,0,0.0444933,2.61905,0,0.344074,0,10143.1,0,39.0652,0.000933412,0.0983608,8.86904,0,41.5837,0,0,4.93442e-06,-4.48335,16.4708,10247.7,11128.5,885.008,-1.12777e-10
10666,2010-12-14,00:00:00.00,2.97231e-05,0.990184,2.61905,0,0.345647,0,10143.2,0,39.0005,-0.000203251,0.0929447,8.86922,1.08276e-05,42.5729,0,0,4.21499e-06,-4.48335,16.4533,10248.7,11129.5,885.013,-1.00044e-10
10667,2010-12-15,00:00:00.00,0.0168061,0.105622,2.6189,0,0.344023,0,10143.4,7.36569e-21,38.956,-0.000265914,0.0920526,8.86944,0.189212,42.3878,0,0,3.60046e-06,-4.48335,16.4285,10248.8,11129.6,885.018,-1.12777e-10
10668,2010-12-16,00:00:00.00,0.00957286,0.292375,2.61858,0,0.345419,0,10143.5,-9.45007e-37,38.8433,-0.00113162,0.0900635,8.87222,0.0365382,42.8279,0,0,3.07552e-06,-4.48335,16.4025,10249.1,11129.9,885.024,-1.09139e-10
10669,2010-12-17,00:00:00.00,0,0.0761641,2.61827,0,0.343893,0,10143.7,9.24387e-55,38.7339,-0.00222511,0.0881153,8.87283,0,42.939,0,0,2.62711e-06,-4.48335,16.3794,10249.2,11130,885.029,-1.09139e-10
10670,2010-12-18,00:00:00.00,0,0.220698,2.61807,0,0.345448,0,10143.7,2.56569e-71,38.6968,-0.00326945,0.0830045,8.87256,0,43.1596,0,0,2.24409e-06,-4.48335,16.3699,10249.4,11130.2,885.034,-1.01863e-10
10671,2010-12-19,00:00:00.00,0,0.285798,2.61784,0,0.343793,0,10143.8,7.12122e-88,38.6657,-0.00426824,0.0811559,8.87237,0,43.4452,0,0,1.9169e-06,-4.48335,16.3629,10249.7,11130.5,885.039,-1.10958e-10
10672,2010-12-20,00:00:00.00,0,0.204223,2.61742,0,0.345079,0,10143.8,1.97654e-104,38.6624,-0.00522461,0.0766907,8.87229,0,43.6491,0,0,1.63742e-06,-4.48335,16.3617,10249.9,11130.7,885.044,-1.21872e-10
10673,2010-12-21,00:00:00.00,0,1.12332,2.61712,0,0.343691,0,10143.8,5.48599e-121,38.6602,-0.00614129,0.0749593,8.87209,0,44.772,0,0,1.39869e-06,-4.48335,16.3607,10251,11131.8,885.048,-1.27329e-10
10674,2010-12-22,00:00:00.00,0,5.13379,2.61674,0,0.344776,0,10143.8,1.52267e-137,38.6585,-0.00702071,0.0710183,8.87189,0,49.9047,0,0,1.19477e-06,-4.48335,16.3596,10256.1,11137,885.053,-1.18234e-10
10675,2010-12-23,00:00:00.00,0,0.0807151,2.61646,0,0.3436,0,10143.8,4.22625e-154,38.6531,-0.00786504,0.0693926,8.87165,0,49.9853,0,0,1.02057e-06,-4.48335,16.3554,10256.2,11137,885.057,-1.12777e-10
10676,2010-12-24,00:00:00.00,0,0.0111134,2.61613,0,0.344524,0,10143.8,1.17302e-170,38.6402,-0.0086762,0.0658816,8.87135,0,49.9964,0,0,8.71775e-07,-4.48335,16.3506,10256.2,11137,885.061,-1.21872e-10
10677,2010-12-25,00:00:00.00,0,0.0430962,2.61588,0,0.343516,0,10143.8,3.25579e-187,38.6168,-0.00945597,0.0643516,8.87107,0,50.0394,0,0,7.44672e-07,-4.48335,16.3423,10256.2,11137.1,885.065,-1.10958e-10
10678,2010-12-26,00:00:00.00,0,0.0308755,2.61558,0,0.344312,0,10143.9,9.03662e-204,38.5985,-0.0102059,0.0611968,8.87075,0,50.0703,0,0,6.361e-07,-4.48335,16.334,10256.3,11137.1,885.068,-1.14596e-10
10679,2010-12-27,00:00:00.00,7.8585e-06,0.00189675,2.61535,0,0.343441,0,10144,2.50817e-220,38.5224,-0.0109276,0.0597538,8.87041,0.00666372,50.0656,0,0,5.43358e-07,-4.48335,16.3135,10256.3,11137.1,885.072,-1.10958e-10
10680,2010-12-28,00:00:00.00,0.000351309,0.0930098,2.61509,0,0.344134,0,10144.1,6.96156e-237,38.4338,-0.0116171,0.0568972,8.87129,0.00194771,50.1617,0,0,4.64138e-07,-4.48335,16.2917,10256.4,11137.2,885.075,-1.01863e-10
10681,2010-12-29,00:00:00.00,5.08109e-07,0.208146,2.61488,0,0.343375,0,10144.2,1.93222e-253,38.3281,-0.0122868,0.0555335,8.87287,5.08109e-07,50.3688,0,0,3.96468e-07,-4.48335,16.2695,10256.6,11137.4,885.078,-1.0732e-10
10682,2010-12-30,00:00:00.00,0,0.124522,2.61465,0,0.343982,0,10144.3,5.36299e-270,38.2133,-0.0129317,0.0529295,8.87295,0,50.4925,0,0,3.38664e-07,-4.48335,16.243,10256.7,11137.5,885.082,-9.82254e-11
10683,2010-12-31,00:00:00.00,0,7.60201,2.61447,0,0.343324,0,10144.4,1.48853e-286,38.148,-0.013553,0.0516384,8.8784,0,58.0849,0,0,2.89287e-07,-4.48335,16.2283,10264.3,11145.2,885.085,-1.12777e-10
10684,2011-01-01,00:00:00.00,0,1.68604,2.61427,0,0.343864,0,10144.4,4.1315e-303,38.1477,-0.0141517,0.0492507,8.87989,0,59.7681,0,0,2.4711e-07,-4.48335,16.2282,10266,11146.8,885.088,-1.09139e-10
10685,2011-01-02,00:00:00.00,0,0.0220892,2.6141,0,0.34327,0,10144.4,1.14673e-319,38.1477,-0.0147287,0.0480261,8.87969,0,59.7901,0,0,2.11082e-07,-4.48335,16.2282,10266,11146.9,885.09,-1.05501e-10
10686,2011-01-03,00:00:00.00,0,0.550866,2.61391,0,0.343746,0,10144.4,0,38.1468,-0.0152848,0.0458256,8.87946,0,60.3408,0,0,1.80307e-07,-4.48335,16.2272,10266.5,11147.4,885.093,-1.10958e-10
10687,2011-01-04,00:00:00.00,0,1.72081,2.61375,0,0.343217,0,10144.5,0,38.069,-0.015821,0.0446622,8.87934,0,62.0607,0,0,1.54018e-07,-4.48335,16.2093,10268.2,11149.1,885.096,-1.23691e-10
10688,2011-01-05,00:00:00.00,0,0.1086,2.61357,0,0.343642,0,10144.6,0,38.0425,-0.0163381,0.0426255,8.87916,0,62.1691,0,0,1.31563e-07,-4.48335,16.2005,10268.4,11149.2,885.098,-1.18234e-10
10689,2011-01-06,00:00:00.00,0,0.0393869,2.61342,0,0.343167,0,10144.6,0,37.9798,-0.0168367,0.0415185,8.87901,0,62.2082,0,0,1.12381e-07,-4.48335,16.1847,10268.4,11149.3,885.101,-1.00044e-10
10690,2011-01-07,00:00:00.00,0.000785876,0.190684,2.61325,0,0.343548,0,10144.8,0,37.8833,-0.0173176,0.0396295,8.87883,0.000785867,62.3986,0,0,9.59963e-08,-4.48335,16.1613,10268.6,11149.5,885.103,-9.27685e-11
10691,2011-01-08,00:00:00.00,0.00764911,0.0416326,2.61311,0,0.343122,0,10144.9,-1.3388e-19,37.7537,-0.0177795,0.0385745,8.8789,0.131078,62.3093,0,0,8.20003e-08,-4.48335,16.1295,10268.6,11149.5,885.106,-1.12777e-10
10692,2011-01-09,00:00:00.00,0.0668485,2.25023,2.61294,0,0.343447,0,10145.1,0,37.6654,-0.0182239,0.0368566,8.87965,0.0834518,64.6573,0,0,7.00448e-08,-4.48335,16.1048,10270.9,11151.8,885.108,-1.05501e-10
10693,2011-01-10,00:00:00.00,0,3.95622,2.6128,0,0.343087,0,10145.2,0,37.5396,-0.0186572,0.0358497,8.88228,0,68.6917,0,0,5.98324e-08,-4.48335,16.0762,10274.9,11155.8,885.11,-1.27329e-10
10694,2011-01-11,00:00:00.00,0,2.19649,2.61265,0,0.343368,0,10145.2,0,37.5203,-0.0190746,0.0342857,8.88701,0,70.8808,0,0,5.1109e-08,-4.48335,16.0721,10277.1,11158,885.112,-1.16415e-10
10695,2011-01-12,00:00:00.00,0,0.807877,2.61252,0,0.343061,0,10145.2,0,37.5182,-0.019477,0.0333233,8.88757,0,71.6872,0,0,4.36574e-08,-4.48335,16.0716,10277.9,11158.8,885.114,-1.09139e-10
10696,2011-01-13,00:00:00.00,0,0.0551357,2.61237,0,0.343284,0,10145.2,0,37.5182,-0.0198651,0.0318984,8.88731,0,71.7423,0,0,3.72923e-08,-4.48335,16.0716,10277.9,11158.9,885.116,-1.10958e-10
10697,2011-01-14,00:00:00.00,0,0.76606,2.61224,0,0.343013,0,10145.2,0,37.5155,-0.0202393,0.0309992,8.88775,0,72.5071,0,0,3.18552e-08,-4.48335,16.0696,10278.7,11159.6,885.118,-1.01863e-10
10698,2011-01-15,00:00:00.00,0.00531183,3.08014,2.61208,0,0.343208,0,10145.3,0,37.5013,-0.0206004,0.0296991,8.88869,0.00561084,75.5842,0,0,2.72107e-08,-4.48335,16.0672,10281.8,11162.7,885.12,-1.10958e-10
10699,2011-01-16,00:00:00.00,0.0333639,3.44874,2.61213,0,0.343271,0,10145.3,0,37.4969,-0.0207101,0.0376861,8.89055,0.0356667,79.0204,0,0,2.32435e-08,-4.48335,16.0666,10285.3,11166.2,885.122,-8.91305e-11
10700,2011-01-17,00:00:00.00,0.00837436,2.17742,2.61229,0,0.343564,0,10145.3,0,37.4958,-0.0207312,0.0481761,8.89057,0.0453187,81.1788,0,0,1.98546e-08,-4.48335,16.0663,10287.5,11168.4,885.124,-1.01863e-10
10701,2011-01-18,00:00:00.00,0.0229823,1.90438,2.61292,0,0.34436,0,10145.4,0,37.4098,-0.0203994,0.070575,8.89191,0.0615154,83.0502,0,0,1.69599e-08,-4.48335,16.0414,10289.4,11170.3,885.127,-9.27685e-11
10702,2011-01-19,00:00:00.00,0.0279611,3.49887,2.61344,0,0.344204,0,10145.4,5.92375e-20,37.3902,-0.0202267,0.100131,8.89259,0.0556183,86.5371,0,0,1.44872e-08,-4.48335,16.0354,10292.9,11173.8,885.131,-1.0732e-10
10703,2011-01-20,00:00:00.00,0,3.40433,2.61582,0,0.348256,0,10145.5,1.64417e-36,37.382,-0.020799,0.0889701,8.89896,0.000254897,89.9865,0,0,1.2375e-08,-4.48335,16.0314,10296.3,11177.2,885.136,-1.05501e-10
10704,2011-01-21,00:00:00.00,0,0.133961,2.61592,0,0.343142,0,10145.5,4.56349e-53,37.381,-0.0213177,0.0879816,8.89875,0,90.1205,0,0,1.05707e-08,-4.48335,16.0307,10296.4,11177.4,885.143,-1.00044e-10
10705,2011-01-22,00:00:00.00,0,0.770837,2.61717,0,0.350578,0,10145.5,1.26662e-69,37.3274,-0.0217901,0.0720713,8.89857,0,90.8909,0,0,9.02954e-09,-4.48335,16.0157,10297.2,11178.1,885.151,-1.01863e-10
10706,2011-01-23,00:00:00.00,0.0401905,4.81654,2.6175,0,0.343056,0,10145.7,3.51559e-86,37.1759,-0.0222222,0.0711605,8.89835,0.0401888,95.7064,0,0,7.71305e-09,-4.48335,15.9806,10302,11183,885.16,-1.20053e-10
10707,2011-01-24,00:00:00.00,0.307244,5.26704,2.61641,0,0.348681,0,10145.9,9.75772e-103,37.0851,-0.0224568,0.058968,8.89805,0.261676,101.01,0,0,6.58851e-09,-4.48335,15.9499,10307.6,11188.6,885.168,-1.18234e-10
10708,2011-01-25,00:00:00.00,0.00159841,0.135621,2.61593,0,0.342988,0,10146.1,2.70831e-119,36.9435,-0.0228289,0.0581281,8.8979,0.016015,101.392,0,0,5.62792e-09,-4.48335,15.9136,10307.7,11188.7,885.176,-1.05501e-10
10709,2011-01-26,00:00:00.00,0,0.119194,2.61493,0,0.347236,0,10146.3,7.51707e-136,36.7918,-0.0231738,0.048761,8.898,0,101.527,0,0,4.80738e-09,-4.48335,15.8779,10307.9,11188.8,885.183,-1.12777e-10
10710,2011-01-27,00:00:00.00,0.00255649,0.0867428,2.61453,0,0.342927,0,10146.5,2.08641e-152,36.6121,-0.0234949,0.0479858,8.89775,0.00935584,101.606,0,0,4.10648e-09,-4.48335,15.833,10307.9,11188.9,885.189,-9.45874e-11
10711,2011-01-28,00:00:00.00,0.00482936,0.0390905,2.61375,0,0.346136,0,10146.7,-3.12393e-21,36.4679,-0.0237896,0.0407685,8.89764,0.163819,101.487,0,0,3.50776e-09,-4.48335,15.7957,10308,11189,885.194,-9.45874e-11
10712,2011-01-29,00:00:00.00,0.000908608,0.00134937,2.61347,0,0.342967,0,10146.9,2.05305e-18,36.706,-0.022746,0.040057,8.89728,1.27209,99.9737,0,0,2.99634e-09,-4.48335,15.7749,10308,11189,885.199,-1.09139e-10
10713,2011-01-30,00:00:00.00,0.242071,2.91738,2.61294,0,0.345442,0,10147.1,-1.14226e-34,36.6483,-0.0224415,0.0344775,8.89968,0.731162,103.553,0,0,2.55948e-09,-4.48335,15.7429,10311.1,11192.1,885.204,-1.01863e-10
10714,2011-01-31,00:00:00.00,0,9.99321,2.61274,0,0.342964,0,10147.2,1.76058e-52,36.5566,-0.0229086,0.0338151,8.90927,0,114.261,0,0,2.18631e-09,-4.48335,15.7206,10321.1,11202.1,885.208,-1.03682e-10
10715,2011-02-01,00:00:00.00,0,5.25045,2.61229,0,0.34477,0,10147.2,-5.24429e-69,36.5557,-0.0233192,0.0294854,8.91098,0,119.507,0,0,1.86755e-09,-4.48335,15.7203,10326.4,11207.4,885.212,-1.09139e-10
10716,2011-02-02,00:00:00.00,0,0.0977283,2.61208,0,0.342889,0,10147.2,5.98523e-86,36.5557,-0.0236862,0.0288725,8.91071,0,119.605,0,0,1.59527e-09,-4.48335,15.7203,10326.5,11207.5,885.215,-1.09139e-10
10717,2011-02-03,00:00:00.00,0,0.0549714,2.61169,0,0.34425,0,10147.2,3.2917e-102,36.5557,-0.0240185,0.0254981,8.91038,0,119.66,0,0,1.36268e-09,-4.48335,15.7203,10326.5,11207.5,885.218,-1.09139e-10
10718,2011-02-04,00:00:00.00,0,0.0215326,2.61151,0,0.342831,0,10147.2,1.81876e-118,36.5486,-0.0243223,0.0249304,8.91011,0,119.681,0,0,1.16401e-09,-4.48335,15.7167,10326.5,11207.5,885.221,-1.18234e-10
10719,2011-02-05,00:00:00.00,1.64016e-08,0.0124164,2.61121,0,0.343855,0,10147.4,1.00726e-134,36.4049,-0.0246024,0.0222874,8.90986,1.64016e-08,119.693,0,0,9.94296e-10,-4.48335,15.6795,10326.5,11207.5,885.223,-1.18234e-10
10720,2011-02-06,00:00:00.00,0.178525,0.418065,2.61108,0,0.3429,0,10147.6,7.39354e-19,36.5111,-0.0240696,0.0217862,8.91078,1.29902,118.698,0,0,8.4933e-10,-4.48335,15.6468,10327.1,11208.1,885.226,-1.00044e-10
10721,2011-02-07,00:00:00.00,0.510978,3.05354,2.61087,0,0.343656,0,10147.8,-6.51419e-35,36.3627,-0.0243999,0.0197029,8.9211,1.19895,122.328,0,0,7.255e-10,-4.48335,15.6088,10330.7,11211.7,885.228,-1.16415e-10
10722,2011-02-08,00:00:00.00,0,2.01982,2.61078,0,0.342831,0,10148,4.07118e-53,36.228,-0.0247281,0.0192132,8.92542,0,125.539,0,0,6.19724e-10,-4.48335,15.5798,10332.7,11213.7,885.23,-1.16415e-10
10723,2011-02-09,00:00:00.00,0,2.27816,2.6106,0,0.34339,0,10148,9.50419e-70,36.2182,-0.0250088,0.0175616,8.92633,0,127.815,0,0,5.29369e-10,-4.48335,15.5765,10335,11216,885.232,-1.14596e-10
10724,2011-02-10,00:00:00.00,0,0.0408893,2.6105,0,0.342774,0,10148,2.7415e-86,36.2181,-0.0252569,0.0171069,8.92599,0,127.856,0,0,4.52189e-10,-4.48335,15.5764,10335,11216,885.234,-1.20053e-10
10725,2011-02-11,00:00:00.00,0,0.0844042,2.61035,0,0.343192,0,10148,9.71104e-103,36.217,-0.0254817,0.0157882,8.92563,0,127.94,0,0,3.86261e-10,-4.48335,15.5758,10335.1,11216.1,885.236,-1.14596e-10
10726,2011-02-12,00:00:00.00,0,0.38435,2.61026,0,0.342733,0,10148.2,4.07403e-119,36.0809,-0.0256888,0.0153657,8.92528,0,128.324,0,0,3.29945e-10,-4.48335,15.5415,10335.5,11216.5,885.237,-8.54925e-11
10727,2011-02-13,00:00:00.00,0.000231223,0.0318112,2.61013,0,0.343043,0,10148.4,1.9255e-135,35.8843,-0.0258819,0.0143044,8.925,0.000231221,128.356,0,0,2.81839e-10,-4.48335,15.4928,10335.5,11216.5,885.239,-1.0732e-10
10728,2011-02-14,00:00:00.00,0.025887,0.066097,2.61006,0,0.342735,0,10148.6,-4.63261e-20,35.8417,-0.0257413,0.0139113,8.9263,1.92075,126.39,0,0,2.40748e-10,-4.48335,15.4598,10335.6,11216.6,885.24,-1.12777e-10
10729,2011-02-15,00:00:00.00,0.00131682,0.105057,2.60997,0,0.343043,0,10148.9,2.2798e-19,35.7011,-0.0252781,0.0130499,8.92846,1.14994,127.139,0,0,2.05647e-10,-4.48335,15.4091,10335.7,11216.7,885.241,-1.14596e-10
10730,2011-02-16,00:00:00.00,0.00737749,0.0303224,2.60995,0,0.343062,0,10149.2,-2.79942e-19,35.6641,-0.0243641,0.0126839,8.92809,0.348418,127.805,0,0,1.75664e-10,-4.48335,15.371,10335.8,11216.8,885.243,-1.14596e-10
10731,2011-02-17,00:00:00.00,0.0926858,0.283835,2.60998,0,0.343811,0,10149.5,1.2527e-19,35.7136,-0.0213346,0.0123365,8.93288,0.932723,127.258,0,0,1.50053e-10,-4.48335,15.3401,10336.1,11217.2,885.246,-1.03682e-10
10732,2011-02-18,00:00:00.00,0.0165324,1.3155,2.61001,0,0.343247,0,10149.8,-3.46725e-35,35.4648,-0.0226423,0.0119928,8.93424,0.114534,129.405,0,0,1.28176e-10,-4.48335,15.2856,10337.5,11218.5,885.248,-1.12777e-10
10733,2011-02-19,00:00:00.00,0,1.33652,2.60993,0,0.343151,0,10149.9,4.70818e-233,35.4078,-0.0235055,0.0113949,8.93456,0,130.854,0,0,1.09488e-10,-4.48335,15.2748,10338.8,11219.8,885.25,-1.16415e-10
10734,2011-02-20,00:00:00.00,0,1.60341,2.60986,0,0.342879,0,10149.9,2.61356e-249,35.4077,-0.024103,0.0110744,8.93508,0,132.456,0,0,9.35248e-11,-4.48335,15.2748,10340.4,11221.4,885.252,-1.16415e-10
10735,2011-02-21,00:00:00.00,0,0.384203,2.60978,0,0.342889,0,10149.9,1.45082e-265,35.4076,-0.0245406,0.0105719,8.935,0,132.84,0,0,7.98891e-11,-4.48335,15.2748,10340.8,11221.8,885.253,-1.16415e-10
10736,2011-02-22,00:00:00.00,0,0.720867,2.60971,0,0.342736,0,10149.9,8.05367e-282,35.407,-0.0248806,0.0102729,8.93475,0,133.56,0,0,6.82415e-11,-4.48335,15.2746,10341.5,11222.5,885.254,-1.14596e-10
10737,2011-02-23,00:00:00.00,0,0.112033,2.60964,0,0.34277,0,10149.9,4.47068e-298,35.3775,-0.0251597,0.00984701,8.93574,0,133.67,0,0,5.8292e-11,-4.48335,15.2651,10341.6,11222.6,885.255,-1.03682e-10
10738,2011-02-24,00:00:00.00,0,2.891,2.6096,0,0.342692,0,10150,2.48173e-314,35.2646,-0.0253996,0.00956767,8.94524,0,136.546,0,0,4.97932e-11,-4.48335,15.2394,10344.5,11225.5,885.257,-1.0732e-10
10739,2011-02-25,00:00:00.00,0,1.55696,2.60956,0,0.342726,0,10150.1,0,35.2531,-0.0256133,0.00920287,8.94857,0,138.097,0,0,4.25335e-11,-4.48335,15.2368,10346.1,11227.1,885.258,-1.09139e-10
10740,2011-02-26,00:00:00.00,0,0.951449,2.60953,0,0.342666,0,10150.1,0,35.2531,-0.0258086,0.00894175,8.94947,0,139.047,0,0,3.63322e-11,-4.48335,15.2368,10347,11228,885.258,-1.03682e-10
10741,2011-02-27,00:00:00.00,0,0.0399722,2.60948,0,0.342684,0,10150.1,0,35.2531,-0.0259903,0.00862596,8.94907,0,139.087,0,0,3.1035e-11,-4.48335,15.2368,10347,11228.1,885.259,-1.12777e-10
10742,2011-02-28,00:00:00.00,0,2.20314,2.60944,0,0.342641,0,10150.1,0,35.2524,-0.0261613,0.00838166,8.94873,0,141.289,0,0,2.65102e-11,-4.48335,15.2365,10349.2,11230.3,885.26,-1.12777e-10
10743,2011-03-01,00:00:00.00,0,0.392225,2.6094,0,0.342652,0,10150.2,0,35.164,-0.0263235,0.00810556,8.94942,0,141.68,0,0,2.26451e-11,-4.48335,15.2163,10349.6,11230.7,885.261,-1.0732e-10
10744,2011-03-02,00:00:00.00,0,1.61023,2.60938,0,0.34265,0,10150.4,0,34.9456,-0.0264781,0.00787679,8.96566,0,143.264,0,0,1.93435e-11,-4.48335,15.1689,10351.2,11232.3,885.262,-1.09139e-10
10745,2011-03-03,00:00:00.00,0,1.01908,2.60936,0,0.342658,0,10150.5,0,34.9454,-0.026626,0.00763308,8.96944,0,144.277,0,0,1.65232e-11,-4.48335,15.1689,10352.3,11233.3,885.263,-1.09139e-10
10746,2011-03-04,00:00:00.00,0,0.222628,2.60934,0,0.342639,0,10150.5,0,34.939,-0.0267678,0.00741868,8.97011,0,144.498,0,0,1.41142e-11,-4.48335,15.1652,10352.5,11233.5,885.264,-9.82254e-11
10747,2011-03-05,00:00:00.00,0,0.0430845,2.60931,0,0.342635,0,10150.6,0,34.8584,-0.0269039,0.00720165,8.96987,0,144.54,0,0,1.20564e-11,-4.48335,15.1381,10352.5,11233.6,885.265,-1.0732e-10
10748,2011-03-06,00:00:00.00,0,0.577752,2.60928,0,0.342623,0,10150.6,0,34.8339,-0.0270347,0.00700055,8.97019,0,145.116,0,0,1.02986e-11,-4.48335,15.1283,10353.1,11234.2,885.265,-1.00044e-10
10749,2011-03-07,00:00:00.00,0,2.42977,2.60924,0,0.342615,0,10150.6,0,34.8166,-0.0271606,0.0068057,8.97013,0,147.545,0,0,8.79707e-12,-4.48335,15.1209,10355.5,11236.6,885.266,-1.05501e-10
10750,2011-03-08,00:00:00.00,0,0.808769,2.60921,0,0.342608,0,10150.7,0,34.7855,-0.0272817,0.00661692,8.96984,0,148.353,0,0,7.51448e-12,-4.48335,15.115,10356.3,11237.4,885.267,-1.12777e-10
10751,2011-03-09,00:00:00.00,0,0.168524,2.60918,0,0.342597,0,10150.7,0,34.7798,-0.0273983,0.00644071,8.9695,0,148.522,0,0,6.41888e-12,-4.48335,15.1137,10356.5,11237.6,885.268,-1.01863e-10
10752,2011-03-10,00:00:00.00,0,0.0592239,2.60915,0,0.342593,0,10150.7,0,34.7739,-0.0275106,0.00626334,8.96925,0,148.581,0,0,5.48302e-12,-4.48335,15.112,10356.6,11237.6,885.269,-1.01863e-10
10753,2011-03-11,00:00:00.00,0,0.0743236,2.60912,0,0.342582,0,10150.8,0,34.654,-0.0276189,0.00610292,8.9701,0,148.653,0,0,4.68361e-12,-4.48335,15.0718,10356.6,11237.7,885.269,-1.01863e-10
10754,2011-03-12,00:00:00.00,0.0589603,0.35846,2.60919,0,0.343023,0,10151.3,3.30921e-19,34.6925,-0.0238782,0.00702582,8.97286,1.01663,147.631,0,0,4.00075e-12,-4.48335,15.0305,10357.1,11238.1,885.27,-1.14596e-10
10755,2011-03-13,00:00:00.00,2.46444e-06,0.131523,2.60929,0,0.342858,0,10151.7,1.14221e-35,34.358,-0.024516,0.00684163,8.97303,0.0441343,148.734,0,0,3.41745e-12,-4.48335,14.9482,10357.2,11238.2,885.272,-1.16415e-10
