,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
1096,1984-09,0.549505,0.552232,0.834568,0.533947,0,1.13953,0.553978,0.531277,0.694689,0.432718,0.589653,0.48655,0.512482,0.760511,0.718246,0.490194,0.474512,0.407587,0.333857,0,0,0,
1127,1984-10,0.372621,0.336704,0.559946,0.325865,0,0.624691,0.383189,0.222314,0.427368,0.195828,0.435469,0.277658,0.305451,0.520162,0.490758,0.306335,0.283296,0.258658,0.14256,0,0,0,
1157,1984-11,0.0245124,0.159668,0.186217,0.145124,0,0.254958,0.240135,0.254188,0.123914,0,0.199601,0.201777,0.135176,0.181021,0.0654078,0.0391206,0.0622787,0.0760226,0.0282504,0,0,0,
1188,1984-12,0.0156444,0.0462901,0.0736719,0.0416286,0,0.0945119,0.0891398,0.0729773,0.0587687,0,0.161127,0.0509497,0.039735,0.0606194,0.0235271,0.0228882,0.0482227,0.0812815,0.0256911,0,0,0,
1219,1985-01,0.0109204,0.066818,0.103222,0.0591799,0,0.174931,0.106884,0.114758,0.0483496,0,0.106571,0.074053,0.056539,0.0883465,0.0350503,0.019516,0.0282265,0.0331644,0.0156665,0,0,0,
1247,1985-02,0.0202562,0.113943,0.184989,0.100501,0,0.228502,0.157682,0.142091,0.140225,0,0.139644,0.125328,0.0963878,0.153189,0.0586431,0.034388,0.0524684,0.0745215,0.0247765,0,0,0,
1278,1985-03,0.043704,0.306683,0.405027,0.275403,0,0.555598,0.41786,0.500323,0.415139,0,0.203762,0.430587,0.241102,0.355574,0.118848,0.074822,0.10054,0.140552,0.0444822,0,0,0,
1308,1985-04,0.438977,1.44903,0.921187,1.38671,0,1.04405,1.88401,1.7942,1.0635,0,0.502713,1.71626,1.39114,1.30117,0.690264,0.29332,0.238111,0.256687,0.0669625,0,0,0,
1339,1985-05,1.84848,2.41394,1.83713,2.39701,0,1.97151,2.42158,2.6506,1.98291,0,1.15469,2.48418,2.36613,2.53152,2.24818,1.62615,0.924653,0.608127,0.143824,0,0,0,
1369,1985-06,1.99001,1.82444,1.86107,1.83784,0,2.24765,1.48634,1.61325,2.39283,0.86815,1.33575,1.83109,1.70686,2.24016,2.26181,1.86498,1.58157,1.20051,0.705807,0,0,0,
1400,1985-07,1.2683,0.734192,1.28589,0.749746,0,2.92953,0.644737,0.386927,1.55099,1.19498,1.23193,0.66472,0.608218,1.17597,1.48416,1.37882,1.42544,1.08056,1.03441,0,0,0,
1431,1985-08,1.28019,1.36865,1.29153,1.36516,0,2.06257,1.22998,2.40861,1.60344,0.847809,0.948168,1.91169,1.15761,1.31227,1.46251,1.273,1.10449,0.789576,0.683429,0,0,0,
1461,1985-09,0.68261,1.15465,0.892523,1.12651,0,1.00097,1.22741,1.38113,0.854189,0.202968,0.644286,1.266,1.12387,1.11703,0.853712,0.615515,0.492643,0.403675,0.20528,0,0,0,
1492,1985-10,0.336687,0.755508,0.54501,0.729131,0,0.598435,0.936688,0.862266,0.40308,0,0.49779,0.79306,0.753222,0.722477,0.450166,0.309027,0.204682,0.2211,0.0821126,0,0,0,
1522,1985-11,0.0603494,0.180138,0.132787,0.171773,0,0.157839,0.233741,0.215204,0.0998009,0,0.168378,0.196259,0.177589,0.168553,0.0824825,0.0618127,0.0695135,0.0760144,0.0282603,0,0,0,
1553,1985-12,0.0158318,0.13987,0.126012,0.128963,0,0.179434,0.19244,0.159141,0.054297,0,0.17475,0.138846,0.136647,0.152777,0.0408989,0.0288476,0.0487,0.0448167,0.0223314,0,0,0,
1584,1986-01,0.0239965,0.230528,0.184108,0.213857,0,0.255684,0.32074,0.265814,0.0972996,0,0.240558,0.226581,0.229608,0.241149,0.0610004,0.0425729,0.0692054,0.0784574,0.0283468,0,0,0,
1612,1986-02,0.0335412,0.172696,0.181998,0.158873,0,0.259973,0.234229,0.192965,0.134742,0,0.335486,0.168464,0.167747,0.194736,0.0570329,0.0577994,0.102613,0.151354,0.0525612,0,0,0,
1643,1986-03,0.182919,0.975396,0.677349,0.919086,0,0.817862,1.27907,1.10605,0.608757,0,0.564945,1.0294,0.965447,0.953119,0.340222,0.170919,0.186339,0.219808,0.0598231,0,0,0,
1673,1986-04,0.627894,1.44165,1.03095,1.39051,0,1.16062,1.61923,1.50323,0.985501,0,0.675898,1.51101,1.43522,1.38528,0.908945,0.471024,0.283625,0.269878,0.0685861,0,0,0,
1704,1986-05,1.52883,2.30123,1.76091,2.26229,0,1.96593,2.41873,2.35168,1.72863,0,1.09617,2.41942,2.27888,2.23345,1.89736,1.40465,0.903642,0.516049,0.146528,0,0,0,
1734,1986-06,2.36245,3.1339,2.34973,3.11063,0,2.78398,3.31421,3.13973,2.59533,1.20788,1.35197,3.25197,3.11798,3.05318,2.76434,2.11362,1.78519,1.38839,0.976965,0,0,0,
1765,1986-07,1.72213,2.6651,2,2.61792,0,2.38028,3.08385,2.88576,2.48581,0.989133,1.10076,2.81496,2.6228,2.62686,2.11,1.51136,1.32096,0.98703,0.889568,0,0,0,
1796,1986-08,0.927406,1.42976,1.65546,1.3676,0,2.38763,1.69983,0.763663,1.6875,0.779499,0.778143,1.18081,1.34888,2.06311,1.31316,0.844985,0.823405,0.709924,0.672865,0,0,0,
1826,1986-09,0.670036,0.914419,0.824989,0.896896,0,0.946479,0.935724,1.04237,0.743445,0.185654,0.593242,0.867544,0.91367,0.986027,0.829935,0.612941,0.495855,0.349467,0.204563,0,0,0,
1857,1986-10,0.626605,0.933254,0.708231,0.918468,0,0.799058,1.13262,0.993013,0.490562,0.504361,0.664984,0.97239,0.926937,0.913275,0.755423,0.552842,0.480271,0.346464,0.107971,0,0,0,
1887,1986-11,0.0319494,0.258368,0.185976,0.241464,0,0.23164,0.322642,0.30308,0.106203,0,0.23613,0.287019,0.252151,0.242623,0.0637682,0.0480137,0.0814736,0.11139,0.0409869,0,0,0,
1918,1986-12,0.0174877,0.178202,0.132463,0.165844,0,0.186643,0.27919,0.205958,0.0706905,0,0.157003,0.194905,0.173193,0.173141,0.0462595,0.0290753,0.0442208,0.0442018,0.0208051,0,0,0,
1949,1987-01,0.0206294,0.216113,0.167302,0.200645,0,0.209538,0.30543,0.270117,0.0859153,0,0.1546,0.249743,0.204797,0.209976,0.056131,0.0332165,0.0467716,0.049866,0.02057,0,0,0,
1977,1987-02,0.0620793,0.443399,0.333972,0.414134,0,0.40451,0.576778,0.55651,0.227493,0,0.230091,0.511882,0.420237,0.434708,0.132522,0.0739422,0.0898483,0.113857,0.040257,0,0,0,
2008,1987-03,0.092695,0.651627,0.454367,0.611085,0,0.623306,0.820111,0.747879,0.432988,0,0.363317,0.728793,0.637018,0.600307,0.184145,0.125407,0.157333,0.190769,0.064007,0,0,0,
2038,1987-04,0.820313,1.90122,1.22085,1.8419,0,1.28624,2.12424,2.09688,1.34022,0,0.74665,2.03811,1.89629,1.76192,1.1505,0.616297,0.347605,0.331497,0.089546,0,0,0,
2069,1987-05,1.76703,2.41541,1.69633,2.39968,0,1.95086,2.45536,2.50527,1.9029,0.291775,1.04307,2.56149,2.38809,2.34471,2.08869,1.55111,1.24385,0.826614,0.292526,0,0,0,
2099,1987-06,2.03646,2.83051,2.14401,2.79885,0,2.45108,2.18314,3.40215,2.53193,1.21165,1.28718,3.22595,2.69621,2.77142,2.35405,1.97659,1.6117,1.18345,1.04032,0,0,0,
2130,1987-07,1.83272,2.25257,2.09725,2.22258,0,2.51892,1.43775,3.11317,2.42297,1.03987,1.20765,2.77799,2.05006,2.19728,2.08831,1.92065,1.6403,1.15045,0.978974,0,0,0,
2161,1987-08,1.57789,1.94306,1.66052,1.92639,0,1.92517,1.23074,2.62271,1.55769,0.848326,0.931565,2.42311,1.76403,1.89296,1.83075,1.5037,1.23,0.843201,0.7168,0,0,0,
2191,1987-09,1.30656,1.34495,1.3231,1.34269,0,1.66366,1.21979,1.95107,1.31272,0.674659,0.666814,1.5084,1.22006,1.5518,1.53414,1.22142,0.972692,0.64269,0.570435,0,0,0,
2222,1987-10,0.414276,0.494152,0.634707,0.477585,0,0.802947,0.416444,0.69453,0.508424,0.256017,0.339004,0.553749,0.428496,0.626312,0.544366,0.407596,0.329664,0.221257,0.152704,0,0,0,
2252,1987-11,0.137927,0.186911,0.266024,0.177204,0,0.366234,0.150998,0.0648224,0.17471,0.130136,0.208753,0.190782,0.163182,0.25595,0.195783,0.144574,0.134676,0.0960038,0.0644008,0,0,0,
2283,1987-12,0.0350678,0.0863739,0.127453,0.0788738,0,0.170915,0.0982522,0.041658,0.0924047,0,0.171175,0.0880755,0.0766615,0.113865,0.0654158,0.031111,0.0451729,0.0607553,0.0190169,0,0,0,
2314,1988-01,0.0129584,0.0610477,0.102521,0.0538282,0,0.154811,0.0835993,0.057058,0.0781006,0,0.151864,0.0586774,0.053142,0.0872148,0.0359647,0.0231974,0.0365914,0.0504425,0.0163005,0,0,0,
2343,1988-02,0.0292436,0.134347,0.239042,0.117672,0,0.335896,0.215849,0.121001,0.190591,0,0.232165,0.127147,0.1138,0.206962,0.0848796,0.0506164,0.0654733,0.0870135,0.0228579,0,0,0,
2374,1988-03,0.0962225,0.556134,0.524791,0.514412,0,0.626413,0.699052,0.822799,0.475821,0,0.328398,0.645738,0.51404,0.572681,0.220425,0.106256,0.125996,0.159493,0.0466991,0,0,0,
2404,1988-04,0.79446,0.957338,1.11445,0.931823,0,1.19348,0.822546,0.673265,1.15703,0,0.754858,0.951047,0.876744,1.24272,1.08651,0.678209,0.312531,0.29687,0.0744485,0,0,0,
2435,1988-05,1.73052,1.17407,1.46526,1.20838,0,1.92543,1.56344,1.06687,2.19596,0,1.07353,1.40767,1.00395,1.37448,2.04417,1.62642,1.20872,0.653554,0.183591,0,0,0,
2465,1988-06,1.7929,1.43899,1.8896,1.44387,0,2.79192,1.00799,1.31697,2.54219,1.34056,1.37805,1.43765,1.35515,1.62357,2.06438,1.93909,1.75979,1.31601,1.07316,0,0,0,
2496,1988-07,1.25929,1.49092,1.32383,1.47956,0,2.65114,1.06546,1.08819,1.79035,0.900213,0.941079,1.36282,1.52019,1.46624,1.61691,1.25937,1.14521,0.895269,0.812579,0,0,0,
2527,1988-08,0.609576,0.493113,0.927673,0.476441,0,2.24483,0.238603,0.152189,0.666177,0.501799,0.503351,0.34747,0.472707,0.717268,0.78408,0.619525,0.610721,0.520152,0.478171,0,0,0,
2557,1988-09,0.504157,0.516121,0.683107,0.504322,0,0.783427,0.48713,0.721909,0.56037,0.322632,0.456674,0.46114,0.504881,0.610568,0.632816,0.468608,0.422841,0.356005,0.272491,0,0,0,
2588,1988-10,0.416824,0.39514,0.516271,0.389468,0,0.690741,0.470077,0.541122,0.494344,0.422259,0.513989,0.382133,0.375307,0.465812,0.498093,0.405348,0.395398,0.322147,0.255074,0,0,0,
2618,1988-11,0.0830407,0.125126,0.201897,0.116223,0,0.265254,0.159267,0.130806,0.136441,0.032094,0.280598,0.125364,0.113618,0.155731,0.120041,0.0870802,0.117295,0.12988,0.0437149,0,0,0,
2649,1988-12,0.0216528,0.0700174,0.113683,0.0626317,0,0.171935,0.116563,0.103368,0.0724196,0,0.180346,0.0760278,0.0602251,0.0908042,0.0435834,0.0294415,0.0526454,0.0661017,0.0276368,0,0,0,
2680,1989-01,0.0200168,0.0688262,0.126596,0.0604978,0,0.166939,0.109692,0.105118,0.0877761,0,0.212917,0.0739609,0.0592871,0.0886725,0.0407637,0.0310954,0.0623517,0.0995256,0.0289103,0,0,0,
2708,1989-02,0.0202976,0.0647327,0.124237,0.0567094,0,0.187809,0.0990461,0.106118,0.103573,0,0.200094,0.0705883,0.0544332,0.0859662,0.0405424,0.0351319,0.0601846,0.0855294,0.0323106,0,0,0,
2739,1989-03,0.0462626,0.196142,0.299222,0.175313,0,0.514839,0.351174,0.263702,0.397256,0,0.355494,0.236333,0.161329,0.245161,0.11031,0.0814454,0.120136,0.176534,0.0574179,0,0,0,
2769,1989-04,0.228097,1.26265,0.820878,1.19251,0,0.984386,1.65474,1.55305,0.939778,0,0.572713,1.50204,1.21512,1.11098,0.421582,0.186972,0.221426,0.271554,0.0841528,0,0,0,
2800,1989-05,1.2896,2.23126,1.47675,2.18991,0,1.53548,2.48502,2.35172,1.61091,0,0.991544,2.4179,2.20472,2.09903,1.70334,0.998532,0.432421,0.34101,0.0859837,0,0,0,
2830,1989-06,2.12039,2.85663,2.09865,2.83503,0,2.4013,3.12109,3.00957,2.28196,0.145576,1.36849,3.01868,2.81947,2.80498,2.48204,1.9528,1.46015,1.00162,0.330699,0,0,0,
