time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
5711,1997-05-21,00:00:00.00,0.00641094,10.146,17.8081,95.0153,101.229,125.508,118.106,4.71502,0.106765,0.408798,0.409928,1.51446,0.0589353,0.947072,0.905248,1.67097,28.5747,20.4365,2.47619,0.0335249,2.31104,2.70866,2.14797,3.61962
5712,1997-05-22,00:00:00.00,1.11472,10.5256,14.7031,92.5327,86.5428,122.937,103.59,4.59096,0.103114,0.395062,0.395839,1.43962,0.0569346,0.916107,0.869214,1.59583,28.1168,19.6109,2.46234,0.0324255,2.2437,2.67485,2.06756,3.53739
5713,1997-05-23,00:00:00.00,0.83795,10.494,14.0638,92.505,78.1164,122.382,95.8994,4.48393,0.099611,0.381941,0.382268,1.37153,0.0550491,0.888554,0.844686,1.55526,27.4215,19.1682,2.36285,0.0315252,2.1749,2.63413,2.00665,3.45977
5714,1997-05-24,00:00:00.00,1.91151,10.4087,13.1506,89.7338,69.2462,119.114,87.6804,4.36894,0.0965959,0.369665,0.369458,1.29975,0.0532321,0.863141,0.810229,1.48552,26.7581,18.7947,2.35666,0.0306539,2.13611,2.63663,1.92851,3.39014
5715,1997-05-25,00:00:00.00,8.91993,10.4538,12.7396,93.0065,63.7382,121.476,83.0503,4.3235,0.0940862,0.358739,0.363172,1.44082,0.051713,0.842866,0.816559,1.52558,26.2729,18.7295,2.30618,0.0302374,2.1627,2.79123,1.91839,3.41065
5716,1997-05-26,00:00:00.00,15.3885,10.4212,14.6574,90.6276,65.0047,119.881,100.967,4.33034,0.0929707,0.356806,0.379206,2.00515,0.051609,0.8432,0.844201,1.63033,26.4001,19.1565,2.50322,0.0317108,2.29912,3.21669,1.94157,3.71665
5717,1997-05-27,00:00:00.00,20.3655,10.3704,19.0866,91.045,78.92,130.694,141.613,4.52663,0.0963999,0.365779,0.450046,3.09584,0.0528367,0.864448,0.907142,1.84773,29.6866,22.2868,3.16185,0.0361665,2.76791,4.21686,2.04101,4.39789
5718,1997-05-28,00:00:00.00,2.74038,10.1391,19.6346,94.0169,81.167,138.907,120.301,4.88875,0.100626,0.368005,0.592578,4.17541,0.0528524,0.874596,1.04646,2.31649,36.0249,25.8263,3.30787,0.039217,3.29614,5.30292,2.26618,5.21028
5719,1997-05-29,00:00:00.00,1.29466,10.1007,20.3652,91.4883,80.4817,132.183,111.913,5.04899,0.100067,0.358308,0.744908,4.79186,0.0512473,0.859403,1.04755,2.30826,41.3258,25.6957,3.67894,0.0386415,3.49178,5.98539,2.28155,5.7922
5720,1997-05-30,00:00:00.00,0.55901,10.3918,25.0227,85.0511,84.1765,120.422,113.003,5.19606,0.0967015,0.346165,0.864798,5.47238,0.0494692,0.832961,1.11865,2.72235,43.8222,24.7778,3.35833,0.037409,3.48249,6.18148,2.35606,6.00821
5721,1997-05-31,00:00:00.00,0.0871698,10.4626,33.3788,85.6773,95.5625,118.104,125.323,5.29969,0.0928983,0.334137,0.952169,5.83626,0.0477474,0.804488,1.1855,2.99143,44.2055,24.5163,3.29823,0.0361207,3.40265,6.06314,2.43714,5.94968
5722,1997-06-01,00:00:00.00,0.0295105,10.6809,51.1412,80.7805,121.537,110.491,155.687,5.23543,0.0893223,0.3225,1.00292,5.82946,0.0460847,0.776534,1.1459,2.95558,43.6963,23.9376,3.27665,0.0348653,3.30899,5.85246,2.34586,5.75534
5723,1997-06-02,00:00:00.00,0.430992,10.7133,58.0736,82.7664,148.036,110.783,190.171,5.13177,0.0861402,0.311285,1.01654,5.73551,0.0444881,0.74957,1.1185,2.91695,42.8588,23.4688,3.15139,0.0336592,3.20287,5.62376,2.27987,5.51414
5724,1997-06-03,00:00:00.00,0.134537,10.4747,42.3471,86.9613,151.933,117.011,188.32,5.00428,0.0834946,0.300984,1.00456,5.58662,0.0430509,0.723613,1.0717,2.7943,41.9015,23.1057,3.15209,0.032495,3.09666,5.40755,2.1945,5.26783
5725,1997-06-04,00:00:00.00,0.0127578,10.3702,29.5455,83.6601,138.848,113.231,169.685,4.88121,0.0810089,0.291153,0.98104,5.42133,0.0416683,0.69851,1.03878,2.71714,40.9701,22.7662,3.03992,0.0313637,2.99212,5.18794,2.12441,5.03358
5726,1997-06-05,00:00:00.00,0.0801067,10.2925,25.0946,86.1622,125.421,112.592,151.897,4.74936,0.0782951,0.281151,0.952771,5.25576,0.0402302,0.674207,0.996793,2.60348,39.9981,22.2552,3.03835,0.0302717,2.89373,4.98509,2.04514,4.81676
5727,1997-06-06,00:00:00.00,2.05934,10.3658,30.0965,88.4803,123.91,114.522,151.462,4.66727,0.0755107,0.27137,0.923259,5.11251,0.0388293,0.650732,0.969042,2.54599,39.5358,22.1864,3.002,0.0292176,2.80273,4.78447,1.98719,4.61741
5728,1997-06-07,00:00:00.00,1.87399,10.4034,31.9617,84.5324,121.698,107.913,149.137,4.61081,0.0728189,0.26192,0.89288,4.97404,0.0374771,0.628071,0.94842,2.48015,40.3422,22.7774,3.1577,0.0282001,2.72057,4.6127,1.92335,4.43389
5729,1997-06-08,00:00:00.00,7.95609,10.3594,27.2988,81.9832,113.552,104.699,136.432,4.84226,0.0705558,0.253182,0.876926,5.29338,0.0362893,0.608691,1.05345,2.75801,41.4549,22.8253,3.10989,0.0283689,2.69227,4.54813,2.08197,4.35355
5730,1997-06-09,00:00:00.00,2.54998,10.2064,26.4086,85.1817,108.131,109.347,127.245,5.072,0.0686588,0.244961,0.885542,5.80496,0.0352526,0.600466,1.15023,2.99021,41.738,22.2837,2.95419,0.0293259,2.69365,4.57383,2.25194,4.44966
5731,1997-06-10,00:00:00.00,7.01964,10.2075,25.0098,84.9894,104.58,109.174,122.476,5.20924,0.0681679,0.240282,0.903546,6.17026,0.0346996,0.604484,1.15462,2.95237,41.432,22.2604,2.93686,0.0309,2.68632,4.66347,2.26045,4.69625
5732,1997-06-11,00:00:00.00,5.85378,10.155,24.3315,80.3363,99.8241,102.584,118.23,5.53164,0.0713367,0.25032,0.934671,6.75289,0.0358654,0.623707,1.34848,3.50635,40.7738,21.6297,2.93686,0.0346722,2.6716,4.76885,2.55324,5.03729
5733,1997-06-12,00:00:00.00,4.09688,10.0725,28.8672,80.2855,104.841,101.108,133.271,5.97361,0.0745823,0.260968,0.992199,7.00029,0.037181,0.657938,1.47332,3.80269,39.8796,21.1146,2.83459,0.040245,2.61236,4.7722,2.81621,5.37464
5734,1997-06-13,00:00:00.00,4.17076,10.6049,40.058,87.7086,136.052,116.157,186.088,6.39876,0.0736209,0.257102,1.06109,6.96464,0.0367512,0.680396,1.57968,4.09062,40.6069,22.6952,3.29007,0.0433976,2.53371,4.6767,3.03645,5.58427
5735,1997-06-14,00:00:00.00,2.13928,10.6548,38.3201,89.9304,141.62,123.998,190.098,6.60632,0.0703921,0.248979,1.10522,6.84134,0.0355867,0.676303,1.59375,4.13519,43.5282,24.3232,3.40243,0.0428185,2.45028,4.51465,3.06892,5.60635
5736,1997-06-15,00:00:00.00,0.638764,10.2211,32.9366,98.4818,133.546,137.172,167.838,6.63059,0.0671283,0.240803,1.11136,6.67698,0.0343718,0.658581,1.59143,4.15766,46.4069,25.6001,3.10365,0.041493,2.37025,4.34848,3.04243,5.48893
5737,1997-06-16,00:00:00.00,2.03278,10.1793,30.0117,95.8053,125.694,135.22,152.539,6.65759,0.0646433,0.233765,1.09501,6.52889,0.0332459,0.638456,1.67907,4.28585,48.2036,26.3483,3.40479,0.0403209,2.29181,4.18551,3.14314,5.30672
5738,1997-06-17,00:00:00.00,0.0614873,9.97904,31.7921,95.1183,123.482,132.936,145.767,6.65464,0.062685,0.226982,1.07128,6.37698,0.0321551,0.618306,1.69065,4.24509,48.5853,25.8343,3.24809,0.0392333,2.21441,4.03975,3.22043,5.11057
5739,1997-06-18,00:00:00.00,0.511906,9.97029,31.0291,94.9578,120.397,131.099,140.785,6.60811,0.0605334,0.219578,1.04555,6.16878,0.031078,0.597955,1.61056,4.08343,48.009,25.3919,3.20714,0.0379988,2.13474,3.88989,3.1872,4.91962
5740,1997-06-19,00:00:00.00,0.0865115,10.0047,31.1986,93.7128,116.942,128.467,135.631,6.54794,0.0582766,0.212189,1.01849,5.99034,0.0300307,0.57771,1.60963,4.02896,46.9116,24.5953,3.20714,0.0367166,2.05702,3.75258,3.14699,4.73716
5741,1997-06-20,00:00:00.00,0.289874,10.0095,27.5531,93.685,109.049,127.517,125.727,6.42584,0.0564428,0.205128,0.991518,5.83912,0.0290188,0.558124,1.61766,4.01966,45.6263,23.9249,3.09545,0.0354479,1.97997,3.61425,3.09827,4.5629
5742,1997-06-21,00:00:00.00,0.13917,9.91539,20.7284,90.271,98.3165,123.223,114.4,6.29734,0.0549163,0.198398,0.964795,5.65592,0.0280437,0.540063,1.55324,3.87232,44.2936,23.2188,3.09545,0.0342207,1.90677,3.48902,3.02748,4.39898
5743,1997-06-22,00:00:00.00,0.375023,9.91715,16.2776,90.1073,86.843,122.12,103.352,6.18487,0.053181,0.191705,0.938414,5.47851,0.0270776,0.523039,1.51107,3.77929,43.0433,22.7169,2.98765,0.0330594,1.83524,3.36376,2.97913,4.25534
5744,1997-06-23,00:00:00.00,0.840154,9.95082,15.3874,83.8671,78.0241,112.716,95.2407,6.06608,0.0513205,0.185131,0.911324,5.30437,0.0261374,0.506009,1.44803,3.62726,41.8925,22.241,3.00415,0.0320512,1.76759,3.25213,2.86246,4.14203
5745,1997-06-24,00:00:00.00,0.378028,9.94339,14.1157,83.6451,72.1085,111.367,89.495,5.95159,0.049504,0.178804,0.884858,5.15477,0.0252413,0.489137,1.40537,3.54002,40.858,21.8584,2.90011,0.0311036,1.70159,3.13918,2.77365,4.04844
5746,1997-06-25,00:00:00.00,0.081378,9.87047,12.2506,78.3336,68.2329,100.588,86.214,5.81958,0.0477725,0.17271,0.859022,4.97925,0.0243795,0.472667,1.34727,3.39774,39.8663,21.4083,2.88361,0.0300802,1.63904,3.03679,2.66505,3.95294
5747,1997-06-26,00:00:00.00,1.09947,9.90287,11.4875,78.8469,64.4966,99.7433,82.5627,5.7279,0.0461332,0.166952,0.833745,4.83268,0.0235459,0.457232,1.30818,3.31625,38.9494,21.1062,2.8301,0.0290657,1.57795,2.93414,2.58921,3.85159
5748,1997-06-27,00:00:00.00,0.0155233,9.85054,12.5897,71.5449,59.5956,88.8207,76.5007,5.61234,0.0445576,0.161434,0.807733,4.68102,0.0227404,0.44272,1.255,3.17899,38.0652,20.6846,2.83051,0.0280899,1.52001,2.84319,2.49434,3.74987
5749,1997-06-28,00:00:00.00,0.12644,9.8132,14.0309,70.4756,56.7893,86.1279,70.9194,5.47102,0.0430218,0.15602,0.781466,4.54078,0.0219685,0.42812,1.21801,3.10137,37.1806,20.264,2.73202,0.0271263,1.46345,2.7484,2.41308,3.64363
5750,1997-06-29,00:00:00.00,0.0628787,9.79365,14.0733,68.3569,55.5574,82.7869,68.3566,5.32494,0.0415338,0.150792,0.754996,4.39133,0.0212286,0.413517,1.16758,2.96139,36.264,19.7645,2.73162,0.0261852,1.40977,2.66227,2.32319,3.52941
5751,1997-06-30,00:00:00.00,0.650127,9.79293,15.2602,68.3049,56.7726,81.7419,72.0354,5.20059,0.0400974,0.145655,0.729315,4.25733,0.0205001,0.399231,1.13342,2.88584,35.3772,19.4039,2.65256,0.0252741,1.3574,2.57364,2.25651,3.40914
5752,1997-07-01,00:00:00.00,15.2514,10.1476,15.5569,72.2496,57.8905,91.1461,75.3054,5.16392,0.0388796,0.141583,0.71544,4.3206,0.0198832,0.386272,1.12269,2.82929,35.7633,20.1597,2.95673,0.0247081,1.32472,2.69198,2.22826,3.32821
5753,1997-07-02,00:00:00.00,1.2923,10.1702,12.8507,73.1177,54.9295,96.336,73.2504,5.18211,0.0379388,0.137918,0.722771,4.46546,0.0193088,0.374442,1.12976,2.82388,37.1565,20.7873,2.96945,0.0243079,1.30195,3.07882,2.23413,3.32029
5754,1997-07-03,00:00:00.00,8.67505,9.89775,12.5314,83.6278,53.5058,115.736,70.8357,5.30266,0.0381881,0.140015,0.760873,4.66649,0.0188628,0.364535,1.18046,2.89117,38.021,21.0519,2.67639,0.0237434,1.26674,3.42009,2.29237,3.34847
5755,1997-07-04,00:00:00.00,0.106127,9.87659,13.3296,83.2981,52.4068,116.316,68.519,5.36341,0.0388669,0.14124,0.822703,4.9666,0.018456,0.356023,1.20629,2.91555,38.227,21.2074,2.81585,0.0231096,1.2262,3.52643,2.33172,3.3548
5756,1997-07-05,00:00:00.00,0.17326,9.83482,14.0879,75.0496,52.089,100.362,66.7005,5.30016,0.0382301,0.135127,0.880962,5.022,0.0178615,0.346036,1.20728,2.91288,37.772,20.2964,2.80473,0.0223727,1.18523,3.4724,2.33189,3.30491
5757,1997-07-06,00:00:00.00,0.541295,9.83439,14.1278,74.7693,52.4121,97.8443,66.1457,5.194,0.0369039,0.130565,0.915646,5.01918,0.0172527,0.334807,1.20302,2.90258,36.852,19.6448,2.70222,0.0216055,1.14278,3.34911,2.30998,3.20713
5758,1997-07-07,00:00:00.00,0.0967247,9.80473,14.886,69.4357,53.7084,86.9023,66.9323,5.04466,0.0355382,0.126295,0.922521,4.99129,0.0166676,0.323359,1.14925,2.77918,35.7621,19.0229,2.70222,0.0208549,1.10133,3.22029,2.21143,3.08564
5759,1997-07-08,00:00:00.00,1.25089,9.81008,15.0058,69.3111,55.2439,84.6268,68.3263,4.90902,0.0345334,0.125238,0.910265,4.86439,0.0162664,0.312885,1.11371,2.70811,34.709,18.5573,2.60812,0.0201295,1.06064,3.09023,2.14072,2.95879
5760,1997-07-09,00:00:00.00,0.00490686,9.80385,14.3273,67.4408,49.8649,79.9877,62.3809,4.76403,0.0337484,0.125134,0.887948,4.68937,0.0159168,0.303241,1.06725,2.58598,33.6972,17.9795,2.60812,0.0194292,1.02194,2.97159,2.05688,2.83522
5761,1997-07-10,00:00:00.00,0.0304319,9.80184,15.6842,67.3845,52.2412,78.6703,65.7483,4.63547,0.0326964,0.120879,0.861639,4.52581,0.0154033,0.29336,1.03525,2.51977,32.7379,17.5428,2.51729,0.0187531,0.984227,2.85387,1.9923,2.71746
5762,1997-07-11,00:00:00.00,2.28225,9.80494,17.4801,65.977,55.906,75.7108,70.6874,4.50524,0.0315451,0.118017,0.836534,4.4241,0.0149376,0.283776,1.00951,2.45311,31.8047,17.0037,2.51729,0.0181444,0.948379,2.74707,1.9297,2.60935
5763,1997-07-12,00:00:00.00,0.779543,9.80775,15.6044,66.0172,57.0036,75.0066,71.3885,4.39472,0.0304464,0.116245,0.817123,4.35784,0.0145049,0.274709,0.995364,2.42565,30.9019,16.5598,2.42963,0.0175772,0.913452,2.64095,1.88717,2.51223
5764,1997-07-13,00:00:00.00,0.704948,9.80558,11.6135,64.9313,55.0515,72.6617,69.4081,4.27533,0.0294274,0.113244,0.804556,4.27332,0.0140252,0.265659,0.967109,2.36571,29.9727,15.9105,2.42963,0.0169887,0.880227,2.54475,1.82365,2.42176
5765,1997-07-14,00:00:00.00,0.0195418,9.80076,9.93734,64.711,51.6763,71.9599,65.948,4.15847,0.0284759,0.109671,0.796753,4.19781,0.0135472,0.256614,0.943422,2.32577,29.034,15.3915,2.34502,0.0164004,0.847858,2.44835,1.76824,2.33444
5766,1997-07-15,00:00:00.00,0.0954178,9.79515,9.97725,58.0547,49.0827,65.0054,61.5421,4.03113,0.0275171,0.106275,0.787278,4.06903,0.0130777,0.247735,0.90635,2.22777,28.1283,14.8764,2.34502,0.0158294,0.817056,2.36103,1.70211,2.24874
5767,1997-07-16,00:00:00.00,0.018279,9.79527,10.6158,57.5894,46.8896,63.5787,58.0464,3.91701,0.0265588,0.102928,0.77259,3.94146,0.0126225,0.23912,0.881491,2.17421,27.3,14.5183,2.26336,0.0152782,0.787061,2.27334,1.65226,2.16481
5768,1997-07-17,00:00:00.00,0.0083757,9.79634,11.4539,41.2764,48.6905,48.3036,58.9412,3.79797,0.0256327,0.0993021,0.75214,3.82212,0.012183,0.230794,0.845025,2.0767,26.5403,14.1123,2.26336,0.0147462,0.758506,2.19423,1.58757,2.08343
5769,1997-07-18,00:00:00.00,0.00946933,9.79767,11.7731,40.078,50.1141,45.2083,58.5808,3.69083,0.0247434,0.0957748,0.728659,3.70352,0.0117587,0.222758,0.819982,2.02351,25.8332,13.7982,2.18454,0.0142327,0.730707,2.11449,1.53778,2.00509
5770,1997-07-19,00:00:00.00,8.59862,9.79883,10.4162,34.8185,47.0582,39.7539,54.5055,3.57742,0.024163,0.0959514,0.706641,3.65155,0.0114293,0.215498,0.796887,1.96447,25.157,13.4184,2.18454,0.0137422,0.704232,2.04288,1.48617,1.93529
5771,1997-07-20,00:00:00.00,0.067528,9.79931,10.1369,34.5052,41.5968,38.7646,48.3929,3.47595,0.023725,0.0971813,0.689346,3.62127,0.0111251,0.208922,0.782598,1.93763,24.4853,13.0577,2.10846,0.0132695,0.678465,1.97051,1.44749,1.87699
5772,1997-07-21,00:00:00.00,0.068664,9.7991,9.89743,31.1767,38.0443,35.2693,44.4156,3.36595,0.0230421,0.0949178,0.674205,3.51403,0.0107517,0.202257,0.759561,1.88518,23.8203,12.6693,2.10846,0.012808,0.653914,1.9055,1.39365,1.8228
5773,1997-07-22,00:00:00.00,0.558039,9.79936,9.69788,31.1899,36.5422,34.8038,43.14,3.2803,0.0222608,0.0916861,0.658204,3.42929,0.0103775,0.195435,0.743366,1.85236,23.1751,12.3548,2.03504,0.0123621,0.630025,1.83929,1.35879,1.76566
5774,1997-07-23,00:00:00.00,0.074719,9.80028,10.4162,28.3901,38.7614,31.9322,45.3875,3.19007,0.0214879,0.0884765,0.639514,3.34768,0.0100162,0.188681,0.712118,1.76946,22.565,12.0281,2.03504,0.0119316,0.607255,1.77999,1.31189,1.70444
5775,1997-07-24,00:00:00.00,0.230571,9.80123,10.6557,28.0794,39.8786,31.2583,46.2216,3.08395,0.0207427,0.086148,0.619242,3.23588,0.00966947,0.182121,0.688876,1.72279,21.9636,11.7098,1.93577,0.0115161,0.585105,1.71942,1.2652,1.64173
5776,1997-07-25,00:00:00.00,0.0782328,9.80147,9.53825,27.6496,40.0638,30.5064,46.1236,2.99054,0.0200244,0.0844144,0.598291,3.10326,0.00933535,0.175783,0.662592,1.64627,21.3742,11.3808,1.93577,0.011115,0.563984,1.66538,1.22398,1.58015
5777,1997-07-26,00:00:00.00,0.0215615,8.22823,8.54052,26.3158,38.613,29.2134,44.6444,2.90927,0.0193307,0.0820695,0.577783,2.97685,0.00901086,0.169665,0.645002,1.60531,20.786,11.0896,1.80095,0.010728,0.543444,1.60995,1.19477,1.52093
5778,1997-07-27,00:00:00.00,0.958192,8.21192,7.66252,25.373,36.8855,27.966,42.5488,2.81477,0.0186754,0.0794891,0.557673,2.85115,0.00869737,0.163758,0.618481,1.53313,20.2097,10.7683,1.80095,0.0103545,0.52385,1.56069,1.14408,1.46643
5779,1997-07-28,00:00:00.00,0.412894,6.38315,6.78453,23.7269,36.4605,26.3491,42.2938,2.7214,0.0180492,0.0770308,0.538404,2.73452,0.00839479,0.158068,0.600283,1.49398,19.6372,10.4792,1.67551,0.00999414,0.504799,1.50996,1.10539,1.42055
5780,1997-07-29,00:00:00.00,0.0985224,6.36384,6.38544,22.7025,32.8333,25.0408,38.1286,2.62537,0.0174296,0.0744988,0.519619,2.61942,0.00810247,0.152589,0.575576,1.42658,19.0833,10.1726,1.67551,0.00964622,0.486619,1.46501,1.04619,1.38206
5781,1997-07-30,00:00:00.00,0.100868,5.70905,6.58498,22.1072,28.6438,24.3537,33.4293,2.53685,0.0168238,0.0719409,0.501575,2.50878,0.00782031,0.147295,0.558596,1.39007,18.5375,9.89977,1.55882,0.00931033,0.468947,1.41837,1.00174,1.34421
5782,1997-07-31,00:00:00.00,0.758022,5.70385,7.50289,21.5084,28.0326,23.5894,32.45,2.44749,0.016238,0.0694337,0.483963,2.40165,0.00754797,0.142174,0.53576,1.32749,18.0142,9.6117,1.55882,0.00898611,0.452076,1.37709,0.948721,1.30216
5783,1997-08-01,00:00:00.00,0.0748901,5.62065,8.22125,21.5333,29.4022,23.5203,33.763,2.36734,0.0156727,0.0670392,0.467083,2.30043,0.00728512,0.137225,0.520161,1.29309,17.5006,9.355,1.45025,0.00867318,0.435681,1.33409,0.909024,1.25624
5784,1997-08-02,00:00:00.00,0.0328771,5.618,8.76937,21.0837,31.5078,22.9732,36.0668,2.28085,0.0151275,0.0647472,0.450651,2.19534,0.00703143,0.132447,0.498813,1.22742,17.0019,9.08519,1.41439,0.00837115,0.420024,1.2962,0.860853,1.20923
5785,1997-08-03,00:00:00.00,0.140289,5.64983,8.26586,21.2241,31.6839,23.2376,36.1579,2.2022,0.0146011,0.0625152,0.434924,2.09486,0.00678657,0.127835,0.484094,1.18475,16.5086,8.84437,1.31588,0.00807963,0.404812,1.25657,0.824445,1.16323
5786,1997-08-04,00:00:00.00,0.441596,5.65992,7.80432,21.1152,30.4294,23.3019,34.8185,2.12112,0.0140928,0.0604324,0.41962,1.99465,0.00655025,0.123385,0.461879,1.11141,16.0314,8.59241,1.27005,0.00779826,0.39028,1.22176,0.780861,1.12055
5787,1997-08-05,00:00:00.00,0.0357861,5.73895,7.30081,21.1529,31.4267,23.2477,36.0707,2.04829,0.0136021,0.0584524,0.404972,1.90134,0.00632216,0.119091,0.446718,1.06526,15.5633,8.36715,1.1816,0.00752669,0.376163,1.18519,0.747919,1.08294
5788,1997-08-06,00:00:00.00,0.204624,5.72616,7.17494,21.6174,31.0743,23.5819,36.1713,1.97371,0.0131288,0.0564704,0.390719,1.81012,0.00610202,0.114946,0.420544,0.998203,15.1149,8.13162,1.14045,0.00726458,0.362673,1.15317,0.708568,1.04855
5789,1997-08-07,00:00:00.00,0.097751,5.61397,7.34277,21.6665,29.6564,23.6045,34.6402,1.90668,0.0126721,0.0545256,0.377078,1.72567,0.00588954,0.110944,0.402922,0.956778,14.6775,7.92005,1.06102,0.0070116,0.349571,1.11933,0.678782,1.01407
5790,1997-08-08,00:00:00.00,0.266511,5.60908,7.34277,20.9938,28.8069,22.8229,33.819,1.83866,0.012231,0.052632,0.36382,1.64323,0.00568444,0.107081,0.379433,0.89673,14.2594,7.6985,1.02407,0.00676743,0.337047,1.08981,0.634963,0.978471
5791,1997-08-09,00:00:00.00,1.70569,5.79478,7.51061,21.9011,28.7765,24.3666,34.1001,1.77801,0.0118063,0.0507998,0.351176,1.56703,0.00548652,0.103352,0.363642,0.859783,13.8514,7.50011,0.952745,0.00653176,0.324885,1.07063,0.602266,0.94308
5792,1997-08-10,00:00:00.00,5.30875,6.01143,7.67844,26.9287,29.2842,32.1931,34.4945,1.71698,0.0113972,0.0490309,0.338924,1.48721,0.00529549,0.0997528,0.342558,0.80602,13.5471,7.3523,0.919567,0.00630435,0.313257,1.27375,0.563267,0.913037
5793,1997-08-11,00:00:00.00,0.483513,6.58733,6.25185,28.0604,25.9887,35.1858,31.0007,1.65923,0.0110012,0.0473235,0.327203,1.41323,0.00511109,0.096279,0.328366,0.772808,13.3457,7.25158,0.85552,0.00608487,0.301968,1.78139,0.534133,0.893155
5794,1997-08-12,00:00:00.00,0.009881,6.37899,5.11896,28.148,22.3922,37.1862,27.2344,1.59916,0.0106183,0.0456755,0.315762,1.33637,0.0049331,0.0929262,0.309388,0.724489,13.1075,7.04869,0.825728,0.00587299,0.291169,2.25597,0.500029,0.878878
5795,1997-08-13,00:00:00.00,0.00116196,6.32261,4.48958,30.36,20.5169,38.2323,25.5006,1.54014,0.0102485,0.0440849,0.304773,1.26363,0.00476131,0.0896901,0.296478,0.694489,12.7831,6.8549,0.768217,0.00566847,0.280688,2.44014,0.470626,0.860651
5796,1997-08-14,00:00:00.00,0.0532897,6.31944,4.27979,30.3727,17.7303,39.2215,22.5441,1.47882,0.00989161,0.0425497,0.294058,1.19152,0.0045955,0.0865667,0.279314,0.650986,12.4201,6.6394,0.741465,0.00547107,0.270659,2.41566,0.438597,0.834378
5797,1997-08-15,00:00:00.00,0.741112,5.69485,4.44762,26.1004,14.1037,35.3909,18.5494,1.4214,0.00954718,0.041068,0.283797,1.12131,0.00443548,0.0835521,0.267663,0.624012,12.0496,6.45609,0.689823,0.00528054,0.260927,2.31733,0.411273,0.802595
5798,1997-08-16,00:00:00.00,7.29743,5.68296,4.86721,24.384,14.7215,31.4624,18.6858,1.36757,0.00921675,0.0396473,0.27392,1.11356,0.00428139,0.0806441,0.252835,0.585473,11.691,6.25161,0.6658,0.00509685,0.251613,2.23448,0.383884,0.771709
5799,1997-08-17,00:00:00.00,6.64558,5.99579,5.87422,26.6367,19.6362,35.3097,26.3473,1.32089,0.00890948,0.0383275,0.264746,1.14951,0.00413383,0.0778547,0.24376,0.563504,11.4422,6.13508,0.619429,0.00492009,0.242576,2.29783,0.363161,0.752371
5800,1997-08-18,00:00:00.00,4.68788,6.21216,5.91618,30.8507,21.2072,42.8149,29.3059,1.28081,0.0087665,0.0370797,0.25718,1.2236,0.0039918,0.0751757,0.235318,0.533973,11.4283,6.12394,0.607477,0.00474946,0.233926,2.53664,0.345505,0.749719
5801,1997-08-19,00:00:00.00,0.17865,7.40513,5.45463,30.835,24.1437,42.9091,30.7132,1.24308,0.00874207,0.0358326,0.25177,1.26059,0.00385365,0.0725789,0.229362,0.516738,11.4923,6.1104,0.565838,0.00458425,0.225534,2.73491,0.331966,0.752834
5802,1997-08-20,00:00:00.00,2.6688,7.21829,5.20288,31.8553,25.0246,47.0721,31.226,1.2058,0.00856109,0.0346148,0.247448,1.32243,0.00371973,0.0700732,0.221699,0.489245,11.4395,6.04128,0.546133,0.00442511,0.217496,2.76476,0.318467,0.748408
5803,1997-08-21,00:00:00.00,0.402563,6.46635,4.90917,30.2857,19.9171,46.0172,25.5804,1.16864,0.00825497,0.0334392,0.243108,1.41405,0.00359041,0.0676581,0.214616,0.470968,11.2276,5.87781,0.526665,0.00427156,0.209699,2.67506,0.304818,0.734227
5804,1997-08-22,00:00:00.00,0.026547,6.45397,4.74133,29.9493,16.6344,43.3717,21.0801,1.12717,0.00793819,0.0322844,0.237644,1.39764,0.00346542,0.0653147,0.201271,0.44253,10.9015,5.61793,0.508324,0.00412288,0.202232,2.5524,0.284765,0.71287
5805,1997-08-23,00:00:00.00,0.404254,5.73997,4.5735,29.3389,17.3161,41.7656,21.5069,1.08658,0.00759451,0.0311628,0.231041,1.33495,0.00334485,0.0630439,0.189736,0.424582,10.5133,5.3857,0.47292,0.00397932,0.194989,2.42647,0.268472,0.685817
5806,1997-08-24,00:00:00.00,0.00246329,5.72975,4.61546,28.5839,18.3491,40.1652,22.6816,1.04631,0.00724826,0.0300796,0.223656,1.25952,0.00322848,0.0608491,0.17487,0.398628,10.1157,5.1542,0.456451,0.00384074,0.188051,2.30896,0.251542,0.654892
5807,1997-08-25,00:00:00.00,0.0854458,5.60256,5.11896,28.4548,19.9853,39.2869,24.3461,1.00617,0.00693429,0.0290325,0.216147,1.18928,0.00311606,0.0587302,0.163333,0.382252,9.72567,4.94749,0.42466,0.00370699,0.181323,2.19578,0.237294,0.62283
