time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
5615,1997-02-14,00:00:00.00,0.682881,0.0658314,1.02574,0.291489,3.22879,0.412557,4.07829,0.0733487,6.96946e-05,0.000326884,0.0118839,0.0831984,6.72293e-05,0.000791586,0.0486536,0.0910336,1.90061,0.125696,0.0635192,0.000176982,0.000494137,0.00987968,0.061857,0.00940524
5616,1997-02-15,00:00:00.00,0.281651,0.0637855,0.976896,0.275491,3.15163,0.392046,4.02945,0.0703924,6.72514e-05,0.000315501,0.0114434,0.0761113,6.48881e-05,0.000764019,0.0457917,0.0866768,1.81911,0.120261,0.0613072,0.000170819,0.000476797,0.00927081,0.058939,0.00862251
5617,1997-02-16,00:00:00.00,0.128105,0.0626117,1.07459,0.269339,3.19268,0.379207,4.12714,0.0674799,6.49e-05,0.000304514,0.0110202,0.0703378,6.26284e-05,0.000737413,0.0426359,0.0814238,1.7419,0.11384,0.0570372,0.00016487,0.000460034,0.00870227,0.0559797,0.00793957
5618,1997-02-17,00:00:00.00,0.162722,0.0610668,1.12343,0.257196,3.21321,0.363164,5.02549,0.0650483,6.26343e-05,0.000293909,0.0107392,0.0650457,6.04475e-05,0.000711733,0.0409427,0.078964,1.69046,0.108985,0.0573225,0.000159129,0.000443895,0.00817008,0.0535226,0.0073414
5619,1997-02-18,00:00:00.00,0.00658986,0.0598444,1.17228,0.268013,3.23374,1.09008,5.92383,0.0929613,7.39268e-05,0.000283674,0.0137958,0.106262,5.83424e-05,0.000686948,0.0804826,0.134031,2.42875,0.650223,0.185656,0.000158087,0.00042897,0.0453484,0.0912925,0.0136711
5620,1997-02-19,00:00:00.00,0.395004,0.0607625,1.17228,0.792529,3.26205,3.32302,6.207,0.264622,0.000393922,0.000273796,0.0308204,0.336556,5.63107e-05,0.000663025,0.234061,0.354399,4.3424,1.57197,0.485085,0.000343405,0.000423633,0.239007,0.269121,0.0470725
5621,1997-02-20,00:00:00.00,0.489631,0.061146,1.02574,0.901036,3.14384,4.02918,5.7773,0.501719,0.00201138,0.000264261,0.0657063,0.647646,5.43497e-05,0.000639936,0.38232,0.566314,6.37579,2.28692,0.640651,0.000552388,0.000419374,0.567121,0.448681,0.113022
5622,1997-02-21,00:00:00.00,0.244844,0.0646362,1.12343,2.04606,3.21321,4.96464,5.59182,0.641894,0.00803239,0.000255058,0.105895,0.855391,5.2457e-05,0.000617651,0.363601,0.631032,7.3286,2.20564,0.625686,0.000571356,0.000406497,0.820309,0.501332,0.182469
5623,1997-02-22,00:00:00.00,0.445427,0.0648992,1.22112,2.05643,3.25427,4.72844,5.40634,0.710601,0.0198089,0.000246176,0.135884,0.910212,5.06303e-05,0.000596142,0.482781,0.594906,7.85733,2.62163,0.877276,0.000555167,0.000393543,0.903001,0.492781,0.224719
5624,1997-02-23,00:00:00.00,0.331462,0.0632215,1.26996,1.82754,3.35974,4.72975,5.17202,0.752547,0.0278361,0.000237603,0.153305,1.08385,4.88671e-05,0.000575382,0.567108,0.643807,8.29185,2.68485,0.846725,0.000535955,0.000380875,0.883213,0.606618,0.235122
5625,1997-02-24,00:00:00.00,0.291317,0.062635,1.22112,1.79403,3.33922,4.64303,5.12317,0.760548,0.0252316,0.000229329,0.1625,1.25201,4.71654e-05,0.000555344,0.548335,0.74834,8.4669,2.65252,0.801931,0.00051729,0.000367514,0.835326,0.687427,0.226296
5626,1997-02-25,00:00:00.00,0.0541287,0.0605129,1.22112,1.42004,3.28258,3.6146,4.84001,0.741438,0.0181531,0.000221343,0.1656,1.26959,4.55229e-05,0.000536005,0.537934,0.809618,8.38835,2.60851,0.774004,0.000499276,0.00035459,0.785551,0.645048,0.210666
5627,1997-02-26,00:00:00.00,0.0348634,0.0596968,1.17228,1.39098,3.1771,3.26236,4.79116,0.713115,0.0123636,0.000213635,0.164034,1.2244,4.39376e-05,0.000517339,0.513866,0.821997,8.13613,2.44482,0.720096,0.000481889,0.000342118,0.738569,0.612628,0.194479
5628,1997-02-27,00:00:00.00,0.200433,0.0581004,1.22112,1.11249,3.25427,2.62346,4.84001,0.682646,0.00871768,0.000206195,0.159921,1.15772,4.24075e-05,0.000499323,0.497434,0.792611,7.85925,2.36214,0.695019,0.000465108,0.000330117,0.694316,0.575832,0.179697
5629,1997-02-28,00:00:00.00,0.32017,0.0581497,1.36765,1.09463,3.54238,2.4109,5.26971,0.653346,0.00652344,0.000199014,0.155282,1.10078,4.09307e-05,0.000481935,0.472639,0.757359,7.55519,2.19679,0.646613,0.000448911,0.000318526,0.652859,0.542699,0.1666
5630,1997-03-01,00:00:00.00,3.20815,0.057594,1.22112,0.892131,3.39585,2.00274,5.12317,0.625003,0.00519013,0.000192084,0.150639,1.03515,3.95053e-05,0.000465152,0.455632,0.721617,7.26053,2.11587,0.624095,0.000433278,0.000307366,0.613806,0.507806,0.155034
5631,1997-03-02,00:00:00.00,0.0669034,0.0575204,0.933575,0.879606,3.02902,1.86553,4.55813,0.59836,0.00436223,0.000185395,0.145966,0.978456,3.81296e-05,0.000448953,0.429102,0.688736,6.96772,1.97294,0.580628,0.000418189,0.000296583,0.577213,0.47849,0.144788
5632,1997-03-03,00:00:00.00,0.0893902,0.0562249,1.02249,0.723491,3.11793,1.5773,4.64704,0.572025,0.0038317,0.000178939,0.141121,0.911907,3.68017e-05,0.000433319,0.41108,0.650756,6.69802,1.90463,0.560408,0.000403626,0.000286197,0.542731,0.448043,0.135672
5633,1997-03-04,00:00:00.00,1.29187,0.0566253,1.02249,0.714438,3.17456,1.48011,4.93021,0.546919,0.00347675,0.000172707,0.136296,0.848858,3.55202e-05,0.000418229,0.387351,0.61956,6.43411,1.78114,0.521376,0.00038957,0.000276162,0.510415,0.422804,0.127522
5634,1997-03-05,00:00:00.00,0.299757,0.0566046,1.02249,0.602564,3.11793,1.28066,4.93021,0.522418,0.00322607,0.000166693,0.131525,0.78126,3.42832e-05,0.000403664,0.371184,0.585446,6.18943,1.72287,0.50322,0.000376004,0.000266494,0.479957,0.396645,0.120203
5635,1997-03-06,00:00:00.00,0.546715,0.0564716,0.978031,0.593727,3.07347,1.20854,4.88575,0.499342,0.00303791,0.000160888,0.126938,0.723077,3.30893e-05,0.000389607,0.349874,0.557402,5.94818,1.61517,0.468171,0.00036291,0.000257153,0.451408,0.374836,0.113597
5636,1997-03-07,00:00:00.00,0.242336,0.0558458,1.02249,0.506496,3.0613,1.058,4.93021,0.477073,0.00288775,0.000155285,0.122471,0.664415,3.1937e-05,0.000376039,0.335319,0.526758,5.72229,1.56498,0.451868,0.000350272,0.000248152,0.424495,0.352289,0.107606
5637,1997-03-08,00:00:00.00,0.239178,0.0557588,1.06694,0.499076,3.13407,1.00277,4.69149,0.456221,0.00276124,0.000149877,0.118195,0.615442,3.08248e-05,0.000362944,0.31615,0.501545,5.49745,1.47023,0.420396,0.000338074,0.000239456,0.399267,0.333381,0.102149
5638,1997-03-09,00:00:00.00,0.315747,0.0565538,1.02249,0.43786,3.0613,0.893941,4.64704,0.438432,0.00396202,0.000144658,0.116534,0.577444,2.97514e-05,0.000350305,0.309697,0.483154,5.32545,1.42661,0.405756,0.000326301,0.000231077,0.37548,0.317702,0.0971539
5639,1997-03-10,00:00:00.00,0.241376,0.0574958,1.06694,0.436275,3.04912,0.855719,4.69149,0.425001,0.00592749,0.00013962,0.119203,0.556463,2.87153e-05,0.000338106,0.299361,0.469733,5.18073,1.3426,0.377496,0.000314938,0.000222981,0.353181,0.305203,0.0925621
5640,1997-03-11,00:00:00.00,0.135396,0.0574132,0.933575,0.388017,2.91575,0.771769,4.27496,0.410584,0.00630946,0.000134758,0.123043,0.540059,2.77153e-05,0.000326332,0.286999,0.446414,5.03255,1.30436,0.36435,0.00030397,0.000215179,0.332152,0.288171,0.0883227
5641,1997-03-12,00:00:00.00,0.120009,0.0578046,0.978031,0.385023,2.93189,0.739978,4.31941,0.403677,0.0164012,0.000138088,0.127739,0.522604,2.80815e-05,0.000315561,0.271392,0.430295,4.85659,1.22937,0.338974,0.000293385,0.000207642,0.312438,0.274808,0.0843929
5642,1997-03-13,00:00:00.00,2.78057,0.0578167,1.20031,0.351413,3.2108,0.679694,4.54169,0.399199,0.0319353,0.000141833,0.133026,0.490973,2.84469e-05,0.000305331,0.260943,0.409202,4.68086,1.19559,0.327169,0.000283168,0.000200379,0.293844,0.261129,0.080736
5643,1997-03-14,00:00:00.00,13.6768,0.0581591,1.15585,0.353721,3.19466,0.664626,4.78041,0.38601,0.0338821,0.000137141,0.135383,0.458682,2.74681e-05,0.000294896,0.246207,0.389367,4.50269,1.12824,0.304382,0.000273307,0.000193362,0.276413,0.248167,0.0773209
5644,1997-03-15,00:00:00.00,0.553454,0.0580192,1.1114,0.329496,3.15021,0.622939,4.73595,0.370369,0.026343,0.0001319,0.13434,0.423431,2.65116e-05,0.000284662,0.23484,0.368174,4.33993,1.09821,0.293782,0.000263789,0.000186599,0.25997,0.234968,0.0741209
5645,1997-03-16,00:00:00.00,0.0510546,0.057579,1.1114,0.326587,3.09357,0.603119,4.73595,0.355204,0.0189962,0.000127018,0.131365,0.394613,2.55883e-05,0.000274753,0.221112,0.347142,4.17645,1.0374,0.273321,0.000254603,0.000180065,0.244555,0.223602,0.0711131
5646,1997-03-17,00:00:00.00,0.208824,0.0572082,1.1114,0.30486,3.15021,0.563713,4.73595,0.34054,0.0142008,0.000122426,0.127379,0.364718,2.46972e-05,0.000265186,0.208878,0.326447,4.02462,1.01053,0.263803,0.000245737,0.000173768,0.230013,0.212048,0.0682781
5647,1997-03-18,00:00:00.00,0.908998,0.0588263,1.24477,0.308664,3.39684,0.552067,5.15249,0.346538,0.0112691,0.000118064,0.123132,0.344802,2.38372e-05,0.000255951,0.225923,0.333071,3.87235,0.955386,0.245429,0.000237179,0.000167685,0.216379,0.23441,0.065599
5648,1997-03-19,00:00:00.00,6.30616,0.0607741,1.20031,0.300844,3.31841,0.529521,5.38553,0.359422,0.00945082,0.000113894,0.119204,0.323442,2.30071e-05,0.000247037,0.249982,0.346995,3.73296,0.931222,0.236883,0.00022892,0.000161822,0.203516,0.260423,0.0630611
5649,1997-03-20,00:00:00.00,0.108791,0.0610736,1.82269,0.312671,4.3259,0.52961,8.82827,0.353751,0.00828749,0.000109894,0.115549,0.303877,2.22059e-05,0.000238435,0.26384,0.347099,3.77908,0.923975,0.220384,0.000220948,0.000156158,0.191457,0.254982,0.0606521
5650,1997-03-21,00:00:00.00,0.02941,0.0825072,4.8457,1.75187,8.22956,4.61001,33.0917,0.686631,0.0619822,0.0001755,0.143194,0.749018,2.7581e-05,0.00132117,0.517114,0.723856,6.23163,2.64112,0.696476,0.00105465,0.0441358,0.470882,0.58034,0.103038
5651,1997-03-22,00:00:00.00,0.188592,0.207696,8.62446,3.66858,12.6653,12.3084,51.0345,1.66756,0.153273,0.0067355,0.237264,1.82659,0.000306131,0.0119872,1.03507,1.48988,11.4257,5.58802,1.64019,0.0224752,0.283006,1.5921,1.40021,0.367614
5652,1997-03-23,00:00:00.00,0.0746683,0.258585,7.24632,7.48289,11.743,17.96,38.3325,2.71052,0.178641,0.0384347,0.365101,3.22222,0.00200507,0.0498561,1.4051,2.3401,16.5432,7.64158,2.14552,0.0565449,0.585815,3.17074,2.27942,0.97944
5653,1997-03-24,00:00:00.00,0.00480331,0.233526,6.00155,6.02723,10.9513,15.1751,28.5927,3.17776,0.144921,0.0727131,0.455833,3.87167,0.00383017,0.105857,1.21648,2.30829,19.0228,7.78861,2.07646,0.0705035,0.715394,4.21114,2.4488,1.75843
5654,1997-03-25,00:00:00.00,0.451026,0.335348,4.62342,10.2266,9.80539,20.085,24.1337,3.71366,0.108621,0.11205,0.5029,4.17901,0.00673494,0.182825,1.52813,2.91437,20.0628,7.99102,2.04267,0.070385,0.732066,4.47596,2.8367,2.45433
5655,1997-03-26,00:00:00.00,0.202157,0.525147,3.60093,10.5963,7.62192,20.373,13.5401,4.10211,0.0854024,0.138105,0.525745,4.47963,0.00942631,0.251438,1.76904,3.23257,20.4996,8.24151,2.01057,0.0686491,0.724748,4.40551,3.12736,2.90714
5656,1997-03-27,00:00:00.00,0.00261495,0.49471,3.42311,8.52885,7.21756,17.7684,14.1835,4.28937,0.0702754,0.125025,0.530693,4.53253,0.00951768,0.276839,1.78781,3.47633,20.1978,7.40663,1.74959,0.0663436,0.729941,4.33694,3.14901,3.09724
5657,1997-03-28,00:00:00.00,0.392385,0.425576,3.55648,8.85209,8.22875,20.7333,14.5717,5.0445,0.0651823,0.232024,0.533103,4.64451,0.0260828,0.503241,1.94273,3.79565,20.6596,8.81549,2.70243,0.0640516,1.12428,5.16574,3.48889,3.5256
5658,1997-03-29,00:00:00.00,1.14834,0.398452,3.3342,7.33229,9.22409,20.181,14.576,5.96274,0.0923852,0.428515,0.537013,4.79724,0.055351,0.940171,2.03377,3.96967,21.8661,9.97265,2.51223,0.0623962,1.94716,6.67415,3.70463,4.48155
5659,1997-03-30,00:00:00.00,0.767007,0.345793,3.11192,6.77807,9.62478,17.9747,14.0705,6.16462,0.127995,0.514383,0.537977,4.77223,0.0689681,1.23471,1.94614,3.7712,22.704,9.77105,2.78165,0.0618967,2.54153,7.8635,3.42231,5.55375
5660,1997-03-31,00:00:00.00,0.077649,0.324156,2.75627,7.20737,9.46735,19.0867,13.6582,6.33193,0.133072,0.518752,0.535813,4.68354,0.0698948,1.3387,2.01914,3.97807,22.9776,9.93654,2.6949,0.0620999,2.67992,8.06398,3.47308,6.33748
5661,1997-04-01,00:00:00.00,0.0257898,0.28339,2.71181,7.10811,9.56448,19.1179,13.4156,6.55531,0.120773,0.509847,0.529372,4.69669,0.0687928,1.3636,2.10064,4.21141,23.0123,10.1734,2.82444,0.0612985,2.63672,7.91295,3.64532,6.68818
5662,1997-04-02,00:00:00.00,0.835579,0.264859,2.74171,5.59747,9.82091,16.9077,13.134,6.79671,0.126302,0.493499,0.538224,4.58149,0.067434,1.38646,2.04462,4.19534,22.9249,10.1877,2.82444,0.0596521,2.58172,7.82677,3.6605,6.78737
5663,1997-04-03,00:00:00.00,1.88777,0.234766,2.50936,5.47212,9.6452,16.0054,13.0715,6.87778,0.169158,0.494971,0.573869,4.43804,0.0697782,1.43596,2.00824,4.14197,22.6265,9.85551,2.72692,0.0596174,2.52647,7.70019,3.66901,6.85312
5664,1997-04-04,00:00:00.00,0.0140272,0.220331,2.32348,4.31901,9.20447,13.4807,13.0272,6.93782,0.201483,0.49767,0.601559,4.29322,0.071704,1.4591,2.08293,4.09472,22.1782,9.72797,2.72692,0.0594833,2.4486,7.44024,3.7565,6.86179
5665,1997-04-05,00:00:00.00,0.913398,0.196924,2.23054,4.2223,9.36638,12.4022,12.1697,7.1053,0.192269,0.481615,0.607005,4.23673,0.0697547,1.44154,2.13795,4.11915,22.0694,9.67307,2.65613,0.0577723,2.39311,7.18823,3.859,6.77837
5666,1997-04-06,00:00:00.00,3.14377,0.18506,2.09114,3.34475,8.85885,10.3981,12.087,7.07775,0.203747,0.469583,0.621051,4.16057,0.0680162,1.40867,2.00286,4.00503,22.1221,9.50317,2.67987,0.0558709,2.3522,6.98067,3.83999,6.63833
5667,1997-04-07,00:00:00.00,0.358344,0.166813,1.9982,3.2724,8.34116,9.10958,12.1356,6.85482,0.234593,0.457922,0.641602,4.00687,0.0663494,1.36937,1.8815,3.86513,21.9435,9.22278,2.61446,0.0539607,2.28317,6.73423,3.73537,6.46329
5668,1997-04-08,00:00:00.00,0.55037,0.157248,2.04467,2.60505,8.21773,7.63421,11.5025,6.55239,0.229102,0.440932,0.644692,3.86812,0.0640928,1.32483,1.84435,3.76963,21.5143,8.95815,2.59073,0.052083,2.20276,6.47263,3.63303,6.26283
5669,1997-04-09,00:00:00.00,0.362954,0.144195,1.90526,2.55455,6.71911,6.89364,10.1171,6.31998,0.201952,0.42465,0.635075,3.75835,0.0618608,1.27931,1.82708,3.73181,20.9906,8.69688,2.47911,0.0502693,2.12121,6.20117,3.5654,6.04795
5670,1997-04-10,00:00:00.00,0.217548,0.136319,1.85879,2.01076,6.30452,5.81766,9.30611,6.16191,0.177433,0.409303,0.619541,3.62739,0.0597066,1.23481,1.78428,3.5851,20.4249,8.45027,2.47911,0.0485187,2.04349,5.95081,3.43576,5.83161
5671,1997-04-11,00:00:00.00,0.416072,0.125709,1.76585,1.96967,6.46644,5.3549,9.35475,6.04688,0.160206,0.394722,0.600994,3.49718,0.0576273,1.19178,1.75398,3.49688,19.879,8.20727,2.39278,0.0468291,1.96783,5.70485,3.31437,5.6228
5672,1997-04-12,00:00:00.00,0.0779882,0.118985,1.57997,1.56479,6.56373,4.57547,9.67857,5.91862,0.148123,0.380785,0.580883,3.35873,0.0556205,1.15026,1.71328,3.33918,19.3402,7.97869,2.39278,0.0451983,1.89599,5.4806,3.16602,5.42492
5673,1997-04-13,00:00:00.00,0.00164271,0.110629,1.5335,1.53202,7.45171,4.27162,10.7931,5.8003,0.13916,0.367413,0.560772,3.2316,0.0536836,1.11019,1.68451,3.25344,18.8313,7.75158,2.30945,0.0436243,1.82605,5.259,3.06406,5.23795
5674,1997-04-14,00:00:00.00,0.000125871,0.104833,1.48703,1.229,6.78227,3.69259,10.152,5.64976,0.132088,0.354552,0.541058,3.09514,0.0518141,1.07152,1.61561,3.10672,18.3141,7.53915,2.30945,0.0421052,1.75956,5.05704,2.94447,5.06099
5675,1997-04-15,00:00:00.00,0.0520555,0.0986606,1.5335,1.21435,6.34736,3.49335,9.88696,5.52864,0.126186,0.342167,0.52213,2.97031,0.0500097,1.0342,1.57563,3.02789,17.826,7.32099,2.22902,0.0406389,1.69481,4.85682,2.85607,4.89295
5676,1997-04-16,00:00:00.00,0.226886,0.0946321,1.44056,0.999421,5.94293,3.06846,9.9356,5.52412,0.131552,0.337046,0.525693,2.99511,0.0490527,1.00353,1.56648,2.95713,17.5459,7.14501,2.25097,0.0394358,1.63372,4.677,2.83004,4.75386
5677,1997-04-17,00:00:00.00,0.00441971,0.0898005,1.57997,0.976638,5.99739,2.91837,11.1227,5.52679,0.142743,0.333657,0.55747,3.07836,0.048265,0.977167,1.56453,2.92684,17.478,6.96023,2.17334,0.0382942,1.57445,4.49915,2.8288,4.65327
5678,1997-04-18,00:00:00.00,0.21212,0.0875657,2.50936,2.31792,7.32322,8.33228,14.1759,5.59548,0.142302,0.323687,0.59338,3.15036,0.0467811,0.947673,1.62263,2.94938,18.4017,8.39695,2.68851,0.0369883,1.70529,4.48621,2.90493,4.60308
5679,1997-04-19,00:00:00.00,0.257557,0.100279,3.6711,4.15022,9.16456,17.7943,15.8756,5.77239,0.137857,0.317128,0.625039,3.45582,0.0466036,0.922044,1.72847,3.18071,20.4206,10.5694,3.29476,0.0357093,2.4615,4.81372,3.06404,4.60005
5680,1997-04-20,00:00:00.00,0.269085,0.10806,4.18227,7.87738,10.2137,25.0339,16.3019,5.86484,0.138127,0.312168,0.655235,3.78892,0.0466929,0.897701,1.77859,3.30412,22.0385,11.545,2.77099,0.0344933,3.47385,5.31586,3.1232,4.58991
5681,1997-04-21,00:00:00.00,0.369053,0.210329,6.7381,7.41742,13.789,23.0292,21.1514,5.88374,0.140065,0.305069,0.680491,3.81452,0.0456405,0.868886,1.76257,3.1354,23.106,12.0093,3.25465,0.0333409,4.11918,5.62263,3.12467,4.53232
5682,1997-04-22,00:00:00.00,6.04325,0.404652,9.47982,12.9175,16.559,32.3048,24.2329,6.08609,0.15634,0.351731,0.723266,3.88501,0.0580585,0.946626,1.84772,3.36444,24.5518,13.1003,3.6342,0.0415589,4.39776,5.69296,3.29401,4.5983
5683,1997-04-23,00:00:00.00,4.36208,0.535057,8.50395,13.0687,16.4043,35.1081,23.795,6.35053,0.192593,0.515529,0.785524,4.04591,0.0861016,1.2133,1.90756,3.53779,26.14,13.855,3.54638,0.0567768,4.56631,5.72638,3.39578,4.97724
5684,1997-04-24,00:00:00.00,2.06631,0.618372,7.43515,17.6597,16.7514,39.1307,24.1987,6.53392,0.220893,0.709446,0.827911,4.04511,0.111819,1.61457,1.89147,3.53363,27.3021,14.6922,3.19954,0.067797,4.62512,5.75408,3.43446,5.68593
5685,1997-04-25,00:00:00.00,0.170711,0.991452,6.41282,18.0433,16.4936,37.7724,23.6294,6.5062,0.22534,0.808356,0.835854,3.94271,0.124532,1.93384,1.8475,3.48633,27.7785,14.628,3.48838,0.0714434,4.56012,5.71263,3.40552,6.4184
5686,1997-04-26,00:00:00.00,0.619678,0.960898,5.85518,16.7136,16.8704,34.7546,23.9213,6.40536,0.217193,0.842652,0.821474,3.81732,0.125468,2.02623,1.7867,3.39406,27.8151,14.6932,3.44234,0.0693464,4.52267,5.63738,3.34739,6.81169
5687,1997-04-27,00:00:00.00,0.469107,0.871092,5.85518,17.0488,17.7482,34.0307,25.4504,6.49638,0.205726,0.85059,0.800143,3.70695,0.122312,2.01349,1.779,3.37821,27.6897,14.7584,3.34797,0.0673374,4.50075,5.56269,3.37245,6.90793
5688,1997-04-28,00:00:00.00,0.0126358,0.937732,8.41101,16.3865,21.4367,31.8976,31.4043,6.59517,0.192821,0.829642,0.776276,3.5857,0.118269,1.97911,1.73721,3.28039,27.3947,14.5883,3.34797,0.0653501,4.41508,5.42714,3.33465,6.82765
5689,1997-04-29,00:00:00.00,1.63814,1.19956,13.6156,19.8973,27.0944,36.9579,37.9114,6.60156,0.197868,0.833561,0.764707,3.48933,0.11957,1.95431,1.70334,3.21522,27.2213,15.0803,3.23138,0.0641395,4.31524,5.28017,3.26665,6.66187
5690,1997-04-30,00:00:00.00,0.0442264,1.19028,12.0821,22.0578,27.1183,38.8297,37.3973,6.5667,0.211646,0.840294,0.76066,3.37932,0.121511,1.93226,1.67041,3.13271,27.3975,16.0654,3.23138,0.0630119,4.22458,5.14565,3.21867,6.47239
5691,1997-05-01,00:00:00.00,0.492071,1.86382,9.99098,19.4713,26.0183,33.9149,36.5238,6.45146,0.209568,0.814323,0.751428,3.27664,0.118055,1.88436,1.62884,3.06906,27.499,15.8883,3.11885,0.0614729,4.10878,4.97468,3.14791,6.2736
5692,1997-05-02,00:00:00.00,0.739441,2.06828,8.17346,26.6199,25.5317,42.832,35.8956,6.3712,0.199794,0.784914,0.740115,3.20093,0.11398,1.82685,1.6106,2.99551,27.4144,16.108,3.11885,0.0622794,4.06003,4.90176,3.08172,6.12388
5693,1997-05-03,00:00:00.00,1.00389,1.91895,7.1689,28.1499,26.1412,45.8253,35.7689,6.3061,0.189318,0.756906,0.724238,3.11882,0.110037,1.76898,1.59455,2.95112,27.5822,16.8712,3.08875,0.0627786,4.04952,4.90461,3.03344,6.04791
5694,1997-05-04,00:00:00.00,0.0996264,1.87339,6.75794,27.4378,25.7019,44.2214,35.6128,6.18105,0.179916,0.730029,0.704496,3.01835,0.106213,1.70971,1.52948,2.84474,27.9682,17.5041,3.14508,0.0609362,3.96984,4.82312,2.91722,5.99069
5695,1997-05-05,00:00:00.00,0.0159432,1.84282,7.80817,26.5422,27.3184,42.3851,37.2293,6.04698,0.171779,0.704327,0.68323,2.91967,0.102553,1.65081,1.48796,2.78624,28.1204,17.2711,3.05403,0.0588488,3.85061,4.69139,2.82999,5.89545
5696,1997-05-06,00:00:00.00,0.109425,1.99021,8.1278,29.5576,28.2044,44.1593,36.5579,5.91777,0.164693,0.679921,0.661284,2.80581,0.099077,1.59373,1.42821,2.66738,27.8542,16.9299,2.9977,0.0568139,3.73049,4.55973,2.7504,5.75452
5697,1997-05-07,00:00:00.00,0.0102558,2.00796,9.13236,30.8158,29.7753,46.2171,39.941,5.8515,0.158344,0.656479,0.639361,2.6986,0.0956987,1.53861,1.38749,2.60257,27.5333,17.1219,2.92395,0.0548514,3.61012,4.40116,2.74657,5.59053
5698,1997-05-08,00:00:00.00,0.310978,2.26672,10.4565,39.9808,31.2411,54.9748,41.2086,5.82634,0.156865,0.634431,0.622077,2.58853,0.0924128,1.48529,1.33107,2.49112,27.6826,18.2835,2.92395,0.0529597,3.49425,4.23954,2.8226,5.42024
5699,1997-05-09,00:00:00.00,0.730768,2.48936,9.77162,40.5462,28.8005,56.4297,38.0035,5.96025,0.158513,0.614579,0.610399,2.52311,0.089303,1.43571,1.32337,2.47078,28.153,18.9758,2.83166,0.0511621,3.38319,4.07632,2.89662,5.25049
5700,1997-05-10,00:00:00.00,0.0099011,2.32604,10.0913,46.9066,30.5926,62.4904,40.3902,6.08405,0.156417,0.595091,0.59718,2.45935,0.0862836,1.38922,1.2933,2.38656,28.6016,19.57,2.83166,0.0494197,3.27974,3.92946,2.89878,5.08398
5701,1997-05-11,00:00:00.00,0.000982757,3.24883,13.8812,48.3972,37.0726,64.0002,47.7198,5.97503,0.151332,0.574863,0.580362,2.36513,0.0832969,1.34287,1.23535,2.29433,28.7759,19.5199,2.73305,0.0477078,3.17519,3.7818,2.79495,4.92129
5702,1997-05-12,00:00:00.00,0.00562515,3.90258,15.7077,45.511,41.7025,64.33,53.0292,5.79451,0.145605,0.554874,0.561462,2.2827,0.0803968,1.29677,1.21195,2.24052,28.4657,18.8937,2.73305,0.0460478,3.0743,3.64761,2.79236,4.76299
5703,1997-05-13,00:00:00.00,0.0405666,6.13269,17.2145,47.7166,46.6073,66.6697,58.8119,5.66745,0.140207,0.535741,0.542441,2.21758,0.0776852,1.25196,1.20345,2.22131,27.9457,18.6743,2.63787,0.0444494,2.97415,3.51272,2.79812,4.61002
5704,1997-05-14,00:00:00.00,0.00115479,6.89734,23.8811,71.8262,57.7197,97.8034,72.4727,5.5502,0.13518,0.517349,0.523743,2.12887,0.0750822,1.2087,1.15358,2.12662,27.8464,19.7038,2.63787,0.0429064,2.87928,3.39097,2.71998,4.46277
5705,1997-05-15,00:00:00.00,0.0161632,8.90427,26.3925,77.7768,66.6024,106.725,82.4031,5.44696,0.130363,0.499423,0.505582,2.03579,0.0724833,1.1668,1.11961,2.07225,28.1266,20.2603,2.54601,0.0414123,2.78557,3.26821,2.66226,4.32123
5706,1997-05-16,00:00:00.00,0.00476088,9.99807,30.7304,93.1667,77.7363,122.072,93.9618,5.32133,0.125741,0.48206,0.487888,1.9359,0.0699616,1.1263,1.07332,1.97861,28.3994,20.5499,2.54601,0.0399703,2.69695,3.15771,2.55043,4.18513
5707,1997-05-17,00:00:00.00,0.0736297,11.1334,43.744,97.3832,100.463,127.512,117.056,5.20819,0.121424,0.465385,0.47097,1.84454,0.0675473,1.08722,1.04192,1.92819,28.432,20.4406,2.45735,0.0385789,2.60937,3.04584,2.46899,4.05466
5708,1997-05-18,00:00:00.00,0.0371453,11.5439,49.7713,101.292,122.857,131.23,138.035,5.07224,0.117383,0.450284,0.454673,1.75329,0.0652404,1.04995,0.999051,1.84129,28.1446,20.0307,2.45735,0.0372393,2.5266,2.94548,2.37231,3.93021
5709,1997-05-19,00:00:00.00,1.70654,11.586,37.7166,98.9184,127.651,130.794,148.662,4.95085,0.113726,0.43602,0.439161,1.67085,0.0630138,1.01421,0.969867,1.79437,28.1183,20.4432,2.5304,0.0359539,2.44869,2.84649,2.29853,3.81342
5710,1997-05-20,00:00:00.00,0.43873,10.3008,23.8811,99.446,115.656,131.321,136.639,4.82364,0.110328,0.42225,0.42428,1.58878,0.0609401,0.979978,0.931372,1.71407,28.4781,20.9123,2.55044,0.0347211,2.37979,2.77006,2.21275,3.70988
