,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
2314,1988-01,0,9.72613,48.849,6.30376,0,129.999,0,0,0,0,0,2.80629,5.34853,25.9372,26.6507,0,0,0,0,0,0,0,
2343,1988-02,0,9.43776,48.6357,6.03801,0,141.272,0,0,0,0,0,2.30666,5.1531,25.5102,26.784,0,0,0,0,0,0,0,
2374,1988-03,0,9.44518,50.7906,5.90762,0,146.984,0.00721559,0.0773813,0,0,0,1.57938,5.22333,26.0792,27.5008,0,0,0,0,0,0,0,
2404,1988-04,0,9.51845,59.7558,5.40623,0,161.168,0,0,0,0,0,0.533193,4.38344,29.329,31.9696,0,0,0,0,0,0,0,
2435,1988-05,0,7.52196,50.8072,4.04339,0,155.44,0.0201389,0,0,0,0,0.0314432,2.81547,24.2873,29.3805,0,0,0,0,0,0,0,
2465,1988-06,0,4.48874,32.5315,2.27166,0,123.351,0,0,0,0,0,0.000114055,0.862623,15.5085,21.9914,0,0,0,0,0,0,0,
2496,1988-07,0,2.03047,13.5219,1.10379,0,66.6806,0,0,0,0,0,1.67036e-05,0.226244,6.9978,11.2584,0,0,0,0,0,0,0,
2527,1988-08,0,0.282459,2.34985,0.123617,0,11.148,0,0,0,0,0,0,0.000503774,0.862381,2.02243,0,0,0,0,0,0,0,
2557,1988-09,0,0.20316,1.66135,0.0907507,0,8.31971,0,0.0532564,0,0,0,0.0149005,0.117772,0.166317,1.37299,0,0,0,0,0,0,0,
2588,1988-10,0,0.0745019,0.911218,0.0140003,0,4.94209,0,0,0,0,0,0.000161338,0.015213,0.0391982,0.780082,0,0,0,0,0,0,0,
2618,1988-11,0,0.067715,0.971198,0.00359606,0,10.1292,0,0,0,0,0,3.75508e-06,0.00164828,0.0185045,0.83746,0,0,0,0,0,0,0,
2649,1988-12,0,0.099536,1.34498,0.0105602,0,15.7896,0,0,0,0,0,7.64417e-05,0.00425449,0.114762,1.04696,0,0,0,0,0,0,0,
2680,1989-01,0,0.0981919,1.16834,0.0205349,0,14.6923,0.00181637,0,0,0,0,0.00196537,0.00613627,0.176518,0.889233,0,0,0,0,0,0,0,
2708,1989-02,0,0.160035,1.3317,0.0700177,0,16.234,0,0,0,0,0,0.0134289,0.0474137,0.346129,1.0129,0,0,0,0,0,0,0,
2739,1989-03,0,0.290032,0.899875,0.223526,0,13.779,0.00451421,0,0,0,0,0.0450428,0.169619,0.838726,0.709972,0,0,0,0,0,0,0,
2769,1989-04,0,13.314,23.8032,11.3786,0,43.5574,6.02801,36.5807,0,0,0,19.4252,9.86065,14.9452,7.91873,0,0,0,0,0,0,0,
2800,1989-05,0,34.9063,60.1123,29.9786,0,145.316,17.4165,72.735,0,0,0,44.6108,27.4143,40.6884,25.3889,0,0,0,0,0,0,0,
2830,1989-06,0,45.913,74.0626,39.751,0,186.878,17.9054,86.5805,0,0,0,54.4921,36.3254,59.1232,33.5176,0,0,0,0,0,0,0,
2861,1989-07,0,35.8815,69.4452,30.3276,0,170.672,1.01583,68.8823,0,0,0,34.6892,27.7781,57.9749,32.7884,0,0,0,0,0,0,0,
2892,1989-08,0,19.5714,47.2739,15.9422,0,142.573,0.302137,48.8179,0,0,0,17.6532,12.72,39.0449,26.3974,0,0,0,0,0,0,0,
2922,1989-09,0,17.9376,58.0083,13.6741,0,172.758,0.82969,26.9659,0,0,0,11.0664,11.4288,41.1642,31.5129,0,0,0,0,0,0,0,
2953,1989-10,0,15.9525,57.5595,11.7796,0,165.199,0,12.077,0,0,0,8.25656,9.38994,40.7647,30.9477,0,0,0,0,0,0,0,
2983,1989-11,0,15.4173,60.29,11.0868,0,171.675,0.289364,4.5954,0,0,0,7.31229,8.58133,41.2623,32.2224,0,0,0,0,0,0,0,
3014,1989-12,0,16.3333,63.978,11.7387,0,177.956,1.52051,4.03447,0,0,0,7.55223,9.19099,43.8964,33.6127,0,0,0,0,0,0,0,
3045,1990-01,0,16.3028,64.0215,11.7064,0,175.96,2.1275,3.12834,0,0,0,7.39593,9.17401,44.1533,33.3364,0,0,0,0,0,0,0,
3073,1990-02,0,16.2846,63.1298,11.7458,0,173.401,2.41548,1.43097,0,0,0,7.39497,9.22288,44.1212,32.783,0,0,0,0,0,0,0,
3104,1990-03,0,18.4806,61.0205,14.0079,0,164.695,5.43404,10.641,0,0,0,12.7474,10.751,44.8875,31.4434,0,0,0,0,0,0,0,
3134,1990-04,0,28.5383,90.6762,21.8582,0,186.753,12.3455,17.9326,0,0,0,17.9339,19.7587,65.1096,37.5824,0,0,0,0,0,0,0,
3165,1990-05,0,32.1494,111.789,24.0086,0,217.696,10.2462,13.735,0,0,0,16.7844,21.0759,80.5338,48.2974,0,0,0,0,0,0,0,
