time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
10247,2009-10-21,00:00:00.00,1.31108,0.189736,0.540244,0,0.113318,0,9481.13,-4.97021e-19,37.1087,0.0410181,0.0769709,9.92912,0.00012419,0.366523,0,0,0.00111682,-7.57663,18.7719,9540.5,10714.7,1175.08,-3.45608e-11
10248,2009-10-22,00:00:00.00,0.63368,0.00548716,0.531384,0,0.100255,0,9481.43,9.21364e-19,37.517,0.0232277,0.0661683,9.92931,0.00195387,0.250668,0,0,0.000907535,-7.57663,18.7775,9541.05,10715.4,1175.16,-3.09228e-11
10249,2009-10-23,00:00:00.00,0.0878901,0.0153919,0.534672,0,0.113503,0,9481.74,-6.54607e-20,37.3099,0.00412277,0.00168262,9.9292,0.000244451,0.266849,0,0,0.000737038,-7.57663,18.759,9541.08,10715.5,1175.24,-3.45608e-11
10250,2009-10-24,00:00:00.00,0.290122,0.000573823,0.529457,0,0.0817006,0,9482.12,3.14807e-19,37.3138,-0.00678578,-0.0016307,9.92893,0.00294205,0.183263,0,0,0.000608679,-7.57663,18.7397,9541.31,10715.8,1175.3,-3.45608e-11
10251,2009-10-25,00:00:00.00,0.28959,0.0517351,0.5012,0,0.0808828,0,9482.44,2.43719e-20,37.2362,-0.00896757,0.0181902,9.93166,0.000800697,0.234167,0,0,0.000494231,-7.57663,18.7394,9541.6,10716.1,1175.35,-2.72848e-11
10252,2009-10-26,00:00:00.00,2.38571,0.0649246,0.506764,0,0.137856,0,9482.77,4.77077e-18,39.0143,0.0513937,0.0444837,9.93607,0.000166771,0.269192,0,0,0.000401303,-7.57663,18.8163,9543.97,10718.5,1175.43,-2.91038e-11
10253,2009-10-27,00:00:00.00,0.0960147,0.112276,0.510492,0,0.0931696,0,9483.05,7.55681e-19,38.8481,0.016375,0.0315515,9.93634,0,0.380143,0,0,0.000325848,-7.57663,18.796,9544.09,10718.8,1175.52,-3.63798e-11
10254,2009-10-28,00:00:00.00,1.79012,0.0956594,0.501017,0,0.1147,0,9483.42,1.8153e-18,40.2386,0.0335542,0.0392643,9.93885,0.00102083,0.355225,0,0,0.00026458,-7.57663,18.8345,9545.9,10720.6,1175.6,-3.63798e-11
10255,2009-10-29,00:00:00.00,7.75356,0.494739,0.596695,0,0.338787,0,9483.73,4.89465e-18,46.6883,0.216931,0.0851038,9.94662,0,0.820719,0,0,0.000214832,-7.57663,19.0812,9553.92,10728.9,1175.82,-3.81988e-11
10256,2009-10-30,00:00:00.00,0.159508,0.784305,0.653679,0,0.151356,0,9483.99,-6.41383e-35,46.6301,0.083615,0.0619145,9.95653,0,1.56056,0,0,0.000174438,-7.57663,19.0587,9554.57,10729.8,1176.12,-4.00178e-11
10257,2009-10-31,00:00:00.00,0,0.0484058,0.595214,0,0.110385,0,9484.17,5.50724e-51,46.475,0.0336169,0.0282743,9.95663,0,1.60584,0,0,0.000141639,-7.57663,19.0413,9554.44,10729.9,1176.3,-3.27418e-11
10258,2009-11-01,00:00:00.00,0.0152932,0.0326579,0.566006,0,0.108409,0,9484.41,1.55948e-19,46.5607,0.0331608,0.0238873,9.95674,0.0110495,1.23442,0,0,0.000115007,-7.57663,19.0415,9554.37,10729.9,1176.41,-3.45608e-11
10259,2009-11-02,00:00:00.00,0.158485,0.00304429,0.577332,0,0.129865,0,9484.78,1.40018e-18,46.6709,0.03173,0.146731,9.95872,0.0265408,0.675887,0,0,0.000646101,-7.57663,19.0224,9554.44,10730.1,1176.5,-3.81988e-11
10260,2009-11-03,00:00:00.00,0.127569,0.0441921,0.570468,0,0.0865892,0,9485.11,2.12648e-19,46.4759,0.0136184,0.1337,9.95875,0.000364115,0.744199,0,0,0.000524617,-7.57663,19.0074,9554.53,10730.3,1176.59,-3.09228e-11
10261,2009-11-04,00:00:00.00,0.000365738,0.00149613,0.58781,0,0.150181,0,9485.35,-1.4457e-36,46.2522,-0.0169448,0.000957776,9.95842,0,0.746032,0,0,0.000425976,-7.57663,18.9917,9554.45,10730.3,1176.67,-2.91038e-11
10262,2009-11-05,00:00:00.00,0.0124196,0.00662706,0.592367,0,0.0745763,0,9485.61,-1.88146e-22,46.0189,-0.021116,-0.00389723,9.95808,0,0.752191,0,0,0.000345881,-7.57663,18.9783,9554.38,10730.3,1176.75,-4.18368e-11
10263,2009-11-06,00:00:00.00,1.26596e-06,0.000503368,0.526776,0,0.0725966,0,9485.84,4.47865e-38,45.8023,-0.0249204,-0.00813212,9.95774,0,0.752692,0,0,0.000280847,-7.57663,18.966,9554.31,10730.3,1176.83,-5.27507e-11
10264,2009-11-07,00:00:00.00,0.0102394,0.00177836,0.49202,0,0.0840276,0,9486.16,-8.23257e-19,45.5468,-0.0234983,0.0421021,9.95744,0.013286,0.620058,0,0,0.00022804,-7.57663,18.9523,9554.27,10730.3,1176.88,-3.27418e-11
10265,2009-11-08,00:00:00.00,0.491042,0.200661,0.539342,0,0.14476,0,9486.57,7.70851e-19,45.342,-0.0190023,0.221174,9.97501,0.00937511,0.764652,0,0,0.000185163,-7.57663,18.9464,9554.91,10731,1176.93,-4.54747e-11
10266,2009-11-09,00:00:00.00,0.00628841,0.102259,0.584233,0,0.0959114,0,9486.83,-1.8556e-20,45.0964,-0.0258275,0.174612,9.97685,6.78279e-08,0.864743,0,0,0.000150347,-7.57663,18.9383,9554.96,10731.1,1176.99,-3.63798e-11
10267,2009-11-10,00:00:00.00,0.0202787,0.0952675,0.550994,0,0.0793493,0,9487.09,4.05253e-21,44.8765,-0.0276043,0.154916,9.97873,0,0.948246,0,0,0.000122078,-7.57663,18.932,9555.01,10731.2,1177.06,-3.09228e-11
10268,2009-11-11,00:00:00.00,0.000583941,0.00157337,0.584278,0,0.16633,0,9487.33,6.72341e-23,44.6443,-0.028521,-0.0396701,9.97838,7.73653e-06,0.949702,0,0,9.91243e-05,-7.57663,18.926,9554.93,10731.2,1177.13,-3.81988e-11
10269,2009-11-12,00:00:00.00,0.010566,0.0632171,0.601098,0,0.070889,0,9487.62,1.25956e-20,44.38,-0.0287219,-0.0412113,9.97976,0.000191664,1.00213,0,0,8.04864e-05,-7.57663,18.9203,9554.92,10731.3,1177.22,-3.45608e-11
10270,2009-11-13,00:00:00.00,0.0267795,0.10895,0.52471,0,0.0694535,0,9487.86,1.15335e-20,44.1725,-0.0290021,-0.042359,9.98137,0,1.10084,0,0,6.53528e-05,-7.57663,18.9154,9554.98,10731.4,1177.3,-3.81988e-11
10271,2009-11-14,00:00:00.00,0.00742745,0.019594,0.472333,0,0.0690905,0,9488.06,-1.99528e-37,43.9924,-0.029352,-0.0430489,9.98111,4.21945e-05,1.11942,0,0,5.30648e-05,-7.57663,18.9112,9554.95,10731.4,1177.35,-3.81988e-11
10272,2009-11-15,00:00:00.00,0,0.00311912,0.448143,0,0.0689556,0,9488.19,9.45137e-54,43.8598,-0.0295638,-0.0436123,9.98084,0,1.12233,0,0,4.30873e-05,-7.57663,18.9082,9554.93,10731.5,1177.38,-2.54659e-11
10273,2009-11-16,00:00:00.00,5.53701e-05,0.0321975,0.440051,0,0.0688522,0,9488.33,-2.12731e-70,43.7264,-0.0296897,-0.044036,9.98059,0,1.15421,0,0,3.49857e-05,-7.57663,18.9051,9554.95,10731.5,1177.39,-4.00178e-11
10274,2009-11-17,00:00:00.00,0,0.00798624,0.437698,0,0.0688105,0,9488.48,-1.49127e-88,43.5841,-0.0297946,-0.0444251,9.98044,0,1.1615,0,0,2.84075e-05,-7.57663,18.902,9554.96,10731.5,1177.39,-3.45608e-11
10275,2009-11-18,00:00:00.00,0.00234185,0.00241529,0.437885,0,0.0704839,0,9488.71,-2.26813e-19,43.422,-0.0278976,-0.0413092,9.98019,0.00136308,1.08111,0,0,2.30662e-05,-7.57663,18.901,9554.96,10731.5,1177.39,-4.54747e-11
10276,2009-11-19,00:00:00.00,0.0494531,0.0186977,0.443329,0,0.0752757,0,9489,-1.67288e-20,43.1588,-0.0285278,-0.0181349,9.98116,0.0208416,1.06976,0,0,1.87291e-05,-7.57663,18.8971,9555.03,10731.6,1177.4,-3.81988e-11
10277,2009-11-20,00:00:00.00,0.0081618,0.034909,0.445702,0,0.069071,0,9489.23,-8.72822e-23,42.9506,-0.0292528,-0.0184025,9.98157,0.000776873,1.11859,0,0,1.52076e-05,-7.57663,18.8925,9555.06,10731.6,1177.4,-3.63798e-11
10278,2009-11-21,00:00:00.00,0.000419892,0.00472111,0.441666,0,0.0693547,0,9489.41,-1.60877e-37,42.775,-0.0296581,-0.0195883,9.98134,0,1.12367,0,0,1.23481e-05,-7.57663,18.8889,9555.06,10731.6,1177.41,-2.00089e-11
10279,2009-11-22,00:00:00.00,0.00402681,0.00189976,0.440945,0,0.0714983,0,9489.65,3.85837e-20,42.5497,-0.029726,-0.00896814,9.98106,0.00815157,1.09539,0,0,1.00264e-05,-7.57663,18.8849,9555.07,10731.6,1177.41,-2.54659e-11
10280,2009-11-23,00:00:00.00,0.453262,0.107459,0.441752,0,0.0706488,0,9489.86,3.50063e-19,42.7893,-0.0279503,-0.00512133,9.98217,9.80297e-06,1.1973,0,0,8.14116e-06,-7.57663,18.8933,9555.62,10732.2,1177.42,-3.81988e-11
10281,2009-11-24,00:00:00.00,0.00132525,0.0172159,0.441185,0,0.0698527,0,9490.01,-1.03662e-35,42.643,-0.0290014,-0.00666378,9.98209,0,1.21324,0,0,6.61041e-06,-7.57663,18.8873,9555.64,10732.2,1177.42,-3.81988e-11
10282,2009-11-25,00:00:00.00,7.71683e-06,0.0177674,0.440595,0,0.0694188,0,9490.15,-8.43869e-54,42.5072,-0.0295776,-0.00781558,9.98212,0,1.22894,0,0,5.36748e-06,-7.57663,18.8835,9555.65,10732.2,1177.42,-2.54659e-11
10283,2009-11-26,00:00:00.00,0.0201689,0.0583413,0.440168,0,0.069103,0,9490.31,2.06158e-21,42.3781,-0.0298814,-0.00857304,9.98198,1.97041e-05,1.28242,0,0,4.35826e-06,-7.57663,18.8799,9555.73,10732.3,1177.42,-4.18368e-11
10284,2009-11-27,00:00:00.00,0.00170599,0.00620964,0.439667,0,0.0690154,0,9490.48,-1.97888e-21,42.2168,-0.0299009,-0.00914037,9.98178,8.20082e-05,1.28645,0,0,3.53879e-06,-7.57663,18.8763,9555.73,10732.3,1177.43,-3.45608e-11
10285,2009-11-28,00:00:00.00,0.0244131,0.00136488,0.441938,0,0.0723941,0,9490.71,3.35265e-19,42.0907,-0.0297503,0.00421863,9.9815,0.015037,1.16998,0,0,2.87341e-06,-7.57663,18.8732,9555.76,10732.3,1177.43,-3.45608e-11
10286,2009-11-29,00:00:00.00,1.56109,0.25661,0.447646,0,0.0833158,0,9490.9,1.14653e-19,43.3553,-0.000306905,0.00433521,9.98195,0.00254848,1.42936,0,0,2.33313e-06,-7.57663,18.9322,9557.56,10734.1,1177.44,-3.45608e-11
10287,2009-11-30,00:00:00.00,0.00828263,0.24803,0.453634,0,0.0811142,0,9491.04,2.84804e-35,43.236,-0.0143704,-0.0067256,9.98178,0,1.67843,0,0,1.89444e-06,-7.57663,18.9229,9557.8,10734.4,1177.46,-3.81988e-11
10288,2009-12-01,00:00:00.00,0.0166228,0.0172019,0.453144,0,0.0727706,0,9491.17,-1.88734e-19,43.1555,-0.0209588,-0.00697511,9.98157,0.000306363,1.67195,0,0,1.53824e-06,-7.57663,18.9164,9557.81,10734.4,1177.48,-4.00178e-11
10289,2009-12-02,00:00:00.00,0.529114,0.34888,0.465354,0,0.108549,0,9491.37,-1.32484e-18,43.4317,0.0233765,-0.00371153,9.98864,0.00513493,1.87355,0,0,1.24901e-06,-7.57663,18.9704,9558.66,10735.3,1177.51,-2.36469e-11
10290,2009-12-03,00:00:00.00,0,0.630271,0.472805,0,0.0820687,0,9491.47,4.10368e-36,43.3488,-0.00216825,-0.00517843,9.99081,0,2.49546,0,0,1.01416e-06,-7.57663,18.964,9559.24,10735.9,1177.56,-2.00089e-11
10291,2009-12-04,00:00:00.00,0,0.301451,0.458176,0,0.0758122,0,9491.52,-8.09229e-53,43.3009,-0.0153808,-0.00646698,9.99061,0,2.79522,0,0,8.23474e-07,-7.57663,18.9608,9559.51,10736.2,1177.59,-3.81988e-11
10292,2009-12-05,00:00:00.00,0,0.0577124,0.447852,0,0.0723913,0,9491.56,4.1491e-69,43.2676,-0.0223933,-0.00711605,9.99038,0,2.85274,0,0,6.6864e-07,-7.57663,18.9592,9559.54,10736.3,1177.62,-2.00089e-11
10293,2009-12-06,00:00:00.00,0,2.28711,0.442004,0,0.0706391,0,9491.62,1.75883e-85,43.2391,-0.0261233,-0.00750918,9.99744,0,5.10554,0,0,5.42918e-07,-7.57663,18.9565,9561.82,10738.6,1177.63,-3.81988e-11
10294,2009-12-07,00:00:00.00,0,6.05737,0.438754,0,0.0696665,0,9491.71,6.7047e-102,43.1981,-0.0281152,-0.00764912,10.0075,0,11.1061,0,0,4.40836e-07,-7.57663,18.9537,9567.87,10744.6,1177.63,-1.27329e-11
10295,2009-12-08,00:00:00.00,0,1.452,0.436936,0,0.0692054,0,9491.73,3.46055e-118,43.1847,-0.0291864,-0.00778199,10.0092,0,12.5473,0,0,3.57947e-07,-7.57663,18.9531,9569.32,10746.1,1177.64,-3.09228e-11
10296,2009-12-09,00:00:00.00,0,0.11098,0.435943,0,0.0689386,0,9491.73,1.71258e-134,43.1847,-0.0297695,-0.00787213,10.009,0,12.6577,0,0,2.90644e-07,-7.57663,18.9531,9569.43,10746.2,1177.64,-3.63798e-11
10297,2009-12-10,00:00:00.00,0,0.0058691,0.43539,0,0.0688044,0,9491.73,9.36536e-151,43.1847,-0.0300937,-0.00795585,10.0087,0,12.6636,0,0,2.35995e-07,-7.57663,18.9531,9569.43,10746.2,1177.64,-3.45608e-11
10298,2009-12-11,00:00:00.00,0,0.758896,0.43508,0,0.0687275,0,9491.74,5.04863e-167,43.1847,-0.0302801,-0.00802588,10.0085,0,13.419,0,0,1.91622e-07,-7.57663,18.9531,9570.19,10747,1177.64,-3.63798e-11
10299,2009-12-12,00:00:00.00,0,0.333313,0.434898,0,0.0686871,0,9491.75,2.79395e-183,43.1765,-0.0303931,-0.0080915,10.0083,0,13.7503,0,0,1.55592e-07,-7.57663,18.9524,9570.52,10747.3,1177.64,-2.36469e-11
10300,2009-12-13,00:00:00.00,0,0.467322,0.434786,0,0.0686626,0,9491.76,1.53978e-199,43.1604,-0.0304665,-0.00815026,10.0081,0,14.217,0,0,1.26337e-07,-7.57663,18.9513,9570.99,10747.8,1177.64,-4.36557e-11
10301,2009-12-14,00:00:00.00,0,2.84076,0.434722,0,0.0686603,0,9491.79,8.54176e-216,43.1593,-0.0305186,-0.00820613,10.0131,0,17.0304,0,0,1.02582e-07,-7.57663,18.9513,9573.83,10750.6,1177.64,-4.00178e-11
10302,2009-12-15,00:00:00.00,0,2.38056,0.434695,0,0.0686604,0,9491.81,4.73317e-232,43.1593,-0.0305587,-0.00825706,10.0178,0,19.3862,0,0,8.32941e-08,-7.57663,18.9513,9576.21,10753,1177.65,-4.18368e-11
10303,2009-12-16,00:00:00.00,0,0.47677,0.434686,0,0.0686595,0,9491.82,2.62703e-248,43.1593,-0.0305921,-0.00830616,10.0208,0,19.8486,0,0,6.76326e-08,-7.57663,18.9513,9576.69,10753.5,1177.65,-4.54747e-11
10304,2009-12-17,00:00:00.00,0,0.0340761,0.434677,0,0.0686537,0,9491.82,1.45765e-264,43.1556,-0.0306214,-0.00835096,10.0206,0,19.8816,0,0,5.49159e-08,-7.57663,18.9506,9576.72,10753.5,1177.65,-4.36557e-11
10305,2009-12-18,00:00:00.00,0.00621491,0.181033,0.434674,0,0.0686641,0,9491.9,8.09127e-281,43.0889,-0.0306214,-0.00839019,10.0207,0.0196535,20.0437,0,0,4.45903e-08,-7.57663,18.9463,9576.91,10753.7,1177.65,-2.54659e-11
10306,2009-12-19,00:00:00.00,0.0036085,0.0263411,0.434676,0,0.0686613,0,9492.01,1.35928e-21,43.0566,-0.030645,-0.00841761,10.0207,0.0579177,19.9582,0,0,3.62062e-08,-7.57663,18.9411,9576.94,10753.7,1177.65,-2.36469e-11
10307,2009-12-20,00:00:00.00,0,0.0221022,0.434659,0,0.0686497,0,9492.08,1.26748e-38,42.9931,-0.0306809,-0.0084567,10.0204,0,20.0375,0,0,2.93985e-08,-7.57663,18.9377,9576.96,10753.7,1177.65,-2.36469e-11
10308,2009-12-21,00:00:00.00,0.0103163,0.452622,0.434629,0,0.0686426,0,9492.19,2.11078e-55,42.8949,-0.0307095,-0.00849204,10.0202,0.0139906,20.4798,0,0,2.38708e-08,-7.57663,18.9331,9577.42,10754.2,1177.65,-3.45608e-11
10309,2009-12-22,00:00:00.00,0.000561438,2.66546,0.434601,0,0.06864,0,9492.25,-9.76433e-72,42.8447,-0.0307342,-0.00852712,10.0205,0.000416317,23.1525,0,0,1.93825e-08,-7.57663,18.9309,9580.09,10756.9,1177.65,-2.91038e-11
10310,2009-12-23,00:00:00.00,0.00329562,3.41794,0.434577,0,0.068636,0,9492.3,0,42.8069,-0.0307563,-0.00855866,10.0206,0.00284061,26.5622,0,0,1.57381e-08,-7.57663,18.9291,9583.51,10760.3,1177.65,-2.18279e-11
10311,2009-12-24,00:00:00.00,0,1.48146,0.434558,0,0.0686348,0,9492.35,0,42.7618,-0.0307768,-0.0085902,10.0209,3.73755e-05,28.0409,0,0,1.27789e-08,-7.57663,18.9275,9584.99,10761.8,1177.65,-3.81988e-11
10312,2009-12-25,00:00:00.00,0,2.80153,0.434543,0,0.0686322,0,9492.37,0,42.751,-0.0307961,-0.00861839,10.0214,0,30.8333,0,0,1.03761e-08,-7.57663,18.9272,9587.79,10764.6,1177.65,-2.36469e-11
10313,2009-12-26,00:00:00.00,0,0.0339928,0.434528,0,0.0686303,0,9492.37,0,42.7508,-0.0308143,-0.00864678,10.0212,0,30.8669,0,0,8.42516e-09,-7.57663,18.9272,9587.82,10764.6,1177.65,-2.91038e-11
10314,2009-12-27,00:00:00.00,0,0.00925475,0.434514,0,0.0686266,0,9492.38,0,42.7429,-0.0308318,-0.00867204,10.0208,0,30.876,0,0,6.84101e-09,-7.57663,18.9264,9587.83,10764.6,1177.65,-2.18279e-11
10315,2009-12-28,00:00:00.00,0,0.0572318,0.434498,0,0.0686246,0,9492.38,0,42.7396,-0.0308484,-0.00869761,10.0205,0,30.9332,0,0,5.55472e-09,-7.57663,18.9258,9587.89,10764.7,1177.65,-1.81899e-11
10316,2009-12-29,00:00:00.00,0,0.0161578,0.434483,0,0.068621,0,9492.39,0,42.7335,-0.0308644,-0.00872026,10.0201,0,30.9493,0,0,4.51029e-09,-7.57663,18.9249,9587.9,10764.7,1177.65,-2.36469e-11
10317,2009-12-30,00:00:00.00,0,0.010926,0.434467,0,0.0686191,0,9492.41,0,42.7153,-0.0308797,-0.00874332,10.0198,0,30.96,0,0,3.66224e-09,-7.57663,18.9234,9587.91,10764.7,1177.65,-2.72848e-11
10318,2009-12-31,00:00:00.00,0,0.0202977,0.434451,0,0.0686159,0,9492.43,0,42.6908,-0.0308944,-0.00876366,10.0196,0,30.9793,0,0,2.97364e-09,-7.57663,18.9223,9587.93,10764.7,1177.65,-2.54659e-11
10319,2010-01-01,00:00:00.00,0,1.89893,0.434437,0,0.0686148,0,9492.44,0,42.6859,-0.0309085,-0.00878447,10.0196,0,32.8733,0,0,2.41452e-09,-7.57663,18.922,9589.83,10766.6,1177.65,-2.54659e-11
10320,2010-01-02,00:00:00.00,0,2.59528,0.434424,0,0.0686121,0,9492.45,0,42.6858,-0.0309221,-0.00880276,10.0196,0,35.4595,0,0,1.96053e-09,-7.57663,18.922,9592.43,10769.2,1177.65,-1.63709e-11
10321,2010-01-03,00:00:00.00,0,0.261491,0.434412,0,0.0686114,0,9492.46,0,42.6793,-0.0309351,-0.00882155,10.0199,0,35.7164,0,0,1.5919e-09,-7.57663,18.9212,9592.69,10769.5,1177.65,-1.81899e-11
10322,2010-01-04,00:00:00.00,0,0.167851,0.434401,0,0.0686096,0,9492.56,0,42.597,-0.0309475,-0.00883801,10.0206,0,35.877,0,0,1.29258e-09,-7.57663,18.9177,9592.86,10769.7,1177.65,-2.72848e-11
10323,2010-01-05,00:00:00.00,0,0.118569,0.434392,0,0.0686095,0,9492.57,0,42.5896,-0.0309595,-0.00885499,10.0208,0,35.9916,0,0,1.04954e-09,-7.57663,18.9164,9592.97,10769.8,1177.65,-2.18279e-11
10324,2010-01-06,00:00:00.00,0,2.27591,0.434396,0,0.0686209,0,9492.62,0,42.5656,-0.030971,-0.00886983,10.0273,0,38.2363,0,0,8.52201e-10,-7.57663,18.9154,9595.25,10772,1177.65,-3.27418e-11
10325,2010-01-07,00:00:00.00,0,6.97713,0.434415,0,0.068628,0,9492.66,0,42.5475,-0.030982,-0.00888517,10.0307,0,45.1894,0,0,6.91965e-10,-7.57663,18.9149,9602.23,10779,1177.65,-3.81988e-11
10326,2010-01-08,00:00:00.00,0,0.240001,0.434431,0,0.0686252,0,9492.66,0,42.5474,-0.0309926,-0.00889856,10.0304,0,45.4286,0,0,5.61858e-10,-7.57663,18.9149,9602.47,10779.3,1177.65,-3.63798e-11
10327,2010-01-09,00:00:00.00,0,0.128288,0.434438,0,0.0686236,0,9492.66,0,42.5473,-0.0310028,-0.00891245,10.0301,0,45.5567,0,0,4.56214e-10,-7.57663,18.9149,9602.59,10779.4,1177.65,-3.63798e-11
10328,2010-01-10,00:00:00.00,0,0.0033746,0.434438,0,0.0686205,0,9492.67,0,42.5367,-0.0310126,-0.00892454,10.0297,0,45.56,0,0,3.70434e-10,-7.57663,18.9134,9602.6,10779.4,1177.66,-4.00178e-11
10329,2010-01-11,00:00:00.00,0,0.0079281,0.434432,0,0.0686188,0,9492.73,0,42.4825,-0.0310219,-0.0089371,10.0295,0,45.5673,0,0,3.00783e-10,-7.57663,18.9109,9602.6,10779.4,1177.66,-2.54659e-11
10330,2010-01-12,00:00:00.00,7.62079e-07,0.00358147,0.434424,0,0.0686158,0,9492.85,0,42.3659,-0.0310309,-0.00894803,10.0291,0.000615925,45.5699,0,0,2.44228e-10,-7.57663,18.9074,9602.61,10779.4,1177.66,-3.81988e-11
10331,2010-01-13,00:00:00.00,0.0003828,0.0159633,0.434482,0,0.0686962,0,9492.94,3.90306e-20,42.2762,-0.0309946,-0.00870755,10.0288,0.0297777,45.5549,0,0,1.98307e-10,-7.57663,18.9044,9602.62,10779.4,1177.66,-2.91038e-11
10332,2010-01-14,00:00:00.00,0.0228247,0.00587544,0.447885,0,0.105688,0,9493.07,4.34022e-19,42.9889,0.0123972,0.0118689,10.0288,0.707974,43.8671,0,0,1.6102e-10,-7.57663,18.9634,9602.63,10779.5,1177.68,-3.09228e-11
10333,2010-01-15,00:00:00.00,0.0123632,0.0140178,0.473436,0,0.137775,0,9493.23,-1.38676e-18,42.9639,0.0388764,0.0206705,10.0289,0.39855,43.851,0,0,1.30744e-10,-7.57663,19.006,9602.57,10779.5,1177.76,-3.81988e-11
10334,2010-01-16,00:00:00.00,0.00970583,0.0420268,0.490022,0,0.142567,0,9493.36,-1.95328e-18,42.974,0.0372999,0.00868938,10.0293,0.205865,43.7917,0,0,1.06161e-10,-7.57663,19.0402,9602.5,10779.5,1177.89,-2.00089e-11
10335,2010-01-17,00:00:00.00,0.0233108,0.0585485,0.490637,0,0.141948,0,9493.47,1.53029e-18,43.2685,0.0398509,0.0116129,10.0302,0.494582,42.983,0,0,8.61997e-11,-7.57663,19.0778,9602.43,10779.6,1178.04,-2.91038e-11
10336,2010-01-18,00:00:00.00,0.0123612,0.0244743,0.482319,0,0.118582,0,9493.64,-5.43562e-19,43.1901,0.0180881,0.000348191,10.0301,0.217189,43.1334,0,0,6.99919e-11,-7.57663,19.089,9602.34,10779.7,1178.17,-2.36469e-11
10337,2010-01-19,00:00:00.00,0,0.0217106,0.467135,0,0.0817668,0,9493.75,8.77589e-37,43.0859,-0.0066512,-0.000940074,10.0298,0.00495394,43.3666,0,0,5.68316e-11,-7.57663,19.0839,9602.28,10779.7,1178.25,-2.54659e-11
10338,2010-01-20,00:00:00.00,0.00305687,0.0147915,0.461834,0,0.11795,0,9493.87,-1.46995e-18,43.0657,0.0220648,-0.00282505,10.0297,0.118711,43.0123,0,0,4.61458e-11,-7.57663,19.1122,9602.23,10779.7,1178.31,-3.81988e-11
10339,2010-01-21,00:00:00.00,6.57478e-06,0.00585392,0.458976,0,0.0822828,0,9493.99,1.83404e-36,42.9498,-0.00504605,-0.00309248,10.0295,0.0116523,43.1242,0,0,3.74692e-11,-7.57663,19.1074,9602.17,10779.7,1178.38,-2.54659e-11
10340,2010-01-22,00:00:00.00,0.000386624,0.0295481,0.446826,0,0.0747697,0,9494.11,7.58604e-53,42.8415,-0.0171333,-0.00326326,10.0291,0.00593595,43.1595,0,0,3.0424e-11,-7.57663,19.1023,9602.17,10779.7,1178.41,-2.91038e-11
10341,2010-01-23,00:00:00.00,0,0.0666067,0.44092,0,0.0718784,0,9494.19,4.18418e-69,42.7613,-0.023593,-0.00338051,10.0288,0,43.2319,0,0,2.47035e-11,-7.57663,19.0994,9602.22,10779.8,1178.43,-2.18279e-11
10342,2010-01-24,00:00:00.00,0,5.67157,0.437935,0,0.0703313,0,9494.27,9.75735e-86,42.6964,-0.0270206,-0.00342754,10.0317,0,48.8827,0,0,2.00586e-11,-7.57663,19.0977,9607.88,10785.5,1178.44,-2.18279e-11
10343,2010-01-25,00:00:00.00,0,11.7319,0.436327,0,0.0695277,0,9494.35,6.1788e-102,42.6486,-0.0288425,-0.00345695,10.0351,0,60.5806,0,0,1.62871e-11,-7.57663,19.0964,9619.61,10797.2,1178.44,-4.00178e-11
10344,2010-01-26,00:00:00.00,0,1.6969,0.435457,0,0.0690974,0,9494.42,1.46617e-118,42.5885,-0.0298139,-0.00347809,10.035,0,62.2706,0,0,1.32247e-11,-7.57663,19.0946,9621.3,10798.9,1178.44,-3.45608e-11
10345,2010-01-27,00:00:00.00,0,0.133256,0.434977,0,0.0688674,0,9494.45,9.46834e-135,42.5622,-0.0303346,-0.00349313,10.0347,0,62.4032,0,0,1.07381e-11,-7.57663,19.093,9621.44,10799,1178.45,-3.81988e-11
10346,2010-01-28,00:00:00.00,0,0.119637,0.434708,0,0.0687447,0,9494.46,2.25183e-151,42.5489,-0.0306165,-0.00350472,10.0344,0,62.5224,0,0,8.71906e-12,-7.57663,19.0922,9621.55,10799.1,1178.45,-3.27418e-11
10347,2010-01-29,00:00:00.00,0,0.00470311,0.434554,0,0.0686785,0,9494.47,1.45783e-167,42.5458,-0.0307716,-0.00351405,10.0341,0,62.527,0,0,7.07965e-12,-7.57663,19.0917,9621.56,10799.2,1178.45,-2.72848e-11
10348,2010-01-30,00:00:00.00,0,0.0156466,0.434463,0,0.0686422,0,9494.48,3.46812e-184,42.5354,-0.0308594,-0.0035215,10.0338,0,62.5426,0,0,5.7485e-12,-7.57663,19.0899,9621.57,10799.2,1178.45,-2.72848e-11
10349,2010-01-31,00:00:00.00,0,0.0280157,0.434407,0,0.0686219,0,9494.52,2.24596e-200,42.5005,-0.0309114,-0.00352811,10.0335,0,62.5703,0,0,4.66763e-12,-7.57663,19.0875,9621.6,10799.2,1178.45,-2.72848e-11
