,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,DisableHRUs,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
3683,1991-10,0,21.9919,195.331,6.44169,0,0,0,0.065823,0,0,0,3.79765,14.4874,61.9555,21.409,0,0,0,0,0,0,0,0,
3713,1991-11,0,21.9978,196.82,6.33515,0,0.133904,0,0.687619,0,0,0,3.88365,14.3855,62.2133,21.4629,0,0,0,0,0,0,0,0,
3744,1991-12,0,22.0988,198.577,6.29976,0,0.670991,0,0.695435,0,0,0,3.90543,14.3947,62.7506,21.4519,0,0,0,0,0,0,0,0,
3775,1992-01,0,22.0245,198.589,6.22731,0,0.396892,0,0.127472,0,0,0,3.80885,14.3243,62.7197,21.3781,0,0,0,0,0,0,0,0,
3804,1992-02,0,22.012,198.979,6.1858,0,0.819585,0,0.169202,0,0,0,3.82414,14.2486,62.9193,21.3276,0,0,0,0,0,0,0,0,
3835,1992-03,0,21.9605,199.167,6.12212,0,0.146887,0,0.116632,0,0,0,3.79401,14.1614,62.9399,21.3661,0,0,0,0,0,0,0,0,
3865,1992-04,0,21.6686,198.29,5.90707,0,0.369301,0,0.174288,0,0,0,3.75147,13.8635,62.2915,21.4305,0,0,0,0,0,0,0,0,
3896,1992-05,0,21.083,194.765,5.60914,0,0.017111,0,0.0631136,0,0,0,3.64035,13.4539,60.6395,21.0456,0,0,0,0,0,0,0,0,
3926,1992-06,0,20.9938,194.925,5.51116,0,0.266709,0,0.119494,0,0,0,3.67298,13.4583,60.1836,20.8171,0,0,0,0,0,0,0,0,
3957,1992-07,0,22.2412,204.518,5.98868,0,0.503027,0,0.173974,0,0,0,3.93112,14.4298,63.2168,21.8529,0,0,0,0,0,0,0,0,
3988,1992-08,0,21.9602,203.38,5.80389,0,0.0537436,0.000213495,0.129013,0,0,0,3.73699,14.2138,62.5955,21.7966,0,0,0,0,0,0,0,0,
4018,1992-09,0,21.7902,203.048,5.66517,0,0.199137,0,0.142591,0,0,0,3.69118,14.0517,62.2741,21.7023,0,0,0,0,0,0,0,0,
4049,1992-10,0,21.7495,203.11,5.62137,0,0.711462,0,0.319869,0,0,0,3.75001,13.9696,62.2606,21.6852,0,0,0,0,0,0,0,0,
4079,1992-11,0,21.9463,204.137,5.73338,0,1.01526,0.000979785,1.44886,0,0,0,3.97682,14.0901,62.6457,21.812,0,0,0,0,0,0,0,0,
4110,1992-12,0,21.8734,204.015,5.67231,0,0.569393,0,0.667245,0,0,0,3.81905,14.0539,62.5954,21.7045,0,0,0,0,0,0,0,0,
4141,1993-01,0,21.8306,203.798,5.64751,0,0.398374,0.000662914,0.157196,0,0,0,3.75578,14.0319,62.5223,21.6618,0,0,0,0,0,0,0,0,
4169,1993-02,0,21.7743,203.365,5.62598,0,0.219798,0,0,0,0,0,3.72845,14,62.3546,21.6307,0,0,0,0,0,0,0,0,
4200,1993-03,0,22.2229,204.598,5.96499,0,0.331699,0.136992,0.567074,0,0,0,3.97744,14.4622,63.0136,21.7137,0,0,0,0,0,0,0,0,
4230,1993-04,0,22.4802,206.326,6.08241,0,1.02968,0.00808568,0.0870945,0,0,0,3.86227,14.5503,63.9565,22.4571,0,0,0,0,0,0,0,0,
4261,1993-05,0,22.1164,204.801,5.84704,0,0.4335,0,0.0721145,0,0,0,3.72713,14.1173,63.4476,22.5703,0,0,0,0,0,0,0,0,
4291,1993-06,0,22.163,205.603,5.83148,0,0.335781,0,0.100858,0,0,0,3.68277,14.0699,63.9316,22.5868,0,0,0,0,0,0,0,0,
4322,1993-07,0,23.3784,206.698,6.91939,0,0.54383,0.246059,0.286525,0,0,0,4.14635,15.4809,65.4702,22.7168,0,0,0,0,0,0,0,0,
4353,1993-08,0,23.9902,205.299,7.61422,0,0.189471,0.0291573,0.14765,0,0,0,4.3002,16.4133,65.6837,22.5593,0,0,0,0,0,0,0,0,
4383,1993-09,0,24.0808,206.495,7.61121,0,0.838642,0.0053283,0.230267,0,0,0,4.26891,16.3744,66.3181,22.6913,0,0,0,0,0,0,0,0,
4414,1993-10,0,23.7193,206.119,7.29136,0,0.0689356,0,0.0899863,0,0,0,4.05334,15.9255,66.0324,22.6987,0,0,0,0,0,0,0,0,
4444,1993-11,0,23.6118,206.463,7.16191,0,0.448938,0,0.501996,0,0,0,4.08091,15.7149,66.0956,22.72,0,0,0,0,0,0,0,0,
4475,1993-12,0,23.6765,207.05,7.17997,0,1.17663,0.0012396,1.11851,0,0,0,4.14132,15.715,66.3395,22.8335,0,0,0,0,0,0,0,0,
4506,1994-01,0,23.5667,206.748,7.09691,0,0.782441,0.00072473,0.174746,0,0,0,3.99393,15.6426,66.1879,22.7254,0,0,0,0,0,0,0,0,
4534,1994-02,0,23.4923,206.408,7.05102,0,0.626171,0.000576308,0,0,0,0,3.94411,15.5826,66.0586,22.6595,0,0,0,0,0,0,0,0,
4565,1994-03,0,24.0851,206.734,7.59737,0,1.06663,0.0475623,0.327178,0,0,0,4.35673,16.2233,66.7156,22.7826,0,0,0,0,0,0,0,0,
4595,1994-04,0,23.7892,205.31,7.41982,0,0.829072,0.00672912,0.213053,0,0,0,4.11776,15.9671,66.1991,22.7334,0,0,0,0,0,0,0,0,
4626,1994-05,0,23.3708,204.403,7.08526,0,0.352179,0.0102574,0.126268,0,0,0,3.96583,15.4564,65.7734,22.6396,0,0,0,0,0,0,0,0,
4656,1994-06,0,23.4506,204.241,7.17427,0,4.76286e-05,0.0262465,0.0934527,0,0,0,4.09141,15.6301,65.5709,22.4666,0,0,0,0,0,0,0,0,
4687,1994-07,0,22.4549,200.018,6.53402,0,0,0,0,0,0,0,3.90221,14.7647,63.2993,21.9122,0,0,0,0,0,0,0,0,
4718,1994-08,0,21.2379,193.97,5.81825,0,0,0,0.0223494,0,0,0,3.72692,13.826,60.0475,21.2154,0,0,0,0,0,0,0,0,
4748,1994-09,0,20.5805,189.978,5.48637,0,0,0,0.0403098,0,0,0,3.64849,13.3397,58.2663,20.7129,0,0,0,0,0,0,0,0,
4779,1994-10,0,21.015,195.733,5.47056,0,1.01518,0,0.507944,0,0,0,3.73901,13.4775,59.9847,21.1468,0,0,0,0,0,0,0,0,
4809,1994-11,0,21.2244,198.62,5.45439,0,0.629554,0,0.259727,0,0,0,3.70083,13.5491,60.8615,21.4185,0,0,0,0,0,0,0,0,
4840,1994-12,0,21.3594,199.971,5.48247,0,1.08992,0.000797682,1.07327,0,0,0,3.80341,13.6052,61.2465,21.5744,0,0,0,0,0,0,0,0,
4871,1995-01,0,21.4228,201.334,5.44069,0,1.17783,0,0.141906,0,0,0,3.66481,13.641,61.6635,21.5713,0,0,0,0,0,0,0,0,
