time,date,hour,precip [mm/day],sub113496 [m3/s],sub113500 [m3/s],sub113518 [m3/s],sub113637 [m3/s],sub113637 (observed) [m3/s],sub113827 [m3/s],sub113827 (observed) [m3/s],sub113850 [m3/s],sub113850 (observed) [m3/s],sub113884 [m3/s],sub113884 (observed) [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub113991 (observed) [m3/s],sub114036 [m3/s],sub114036 (observed) [m3/s],sub114115 [m3/s],sub114115 (observed) [m3/s],sub114119 [m3/s],sub114119 (observed) [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114261 (observed) [m3/s],sub114285 [m3/s],sub114285 (observed) [m3/s],sub114383 [m3/s],sub114428 [m3/s],sub114428 (observed) [m3/s]
2234,1987-11-13,00:00:00.00,0.0196917,0.0253816,0.186312,0.211595,0.00619634,,0.012446,,0.0154564,0.360473,0.0064856,0.0546514,0.000472274,0.00184409,,0.0562551,,0.0291049,,0.00361439,,7.16451e-05,0.00043259,,0.000441438,,0.000931917,0.00596834,
2235,1987-11-14,00:00:00.00,0.0122654,0.0363552,0.177197,0.204354,0.00592122,,0.0119478,,0.0147913,0.356225,0.00622474,0.0603148,0.000439084,0.00172966,,0.0529356,,0.0270442,,0.00346971,,6.87772e-05,0.000415192,,0.000423391,,0.000890448,0.00567699,
2236,1987-11-15,00:00:00.00,0.0814981,0.0767183,0.461878,0.409917,0.00565488,,0.0114774,,0.0141674,0.369251,0.00597505,0.0603148,0.000416446,0.00162917,,0.0498416,,0.0251851,,0.00319192,,6.6024e-05,0.000400474,,0.00040609,,0.000849153,0.00542087,
2237,1987-11-16,00:00:00.00,0.26338,0.0655976,0.498168,0.505093,0.00544713,,0.0110164,,0.0135758,0.322528,0.00573565,0.0574831,0.000388662,0.00152872,,0.0471007,,0.0234075,,0.00306415,,6.33811e-05,0.000385387,,0.000389502,,0.000818746,0.00518833,
2238,1987-11-17,00:00:00.00,0.0506977,0.0865965,0.209668,0.310073,0.00532224,,0.0114904,,0.0130246,0.288548,0.00551577,0.0603148,0.000389016,0.00144068,,0.044754,,0.0218039,,0.00281884,,6.0844e-05,0.000368898,,0.000373599,,0.000794995,0.00497266,
2239,1987-11-18,00:00:00.00,3.56039,0.0871232,0.168157,0.215112,0.00516595,,0.012571,,0.0124948,0.254568,0.0053035,0.0518197,0.00044346,0.00135239,,0.0427891,,0.0202698,,0.002706,,5.84085e-05,0.000352618,,0.000358351,,0.000761671,0.00476996,
2240,1987-11-19,00:00:00.00,0.396878,0.0118122,0.11991,0.167571,0.00491027,,0.0122092,,0.0119708,0.275806,0.0050863,0.0518197,0.000447664,0.00127517,,0.0414569,,0.0188858,,0.00248936,,5.60704e-05,0.000337512,,0.000343731,,0.000719329,0.00457734,
2241,1987-11-20,00:00:00.00,0.0130083,0.010335,0.0869582,0.13115,0.00462611,,0.0108282,,0.0114718,0.254568,0.00487723,0.0489881,0.000374246,0.00119751,,0.0406587,,0.0175613,,0.00238971,,5.38259e-05,0.000323275,,0.000329712,,0.000684137,0.00439297,
2242,1987-11-21,00:00:00.00,0.0167926,0.00893352,0.0759082,0.113389,0.00437256,,0.00975555,,0.0109965,0.254568,0.0046791,0.0518197,0.000331226,0.00112972,,0.039774,,0.0163663,,0.0021984,,5.16713e-05,0.000309806,,0.00031627,,0.000651728,0.00421622,
2243,1987-11-22,00:00:00.00,0.00113167,0.0134673,0.109691,0.134033,0.00415334,,0.00901918,,0.0105429,0.275806,0.00449026,0.0546514,0.000299988,0.00106136,,0.0479323,,0.0152221,,0.00211039,,4.96029e-05,0.000297095,,0.000303381,,0.000698828,0.00404677,
2244,1987-11-23,00:00:00.00,0.0229707,0.0134751,0.11304,0.144456,0.00471171,,0.00854484,,0.0290966,0.318281,0.00431035,0.0574831,0.000478825,0.0010243,,0.164376,,0.0141897,,0.00194144,,4.76229e-05,0.00840237,,0.0002928,,0.00239848,0.00528539,
2245,1987-11-24,00:00:00.00,0.0719461,0.0183723,0.0762366,0.11959,0.00668106,,0.0114836,,0.0386503,0.297043,0.00414403,0.0577663,0.00575158,0.000997457,,0.252981,,0.0132008,,0.00186372,,4.57231e-05,0.0188988,,0.000283531,,0.00523583,0.0123674,
2246,1987-11-25,00:00:00.00,0.128818,0.0187054,0.0696121,0.104857,0.00841333,,0.0170711,,0.0243465,0.254568,0.00398338,0.0577663,0.0233165,0.000956242,,0.213181,,0.0123085,,0.00171452,,4.38938e-05,0.0211956,,0.00027341,,0.00472303,0.0300014,
2247,1987-11-26,00:00:00.00,0.0165679,0.00953156,0.0624242,0.0957326,0.00815058,,0.0172997,,0.0167688,0.254568,0.00382105,0.0577663,0.0252535,0.000902492,,0.163895,,0.0114534,,0.00164588,,4.21367e-05,0.0187784,,0.000263028,,0.00238537,0.0560088,
2248,1987-11-27,00:00:00.00,0.12987,0.00931957,0.0572598,0.0895892,0.00657825,,0.0130886,,0.0128669,0.254568,0.00366445,0.0577663,0.0110334,0.000855034,,0.111953,,0.0106818,,0.00151412,,4.045e-05,0.0131194,,0.000252563,,0.00146513,0.0788622,
2249,1987-11-28,00:00:00.00,0.0166847,0.0090478,0.0547935,0.0859147,0.00508016,,0.00999994,,0.0106365,0.254568,0.00351557,0.0521029,0.00567837,0.000806806,,0.074147,,0.00994202,,0.00145351,,3.88308e-05,0.0075624,,0.00024233,,0.00101154,0.086593,
2250,1987-11-29,00:00:00.00,0.0058915,0.00892537,0.0530551,0.0834774,0.00410281,,0.00821136,,0.00929918,0.254568,0.00337362,0.0492712,0.00311392,0.000763932,,0.0514353,,0.00927449,,0.00133714,,3.72764e-05,0.00413004,,0.000232483,,0.000761003,0.0771932,
2251,1987-11-30,00:00:00.00,0.00819632,0.00879255,0.051511,0.0814145,0.00351567,,0.00714646,,0.00844165,0.254568,0.00323792,0.0464396,0.00175028,0.000720069,,0.0385035,,0.00863413,,0.00128362,,3.57843e-05,0.00228443,,0.000223037,,0.000619267,0.0582415,
2252,1987-12-01,00:00:00.00,0.00835871,0.00865642,0.0501071,0.0795233,0.00314737,,0.00646984,,0.0078442,0.254568,0.00310796,0.0436079,0.00102454,0.000681837,,0.0310282,,0.00805632,,0.00118085,,3.43518e-05,0.00130316,,0.000213978,,0.000534994,0.0388663,
2253,1987-12-02,00:00:00.00,0.00703981,0.00855994,0.0489295,0.0778573,0.00289764,,0.00600358,,0.00739059,0.254568,0.00298337,0.0379445,0.000635237,0.000642969,,0.0265099,,0.00750177,,0.00113358,,3.29768e-05,0.000779774,,0.00020529,,0.000482045,0.024054,
2254,1987-12-03,00:00:00.00,0.2315,0.00960096,0.0508424,0.0785613,0.00271308,,0.00565315,,0.00701863,0.254568,0.00286385,0.0407762,0.000425771,0.000609463,,0.0236329,,0.00700138,,0.00104283,,3.16567e-05,0.000499014,,0.000196956,,0.000492429,0.0145026,
2255,1987-12-04,00:00:00.00,0.376998,0.0111063,0.0548757,0.0816063,0.003807,,0.00548957,,0.0150777,0.275806,0.00274916,0.0436079,0.000419245,0.000576964,,0.0224195,,0.00652092,,0.00100108,,3.039e-05,0.000346887,,0.000188965,,0.00121485,0.00892525,
2256,1987-12-05,00:00:00.00,0.063426,0.0119015,0.0571276,0.0838968,0.00670569,,0.00537307,,0.0200786,0.297043,0.00263908,0.0436079,0.00257865,0.000549017,,0.0214783,,0.00608736,,0.000920938,,2.91741e-05,0.000263017,,0.000181302,,0.00242869,0.00582494,
2257,1987-12-06,00:00:00.00,0.0328795,0.18098,1.00667,0.812283,0.0111972,,0.00511221,,0.0142582,0.318281,0.00253343,0.0464396,0.00968222,0.000518776,,0.0198096,,0.00567088,,0.000884073,,2.80064e-05,0.000215435,,0.000173954,,0.00228752,0.00412846,
2258,1987-12-07,00:00:00.00,0.019965,0.299705,1.62881,1.54661,0.0161781,,0.0048263,,0.010236,0.297043,0.00243384,0.0521029,0.0110131,0.00049199,,0.0183027,,0.00529505,,0.000813295,,2.68854e-05,0.000187206,,0.000166905,,0.00133549,0.00322002,
2259,1987-12-08,00:00:00.00,0.107599,0.996718,4.88075,4.06624,0.0166326,,0.00485364,,0.00799447,0.297043,0.00233878,0.0549346,0.00572806,0.000464623,,0.0169832,,0.00493385,,0.000780739,,2.58094e-05,0.000169343,,0.000160238,,0.000880018,0.00278286,
2260,1987-12-09,00:00:00.00,0.0978199,0.925454,5.15386,5.02056,0.0119953,,0.00516098,,0.00670273,0.297043,0.00224535,0.0580494,0.00318966,0.000440804,,0.0159928,,0.00460791,,0.000718234,,2.47765e-05,0.000221501,,0.000153844,,0.000636251,0.00261812,
2261,1987-12-10,00:00:00.00,0.166325,1.8243,10.9091,9.37935,0.00748942,,0.00505933,,0.00592511,0.254568,0.00215459,0.0608811,0.00180216,0.000416785,,0.0151174,,0.00429451,,0.000689483,,2.37847e-05,0.000251321,,0.000147621,,0.000658797,0.00255405,
2262,1987-12-11,00:00:00.00,0.295545,1.89163,12.1293,11.6755,0.00502206,,0.00458373,,0.0054189,0.212093,0.00206735,0.0580494,0.00145683,0.00039604,,0.0142214,,0.00401169,,0.000634284,,2.28326e-05,0.000200118,,0.000141649,,0.000837203,0.00245848,
2263,1987-12-12,00:00:00.00,0.456358,0.145087,3.57528,5.86018,0.00691048,,0.00417992,,0.00836162,0.105905,0.00199317,0.0580494,0.0020422,0.000379943,,0.0136793,,0.00373964,,0.000608894,,2.19204e-05,0.000702998,,0.000136031,,0.00212713,0.0047884,
2264,1987-12-13,00:00:00.00,1.69661,0.0335298,1.70982,2.45893,0.0132856,,0.00387646,,0.0140588,0.0846672,0.00193401,0.0608811,0.00595463,0.000376891,,0.0204305,,0.00349412,,0.000560146,,2.1045e-05,0.0014212,,0.000130695,,0.00423765,0.0104281,
2265,1987-12-14,00:00:00.00,3.20327,0.0190246,3.07142,2.7878,0.0158519,,0.00365017,,0.0141297,0.0634296,0.00186931,0.0552178,0.0200056,0.000367545,,0.0344009,,0.00325785,,0.000537724,,2.02029e-05,0.00176034,,0.000125503,,0.00357016,0.0146323,
2266,1987-12-15,00:00:00.00,0.72258,0.0191055,3.28731,3.2227,0.011785,,0.00346265,,0.00990602,0.042192,0.00179029,0.0495544,0.0204274,0.000349721,,0.0411498,,0.00304462,,0.000494674,,1.93942e-05,0.00178088,,0.000120482,,0.00159621,0.0149824,
2267,1987-12-16,00:00:00.00,0.0350495,0.0187648,0.543195,1.30122,0.00694147,,0.0032992,,0.00718755,0.042192,0.00170788,0.043891,0.007853,0.000331259,,0.0365802,,0.00283933,,0.000474873,,1.86179e-05,0.00134861,,0.000115626,,0.000973753,0.0134867,
2268,1987-12-17,00:00:00.00,0.036086,0.0186011,0.0916693,0.312556,0.00420933,,0.00315414,,0.00566638,0.042192,0.00163052,0.0382277,0.00421521,0.000315078,,0.0285006,,0.00265405,,0.000436855,,1.78726e-05,0.000823125,,0.000110952,,0.000638879,0.011558,
2269,1987-12-18,00:00:00.00,0.0408979,0.018515,0.0845405,0.128183,0.00288092,,0.00302118,,0.00478545,0.042192,0.0015597,0.0382277,0.0022863,0.000298565,,0.0221929,,0.00247559,,0.000419368,,1.71572e-05,0.000485515,,0.000106465,,0.000456602,0.00929008,
2270,1987-12-19,00:00:00.00,0.0534213,0.0184292,0.0813194,0.109999,0.00217278,,0.00289655,,0.00424683,0.042192,0.00149422,0.0382277,0.00126271,0.000284084,,0.0182463,,0.00231453,,0.000385793,,1.64704e-05,0.000302013,,0.000102161,,0.000355259,0.00689885,
2271,1987-12-20,00:00:00.00,0.120432,0.0183084,0.0789899,0.106675,0.00177094,,0.0027784,,0.00389251,0.042192,0.00143278,0.0385108,0.000718414,0.000269302,,0.0158733,,0.00215933,,0.00037035,,1.58111e-05,0.000203039,,9.80311e-05,,0.000297045,0.00482426,
2272,1987-12-21,00:00:00.00,0.0350604,0.0181382,0.0771263,0.104406,0.00153243,,0.00266584,,0.00363853,0.042192,0.00137456,0.0356792,0.000428237,0.00025633,,0.0143967,,0.00201925,,0.0003407,,1.51782e-05,0.000148899,,9.40692e-05,,0.000261792,0.00331524,
2273,1987-12-22,00:00:00.00,0.0402924,0.0179744,0.0755809,0.102485,0.00138151,,0.00255829,,0.00344045,0.0634296,0.00131909,0.0356792,0.000272531,0.000243087,,0.013408,,0.00188421,,0.000327062,,1.45706e-05,0.000118573,,9.02681e-05,,0.000238937,0.00234792,
2274,1987-12-23,00:00:00.00,0.292045,0.017945,0.0743851,0.100878,0.00127801,,0.00245533,,0.00327448,0.042192,0.00126604,0.0385108,0.000188286,0.000231457,,0.0126835,,0.00176234,,0.000300878,,1.39873e-05,0.000100922,,8.66213e-05,,0.000222766,0.00177134,
2275,1987-12-24,00:00:00.00,0.0180462,0.0179317,0.0735265,0.099594,0.00120062,,0.00235667,,0.00312806,0.0379445,0.00121523,0.0300158,0.000141813,0.000219582,,0.0121024,,0.00164479,,0.000288834,,1.34274e-05,9.00489e-05,,8.31226e-05,,0.000210348,0.00143544,
2276,1987-12-25,00:00:00.00,0.327871,0.017819,0.0730385,0.0989305,0.001138,,0.00226205,,0.0029943,0.033697,0.00116652,0.0215208,0.000115551,0.000209145,,0.011613,,0.0015387,,0.00026571,,1.28899e-05,8.28253e-05,,7.97657e-05,,0.000200031,0.00123593,
2277,1987-12-26,00:00:00.00,0.106532,0.0176879,0.0725838,0.0984929,0.00108412,,0.00217128,,0.00286959,0.0379445,0.00111979,0.0243524,9.99445e-05,0.000198489,,0.0112025,,0.00143635,,0.000255074,,1.23739e-05,7.75932e-05,,7.65451e-05,,0.000191017,0.00111097,
2278,1987-12-27,00:00:00.00,0.125113,0.0175297,0.0718268,0.0976004,0.00103573,,0.00208417,,0.00275179,0.042192,0.00107495,0.0215208,9.01564e-05,0.000189115,,0.0108521,,0.00134396,,0.000234653,,1.18786e-05,7.34721e-05,,7.3455e-05,,0.000182804,0.0010265,
2279,1987-12-28,00:00:00.00,0.000135869,0.0173438,0.0708909,0.0963835,0.000991092,,0.00200057,,0.0026398,0.042192,0.00103191,0.0215208,8.34177e-05,0.000179545,,0.0105197,,0.00125478,,0.00022526,,1.14031e-05,6.99933e-05,,7.04901e-05,,0.000175184,0.000964228,
2280,1987-12-29,00:00:00.00,0.00167822,0.0171415,0.069874,0.0950337,0.000949222,,0.00192033,,0.00253285,0.042192,0.000990595,0.0158574,7.84437e-05,0.000171118,,0.0101774,,0.00117429,,0.000207226,,1.09467e-05,6.69067e-05,,6.76455e-05,,0.000167984,0.000914411,
2281,1987-12-30,00:00:00.00,0.00636861,0.0169407,0.0688648,0.0936561,0.000909595,,0.00184332,,0.00243054,0.0379445,0.000950939,0.0158574,7.43856e-05,0.000162517,,0.00982278,,0.00109657,,0.000198931,,1.05085e-05,6.40775e-05,,6.49161e-05,,0.000161159,0.000871867,
2282,1987-12-31,00:00:00.00,0.41421,0.017028,0.0690141,0.0937529,0.000871873,,0.0017694,,0.00233249,0.033697,0.000912872,0.0158574,7.094e-05,0.000154934,,0.00951659,,0.00102642,,0.000183004,,1.00878e-05,6.14325e-05,,6.22972e-05,,0.000154632,0.00083382,
2283,1988-01-01,00:00:00.00,0.58709,0.0171463,0.0697859,0.0949985,0.000835869,,0.00169845,,0.00223851,0.0294495,0.000876329,0.00736237,6.78103e-05,0.000147198,,0.00938917,,0.000958652,,0.000175679,,9.68402e-06,5.89309e-05,,5.97844e-05,,0.000148401,0.000798776,
2284,1988-01-02,00:00:00.00,0.0216288,0.0169904,0.0695967,0.0952042,0.000801434,,0.00163035,,0.00214835,0.0294495,0.00084125,0.00538019,6.4957e-05,0.00014037,,0.0094826,,0.000897481,,0.000161614,,9.29637e-06,5.65494e-05,,5.73733e-05,,0.000142421,0.000765919,
2285,1988-01-03,00:00:00.00,0.0103228,0.0168271,0.0689436,0.0945061,0.000768479,,0.00156498,,0.00206188,0.0294495,0.000807575,0.00254851,6.22492e-05,0.000133407,,0.00965069,,0.000838371,,0.000155145,,8.92424e-06,5.42737e-05,,5.50599e-05,,0.000136698,0.000734793,
2286,1988-01-04,00:00:00.00,0.107849,0.0166916,0.0682921,0.0936136,0.000736913,,0.00150223,,0.00197889,0.025202,0.000775248,0.00254851,5.97123e-05,0.000127253,,0.00972033,,0.000785013,,0.000142724,,8.56701e-06,5.20948e-05,,5.284e-05,,0.0001312,0.000705132,
2287,1988-01-05,00:00:00.00,0.057162,0.0165505,0.0676531,0.0927276,0.000706675,,0.001442,,0.00189929,0.0209544,0.000744215,0,5.72707e-05,0.000120981,,0.00964999,,0.000733432,,0.000137011,,8.22407e-06,5.00059e-05,,5.071e-05,,0.000125934,0.000676775,
2288,1988-01-06,00:00:00.00,0.00441767,0.0163842,0.0669748,0.0918241,0.000677697,,0.00138419,,0.00182287,0.0167069,0.000714424,0,5.49605e-05,0.000115431,,0.00950092,,0.000686869,,0.000126042,,7.89487e-06,4.80023e-05,,4.86661e-05,,0.000120873,0.000649614,
2289,1988-01-07,00:00:00.00,0.0110331,0.0162162,0.0662854,0.090896,0.00064993,,0.0013287,,0.00174957,0.0167069,0.000685826,0,5.2729e-05,0.000109778,,0.00933205,,0.000641841,,0.000120996,,7.57884e-06,4.60798e-05,,4.67049e-05,,0.000116024,0.000623574,
2290,1988-01-08,00:00:00.00,0.0156794,0.016049,0.0655745,0.0899488,0.000623313,,0.00127543,,0.00167921,0.0167069,0.000658373,0,5.06094e-05,0.000104768,,0.00916504,,0.000601193,,0.00011131,,7.27546e-06,4.42346e-05,,4.48229e-05,,0.000111364,0.000598593,
2291,1988-01-09,00:00:00.00,0.146142,0.0158975,0.0649275,0.0890717,0.000597805,,0.0012243,,0.0016117,0.0167069,0.000632018,0,4.85609e-05,9.96683e-05,,0.00900623,,0.00056187,,0.000106854,,6.98423e-06,4.24635e-05,,4.30171e-05,,0.000106898,0.000574621,
2292,1988-01-10,00:00:00.00,0.0221188,0.0157546,0.0643376,0.0882597,0.00057335,,0.00117523,,0.0015469,0.0167069,0.000606719,0,4.66113e-05,9.5143e-05,,0.00886569,,0.000526372,,9.82993e-05,,6.70465e-06,4.07635e-05,,4.12842e-05,,0.000102607,0.000551614,
2293,1988-01-11,00:00:00.00,0.0156956,0.0156519,0.0637593,0.0874487,0.000549912,,0.00112812,,0.00148473,0.0209544,0.000582432,0,4.47281e-05,9.05399e-05,,0.00874141,,0.000492019,,9.43644e-05,,6.43627e-06,3.91316e-05,,3.96214e-05,,9.84927e-05,0.00052953,
2294,1988-01-12,00:00:00.00,0.11174,0.0159341,0.0639477,0.0873999,0.00052744,,0.0010829,,0.00142506,0.0167069,0.000559118,0,4.29334e-05,8.64493e-05,,0.00861492,,0.000461006,,8.68097e-05,,6.17863e-06,3.7565e-05,,3.80257e-05,,9.45404e-05,0.000508332,
2295,1988-01-13,00:00:00.00,7.14369,0.0170388,0.0683554,0.0931271,0.000505901,,0.00103949,,0.0013678,0.0167069,0.000536736,0,4.1201e-05,8.22915e-05,,0.00893122,,0.000430984,,8.33347e-05,,5.9313e-06,3.60612e-05,,3.64945e-05,,9.07505e-05,0.000487983,
2296,1988-01-14,00:00:00.00,0.0975649,0.0177822,0.0730685,0.100468,0.000485248,,0.000997828,,0.00131283,0.0167069,0.000515251,0,3.95484e-05,7.85912e-05,,0.0104392,,0.00040388,,7.6663e-05,,5.69387e-06,3.46176e-05,,3.50252e-05,,8.711e-05,0.000468449,
2297,1988-01-15,00:00:00.00,0.151383,0.0177604,0.0736984,0.102524,0.00046545,,0.000957834,,0.0012601,0.0167069,0.000494626,0,3.79542e-05,7.48333e-05,,0.0128608,,0.000377634,,7.35942e-05,,5.46595e-06,3.32318e-05,,3.36152e-05,,8.36186e-05,0.000449696,
2298,1988-01-16,00:00:00.00,0.0583915,0.0179757,0.0747469,0.103283,0.000446466,,0.000919513,,0.00121127,0.0209544,0.000474826,0,3.66508e-05,7.27585e-05,,0.0149705,,0.000353938,,6.77023e-05,,5.24715e-06,3.19014e-05,,3.2262e-05,,8.02651e-05,0.000431695,
2299,1988-01-17,00:00:00.00,0.153727,0.0186613,0.0761944,0.104205,0.001635,,0.0481895,,0.0404029,0.0167069,0.00046928,0,7.20947e-05,0.000129586,,0.0274109,,0.000330984,,6.49922e-05,,5.23358e-06,0.00104755,,3.11172e-05,,0.00191479,0.00510961,
2300,1988-01-18,00:00:00.00,0.0535889,0.0194005,0.0766889,0.10452,0.00456729,,0.113276,,0.0552562,0.0124594,0.000462279,0,0.00491554,0.000206651,,0.0403744,,0.00031026,,5.9789e-05,,5.25502e-06,0.00233567,,3.01407e-05,,0.00502214,0.0169607,
2301,1988-01-19,00:00:00.00,0.475252,0.0195722,0.0766253,0.104241,0.00637184,,0.102613,,0.0229768,0.00821187,0.00043734,0,0.0227849,0.000222284,,0.0383452,,0.000290179,,5.73957e-05,,5.07916e-06,0.00239906,,2.91392e-05,,0.00419974,0.0284373,
2302,1988-01-20,00:00:00.00,0.00273764,0.0194083,0.0759044,0.10337,0.00540042,,0.0563426,,0.0118533,0.00396435,0.000412555,0,0.0235149,0.000213934,,0.0309012,,0.000272049,,5.28006e-05,,4.87587e-06,0.00184898,,2.80921e-05,,0.00163904,0.0343755,
2303,1988-01-21,00:00:00.00,0.0259772,0.0192342,0.075054,0.102268,0.0034589,,0.0296603,,0.00693522,0.00198218,0.000392181,0,0.0085751,0.000204956,,0.0240844,,0.000254475,,5.06871e-05,,4.68069e-06,0.00118823,,2.70049e-05,,0.000923425,0.0357844,
2304,1988-01-22,00:00:00.00,0.0437276,0.0190918,0.0742689,0.101155,0.00204366,,0.0161167,,0.00430246,0,0.000374438,0,0.00458527,0.000196517,,0.0197835,,0.000238608,,4.66291e-05,,4.49333e-06,0.000671729,,2.59259e-05,,0.000542238,0.0332465,
2305,1988-01-23,00:00:00.00,0.1845,0.0189408,0.0735185,0.100039,0.00125222,,0.00896182,,0.00288279,0,0.000358367,0,0.00247061,0.000188286,,0.0173235,,0.000223224,,4.47626e-05,,4.31346e-06,0.000368153,,2.48837e-05,,0.000338243,0.0271382,
2306,1988-01-24,00:00:00.00,0.845474,0.0188493,0.0728357,0.0989584,0.000826366,,0.00515305,,0.00210673,0,0.000343448,0,0.00134906,0.000180544,,0.0158779,,0.000209333,,4.11789e-05,,4.1408e-06,0.000205518,,2.3883e-05,,0.000228167,0.0194598,
2307,1988-01-25,00:00:00.00,0.645598,0.0187944,0.0721669,0.097888,0.000594228,,0.0155136,,0.0016725,0,0.000374068,0,0.000753487,0.000172997,,0.0149579,,0.000195861,,3.95305e-05,,3.97504e-06,0.000118969,,2.29227e-05,,0.000167911,0.0125178,
2308,1988-01-26,00:00:00.00,0.101752,0.0186778,0.0714634,0.0968122,0.000464947,,0.0287405,,0.00142021,0,0.000397813,0,0.000436529,0.000165893,,0.0143146,,0.000183697,,3.63657e-05,,3.81592e-06,7.27299e-05,,2.20011e-05,,0.000134115,0.00745834,
2309,1988-01-27,00:00:00.00,0.192754,0.0185094,0.0707087,0.0956809,0.000390395,,0.0245576,,0.00126518,0,0.000360087,0,0.000267173,0.000158972,,0.0138194,,0.000171896,,3.491e-05,,3.66317e-06,4.78537e-05,,2.11166e-05,,0.000114409,0.00426402,
2310,1988-01-28,00:00:00.00,0.00566921,0.0183035,0.069839,0.0944345,0.000345073,,0.0146208,,0.00116251,0,0.000321267,0,0.000176048,0.000152452,,0.013401,,0.000161241,,3.21152e-05,,3.51654e-06,3.43061e-05,,2.02677e-05,,0.000102235,0.00241936,
2311,1988-01-29,00:00:00.00,0.00423923,0.0180908,0.0689268,0.130869,0.000315471,,0.00812253,,0.00108839,0,0.000295481,0,0.000126405,0.000146107,,0.0201686,,0.0001509,,3.08296e-05,,3.37577e-06,2.6773e-05,,1.94531e-05,,0.000238867,0.00140365,
2312,1988-01-30,00:00:00.00,0.00897364,0.0179083,0.824986,0.893602,0.00452577,,0.00463349,,0.100593,0,0.000276808,0,0.000796856,0.000802405,,0.311118,,0.000141563,,2.83614e-05,,4.84729e-06,0.00135265,,1.97085e-05,,0.00987913,0.0136215,
2313,1988-01-31,00:00:00.00,0.121832,0.126815,1.78946,1.95938,0.0183622,,0.00285339,,0.154028,0,0.000262102,0,0.0305304,0.00486649,,0.809418,,0.0001325,,2.72261e-05,,6.57235e-06,0.00654521,,2.21611e-05,,0.0342519,0.0404767,
2314,1988-02-01,00:00:00.00,0.931134,0.131192,1.71311,2.12245,0.0319638,,0.00209572,,0.076415,0,0.000249691,0,0.15318,0.0104894,,0.930423,,0.000124317,,2.50464e-05,,6.62243e-06,0.015704,,2.5449e-05,,0.0433318,0.0551251,
2315,1988-02-02,00:00:00.00,0.0801136,0.243251,0.993642,1.4623,0.0306045,,0.00195201,,0.0379083,0,0.000238679,0,0.237238,0.0120694,,0.664321,,0.000116371,,2.40438e-05,,6.3581e-06,0.0210984,,2.72431e-05,,0.0245795,0.0486552,
2316,1988-02-03,00:00:00.00,0.0096269,0.243843,1.75885,1.77451,0.019103,,0.00208242,,0.0271799,0,0.000228587,0,0.145623,0.0116491,,0.36966,,0.000109196,,2.21189e-05,,6.10363e-06,0.0172051,,2.71593e-05,,0.00827832,0.0357801,
2317,1988-02-04,00:00:00.00,0.16464,0.0260663,1.75658,1.86855,0.00992141,,0.00223212,,0.0213643,0,0.000219151,0,0.04212,0.0111946,,0.187261,,0.000102228,,2.12335e-05,,5.85931e-06,0.0101594,,2.62451e-05,,0.00415637,0.0252748,
2318,1988-02-05,00:00:00.00,0.887636,0.022333,0.320759,0.734585,0.00567189,,0.00229068,,0.0177867,0,0.000210228,0,0.0161119,0.0106501,,0.0988691,,9.59354e-05,,1.95336e-05,,5.62476e-06,0.00544061,,2.52031e-05,,0.00303816,0.0172918,
2319,1988-02-06,00:00:00.00,0.083941,0.0202444,0.0842041,0.212863,0.00385226,,0.00226179,,0.0154634,0,0.000201733,0,0.00969777,0.0101781,,0.0574381,,8.98229e-05,,1.87516e-05,,5.39961e-06,0.00289212,,2.41919e-05,,0.00250136,0.0111499,
2320,1988-02-07,00:00:00.00,0.00826621,0.0200464,0.079745,0.114871,0.00292088,,0.00218713,,0.0138654,0,0.000193615,0,0.00684928,0.00968558,,0.0368629,,8.43032e-05,,1.72504e-05,,5.18346e-06,0.00154209,,2.32215e-05,,0.00218136,0.00675893,
2321,1988-02-08,00:00:00.00,0.172013,0.0198318,0.0778986,0.104425,0.00239012,,0.00209896,,0.0126532,0,0.000185842,0,0.00527222,0.00925755,,0.0261171,,7.89399e-05,,1.65599e-05,,4.97597e-06,0.000826727,,2.229e-05,,0.0019776,0.00391891,
2322,1988-02-09,00:00:00.00,3.14781,0.0200559,0.077261,0.10285,0.00207069,,0.00201149,,0.0116927,0,0.000178391,0,0.0043712,0.00881181,,0.0204064,,7.40967e-05,,1.52341e-05,,4.77678e-06,0.000447492,,2.1396e-05,,0.00183678,0.00222939,
2323,1988-02-10,00:00:00.00,3.53015,0.0204838,0.0783618,0.104254,0.00186495,,0.00192837,,0.010867,0,0.000171244,0,0.00383084,0.00842347,,0.0176636,,6.93896e-05,,1.46243e-05,,4.58557e-06,0.000246274,,2.05379e-05,,0.0017306,0.00127921,
2324,1988-02-11,00:00:00.00,3.93001,0.0209821,0.0802796,0.106922,0.00172118,,0.00184967,,0.0101531,0,0.000164386,0,0.00348399,0.0080199,,0.0170936,,6.51389e-05,,1.34535e-05,,4.40201e-06,0.000139343,,1.97143e-05,,0.00164403,0.000760737,
2325,1988-02-12,00:00:00.00,0.0944353,0.0212606,0.0811258,0.10817,0.00161184,,0.0017748,,0.00949999,0,0.000157804,0,0.00324206,0.00766743,,0.0179988,,6.10068e-05,,1.29149e-05,,4.2258e-06,8.2358e-05,,1.89238e-05,,0.00156906,0.000480755,
