,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,DisableHRUs,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
1765,1986-07,3.32078,3.79149,2.55654,3.83179,1.29662,3.59858,4.31793,2.59386,3.22236,2.37856,3.04348,3.9162,3.84863,3.57136,3.38983,3.26095,2.92512,2.40189,2.07771,1.42046,1.26278,1.01601,0,
1796,1986-08,3.19355,3.71705,2.47505,3.75195,1.50024,3.688,4.36325,2.54262,2.96032,3.00949,3.50101,3.81119,3.80438,3.43453,3.19943,3.18765,2.95861,2.51688,2.3004,1.55592,1.46238,1.20905,0,
1826,1986-09,1.27226,1.58544,0.964577,1.5971,0.484851,1.39432,1.7808,1.14245,1.04861,1.24692,1.29339,1.68466,1.61406,1.43116,1.31258,1.2394,1.07521,0.8369,0.784856,0.50849,0.513698,0.382607,0,
1857,1986-10,0.987523,1.13071,0.762672,1.14239,0.360598,1.13125,1.41799,0.777888,0.638502,1.40282,1.18848,1.14608,1.14843,1.08622,1.03056,0.938571,0.821457,0.622596,0.655894,0.442031,0.500557,0.317663,0,
1887,1986-11,0.264452,0.312184,0.202747,0.315078,0.0810661,0.327048,0.402915,0.236892,0.13047,0.493193,0.367501,0.337018,0.312896,0.289521,0.275472,0.255354,0.224498,0.153241,0.181762,0.135788,0.155873,0.0737229,0,
1918,1986-12,0.201198,0.218102,0.152383,0.221161,0.0554482,0.261657,0.348525,0.160846,0.0743885,0.423562,0.291482,0.233606,0.217264,0.207182,0.20763,0.198071,0.180076,0.110262,0.140877,0.11086,0.126335,0.0507641,0,
1949,1987-01,0.231024,0.263231,0.186228,0.265422,0.0626255,0.292521,0.381124,0.211097,0.0978623,0.429552,0.316814,0.297165,0.256974,0.250347,0.243394,0.223547,0.195852,0.124475,0.14851,0.110166,0.122533,0.055216,0,
1977,1987-02,0.461947,0.538258,0.370813,0.542318,0.145546,0.567856,0.720468,0.435421,0.296848,0.705221,0.581993,0.603977,0.526073,0.517903,0.48229,0.445064,0.391003,0.276369,0.29633,0.200767,0.223046,0.123861,0,
2008,1987-03,0.675744,0.785552,0.524831,0.792887,0.248717,0.866314,1.02473,0.585123,0.566698,0.817589,0.81462,0.853384,0.789358,0.71595,0.682414,0.688602,0.626914,0.471472,0.446917,0.279924,0.291073,0.193108,0,
2038,1987-04,1.79602,2.31083,1.35583,2.32504,0.565494,1.79845,2.76428,1.64306,1.74388,1.38273,1.59156,2.41093,2.36677,2.0989,1.889,1.69911,1.41727,1.07513,0.954911,0.6165,0.579033,0.416573,0,
2069,1987-05,2.63861,3.16215,2.03066,3.1887,0.974141,2.833,3.55091,2.0674,2.47011,1.87003,2.36474,3.15968,3.24625,2.99447,2.73289,2.54141,2.21781,1.78766,1.55058,1.05008,0.941958,0.748765,0,
2099,1987-06,3.39054,3.96218,2.53153,4.00591,1.38011,3.62536,4.47034,2.68463,3.28183,2.41752,3.17195,4.06398,4.04024,3.71754,3.45233,3.33368,2.95654,2.44978,2.10884,1.442,1.25721,1.04768,0,
2130,1987-07,3.24037,3.73338,2.47812,3.7727,1.46745,3.65848,4.3474,2.66618,3.20663,2.54449,3.24625,3.92371,3.80443,3.38973,3.23882,3.26236,3.00552,2.5418,2.23104,1.5304,1.35971,1.13844,0,
2161,1987-08,2.56794,3.03822,1.91336,3.07025,1.08075,2.77317,3.50714,2.10824,2.47786,2.2337,2.61914,3.18802,3.09127,2.79418,2.60313,2.51623,2.24965,1.86623,1.68948,1.13748,1.06434,0.855651,0,
2191,1987-09,2.08166,2.39707,1.58253,2.4231,0.911337,2.43281,2.76677,1.65738,1.7038,2.46131,2.48251,2.45072,2.44625,2.24359,2.10838,2.05451,1.8713,1.53887,1.48936,0.985415,1.02081,0.768419,0,
2222,1987-10,1.02129,1.18684,0.789912,1.19819,0.408363,1.18756,1.47899,0.834282,0.662121,1.56088,1.33885,1.2181,1.20808,1.11574,1.05193,0.97979,0.881504,0.688814,0.728597,0.490135,0.549348,0.362166,0,
2252,1987-11,0.4618,0.550438,0.358836,0.554936,0.148873,0.545681,0.698932,0.401535,0.226484,0.859359,0.627604,0.577235,0.557372,0.51276,0.479618,0.441809,0.392897,0.274311,0.327474,0.247586,0.287849,0.144759,0,
2283,1987-12,0.196147,0.255146,0.1535,0.256187,0.0567777,0.248803,0.348381,0.210428,0.07422,0.423843,0.294555,0.287361,0.255962,0.223567,0.205668,0.184214,0.168387,0.106532,0.137625,0.108159,0.122533,0.0519762,0,
2314,1988-01,0.165713,0.171921,0.128723,0.174483,0.0554737,0.223248,0.238034,0.127248,0.0817689,0.374628,0.288877,0.179409,0.171734,0.166241,0.170354,0.163923,0.151107,0.104112,0.124681,0.0905361,0.0995137,0.0476266,0,
2343,1988-02,0.360235,0.35171,0.289586,0.357355,0.134709,0.482266,0.432369,0.248184,0.227111,0.601993,0.523457,0.37127,0.343739,0.35808,0.367988,0.366152,0.336996,0.251676,0.261857,0.172348,0.190226,0.109301,0,
2374,1988-03,0.774165,1.04331,0.604114,1.04621,0.244598,0.899507,1.32695,0.80083,0.622821,0.802814,0.802201,1.16192,1.06253,0.879097,0.805371,0.76199,0.652809,0.4775,0.446803,0.2798,0.288169,0.191831,0,
2404,1988-04,1.69703,2.17287,1.29854,2.18538,0.534309,1.70624,2.54338,1.5172,1.50784,1.29137,1.49585,2.25289,2.22514,1.98813,1.79234,1.60016,1.33735,1.01917,0.901512,0.580552,0.541205,0.402409,0,
2435,1988-05,2.77865,3.50463,2.04417,3.53326,0.893467,2.81229,4.05246,2.40234,2.84911,1.71366,2.19348,3.60319,3.59775,3.22157,2.88868,2.66574,2.23829,1.71367,1.46421,0.982819,0.881049,0.658073,0,
2465,1988-06,3.86105,4.62718,2.87078,4.67363,1.62623,4.19842,4.96891,3.16991,3.76794,2.79902,3.6594,4.82073,4.71614,4.27996,3.90759,3.77446,3.38969,2.85022,2.46724,1.69533,1.48468,1.23665,0,
2496,1988-07,3.66385,4.24812,2.77235,4.29383,1.59288,4.08338,4.92227,2.93391,3.5924,2.8592,3.63548,4.44392,4.32539,3.89812,3.68316,3.66691,3.33084,2.78599,2.44195,1.66893,1.48097,1.20939,0,
2527,1988-08,3.12865,3.71843,2.30203,3.75904,1.38589,3.5049,4.33347,2.59688,2.94834,2.87976,3.34321,3.90335,3.79767,3.37284,3.13974,3.09802,2.81335,2.34331,2.13335,1.43892,1.35003,1.09384,0,
2557,1988-09,1.90645,2.21201,1.47138,2.23356,0.797547,2.17955,2.62062,1.53014,1.56789,2.12727,2.18289,2.26875,2.25568,2.06679,1.94811,1.86736,1.68338,1.36737,1.307,0.859906,0.880228,0.655302,0,
2588,1988-10,1.06101,1.22449,0.831432,1.23578,0.450097,1.27244,1.50632,0.866838,0.703883,1.67491,1.43619,1.25994,1.24509,1.14919,1.08456,1.0367,0.940624,0.745044,0.788854,0.532177,0.599057,0.405322,0,
2618,1988-11,0.343909,0.433035,0.267072,0.435544,0.101589,0.397451,0.601788,0.323483,0.169474,0.569245,0.423349,0.45709,0.438513,0.401398,0.363638,0.32319,0.2786,0.18763,0.219625,0.162236,0.185955,0.0926101,0,
2649,1988-12,0.18702,0.214713,0.140532,0.217199,0.0584187,0.25463,0.32701,0.166644,0.0690913,0.436544,0.302066,0.232132,0.213222,0.205857,0.189751,0.184416,0.17094,0.109899,0.142493,0.112832,0.128914,0.0535982,0,
2680,1989-01,0.192507,0.208575,0.148311,0.211317,0.0620267,0.246404,0.291484,0.161042,0.0857851,0.397783,0.295612,0.218026,0.209614,0.19832,0.199464,0.188071,0.167413,0.111011,0.1352,0.0999086,0.110689,0.0534444,0,
2708,1989-02,0.183667,0.177096,0.152868,0.179663,0.0793126,0.272287,0.245276,0.137772,0.122506,0.375584,0.341445,0.19048,0.172054,0.179439,0.184598,0.18853,0.183315,0.14085,0.146156,0.0899082,0.0920786,0.0578358,0,
2739,1989-03,0.575496,0.564663,0.443843,0.574996,0.212061,0.767186,0.737597,0.39856,0.513779,0.709808,0.720267,0.590641,0.560159,0.556862,0.574686,0.599047,0.554301,0.426457,0.400958,0.251914,0.259888,0.165413,0,
2769,1989-04,1.30961,1.72996,1.01751,1.73649,0.460224,1.44973,2.09642,1.22487,1.22233,1.11942,1.29782,1.83529,1.76902,1.548,1.35278,1.2592,1.12458,0.879225,0.777314,0.49888,0.465408,0.330851,0,
2800,1989-05,2.1942,2.74119,1.65115,2.76198,0.644553,2.16812,3.15521,1.84572,2.08563,1.31974,1.68458,2.82494,2.80053,2.54609,2.31671,2.08907,1.72196,1.30322,1.09533,0.721117,0.634087,0.469382,0,
2830,1989-06,3.06621,3.53881,2.31201,3.57828,1.08486,3.36662,4.07466,2.40733,2.96037,2.08957,2.77088,3.62866,3.59368,3.36804,3.12811,3.02981,2.6763,2.14536,1.81431,1.24045,1.08438,0.851595,0,
2861,1989-07,3.74296,4.32064,2.79892,4.37056,1.68188,4.14153,5.01868,2.92165,3.60472,3.06907,3.9097,4.40634,4.41519,4.05277,3.74324,3.73499,3.42617,2.91632,2.56382,1.76567,1.57141,1.34397,0,
2892,1989-08,2.78823,3.47861,2.05672,3.50833,1.17252,3.05265,3.9581,2.48275,2.72988,2.41134,2.83075,3.67827,3.56809,3.0816,2.81002,2.76311,2.47057,2.03561,1.84174,1.24707,1.16916,0.941938,0,
2922,1989-09,1.80026,2.11877,1.38166,2.1386,0.734623,2.07463,2.49642,1.49183,1.48034,2.0105,2.0261,2.21885,2.15141,1.95946,1.84021,1.76359,1.59303,1.26595,1.21357,0.791199,0.816795,0.601105,0,
2953,1989-10,0.904804,1.13528,0.691895,1.14284,0.304533,0.984303,1.39974,0.80165,0.603412,1.15785,0.997914,1.17572,1.15923,1.04941,0.95158,0.850302,0.725777,0.539386,0.55877,0.372605,0.420322,0.260582,0,
2983,1989-11,0.341006,0.404508,0.260528,0.408237,0.094557,0.404343,0.54652,0.302926,0.163924,0.571165,0.420967,0.425999,0.406757,0.384327,0.359448,0.320549,0.279471,0.185783,0.217437,0.162025,0.18698,0.0881848,0,
3014,1989-12,0.181437,0.190464,0.140091,0.193251,0.0504329,0.236688,0.256139,0.136316,0.0601368,0.381039,0.263455,0.191898,0.190274,0.192859,0.189621,0.174693,0.158008,0.0985247,0.125396,0.0993541,0.114628,0.0468242,0,
3045,1990-01,0.224682,0.256654,0.17079,0.25954,0.0714311,0.290288,0.32522,0.206017,0.099202,0.473699,0.343984,0.276348,0.256822,0.239478,0.231448,0.22124,0.198815,0.131156,0.161624,0.122769,0.138458,0.0641061,0,
3073,1990-02,0.293327,0.313134,0.229522,0.317218,0.0982929,0.375141,0.407446,0.253681,0.19213,0.457425,0.395861,0.348007,0.307025,0.297936,0.302117,0.295749,0.262943,0.187875,0.195603,0.128698,0.14009,0.0808186,0,
3104,1990-03,0.717834,0.772232,0.569451,0.78142,0.286841,0.986086,1.03683,0.672038,0.587698,0.948063,0.945106,0.906999,0.744299,0.722314,0.716911,0.75006,0.706888,0.540668,0.512843,0.320224,0.331068,0.220035,0,
3134,1990-04,1.43942,1.91322,1.1092,1.92066,0.4867,1.50201,2.24998,1.37896,1.3314,1.18339,1.36125,2.03515,1.9562,1.7048,1.50289,1.37444,1.18676,0.92555,0.820248,0.524809,0.490409,0.352836,0,
3165,1990-05,2.09959,2.64924,1.57858,2.66827,0.629043,2.15097,3.06525,1.84619,2.03757,1.23321,1.57678,2.72661,2.70959,2.46349,2.19689,2.00519,1.68663,1.26124,1.06124,0.702291,0.620861,0.440627,0,
3195,1990-06,3.04265,3.63793,2.2647,3.67467,1.01591,3.3097,4.01445,2.5059,2.98989,1.8485,2.45284,3.71797,3.72093,3.3967,3.11275,3.0034,2.63462,2.06783,1.7303,1.18114,1.03592,0.780742,0,
3226,1990-07,3.47426,4.01587,2.55114,4.06554,1.48917,3.81522,4.59575,2.78178,3.41063,2.64632,3.38456,4.18827,4.07268,3.76684,3.49819,3.42774,3.09892,2.59959,2.27453,1.56055,1.38827,1.1459,0,
3257,1990-08,3.10412,3.6813,2.28858,3.72153,1.31055,3.39313,4.18374,2.55359,2.95018,2.64322,3.08626,3.83258,3.74842,3.41714,3.14154,3.04246,2.7095,2.24288,2.02926,1.36971,1.27895,1.03728,0,
